,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Depth_lag_1,GR_lag_1,ILD_log10_lag_1,DeltaPHI_lag_1,PHIND_lag_1,PE_lag_1,NM_M_lag_1,RELPOS_lag_1,Depth_lead_1,GR_lead_1,ILD_log10_lead_1,DeltaPHI_lead_1,PHIND_lead_1,PE_lead_1,NM_M_lead_1,RELPOS_lead_1,a1,b1,b2,b3,b4,b5,lm,sh,Facies
108,2862.0,37.961,1.324,0.0,3.3,4.561,2,0.145,0.5,-8.095,0.176,-0.1,-1.25,0.34,0.0,-0.013,-0.5,4.382,-0.078,0.2,0.5,-0.238,0.0,0.013,1,0,0,0,0,0,1,0,6.0
109,2862.5,33.579,1.402,-0.2,2.8,4.799,2,0.132,0.5,-4.382,0.078,-0.2,-0.5,0.238,0.0,-0.013,-0.5,2.367,-0.037,0.2,0.1,-0.075,0.0,0.014,1,0,0,0,0,0,1,0,6.0
110,2863.0,31.212,1.439,-0.4,2.7,4.874,2,0.118,0.5,-2.367,0.037,-0.2,-0.1,0.075,0.0,-0.014,-0.5,1.036,-0.047,0.1,0.15,0.087,0.0,0.013,1,0,0,0,0,0,1,0,8.0
111,2863.5,30.176,1.486,-0.5,2.55,4.787,2,0.105,0.5,-1.036,0.047,-0.1,-0.15,-0.087,0.0,-0.013,-0.5,0.318,-0.021,0.2,-0.2,0.165,0.0,0.013,1,0,0,0,0,0,1,0,8.0
112,2864.0,29.858,1.507,-0.7,2.75,4.622,2,0.092,0.5,-0.318,0.021,-0.2,0.2,-0.165,0.0,-0.013,-0.5,-0.065,0.074,-0.1,-0.55,0.247,0.0,0.013,1,0,0,0,0,0,1,0,6.0
113,2864.5,29.923,1.433,-0.6,3.3,4.375,2,0.079,0.5,0.065,-0.074,0.1,0.55,-0.247,0.0,-0.013,-0.5,-4.505,0.154,-0.6,-0.7,0.26,0.0,0.013,1,0,0,0,0,0,1,0,6.0
114,2865.0,34.428,1.279,0.0,4.0,4.115,2,0.066,0.5,4.505,-0.154,0.6,0.7,-0.26,0.0,-0.013,-0.5,-5.507,0.145,-0.8,-0.6,0.136,0.0,0.013,1,0,0,0,0,0,1,0,6.0
115,2865.5,39.935,1.134,0.8,4.6,3.979,2,0.053,0.5,5.507,-0.145,0.8,0.6,-0.136,0.0,-0.013,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,6.0
116,2866.0,39.935,1.134,0.8,4.6,3.979,2,0.053,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-6.888,0.084,-0.5,-0.55,0.252,0.0,0.014,1,0,0,0,0,0,1,0,6.0
117,2866.5,46.823,1.05,1.3,5.15,3.727,2,0.039,0.5,6.888,-0.084,0.5,0.55,-0.252,0.0,-0.014,-0.5,-11.146,0.04,-0.7,-0.05,0.19,0.0,0.013,1,0,0,0,0,0,1,0,6.0
118,2867.0,57.969,1.01,2.0,5.2,3.537,2,0.026,0.5,11.146,-0.04,0.7,0.05,-0.19,0.0,-0.013,-0.5,-13.277,0.056,-0.3,-0.45,0.055,0.0,0.013,1,0,0,0,0,0,1,0,6.0
119,2867.5,71.246,0.954,2.3,5.65,3.482,2,0.013,0.5,13.277,-0.056,0.3,0.45,-0.055,0.0,-0.013,-0.5,-11.302,0.111,-0.9,-1.55,-0.05,1.0,-0.987,1,0,0,0,0,0,1,0,6.0
120,2868.0,82.548,0.843,3.2,7.2,3.532,1,1.0,0.5,11.302,-0.111,0.9,1.55,0.05,-1.0,0.987,-0.5,-9.571,0.125,-1.7,-1.75,0.048,0.0,0.032,0,1,0,0,0,0,0,1,3.0
121,2868.5,92.119,0.718,4.9,8.95,3.484,1,0.968,0.5,9.571,-0.125,1.7,1.75,-0.048,0.0,-0.032,-0.5,-1.445,0.083,-2.1,-2.15,0.082,0.0,0.033,0,1,0,0,0,0,0,1,2.0
122,2869.0,93.564,0.635,7.0,11.1,3.402,1,0.935,0.5,1.445,-0.083,2.1,2.15,-0.082,0.0,-0.033,-0.5,7.304,0.02,-2.0,-0.8,-0.084,0.0,0.032,0,1,0,0,0,0,0,1,2.0
123,2869.5,86.26,0.615,9.0,11.9,3.486,1,0.903,0.5,-7.304,-0.02,2.0,0.8,0.084,0.0,-0.032,-0.5,9.163,-0.022,-0.5,0.65,-0.074,0.0,0.032,0,1,0,0,0,0,0,1,2.0
124,2870.0,77.097,0.637,9.5,11.25,3.56,1,0.871,0.5,-9.163,0.022,0.5,-0.65,0.074,0.0,-0.032,-0.5,9.417,-0.014,0.3,0.55,0.087,0.0,0.032,0,1,0,0,0,0,0,1,2.0
125,2870.5,67.68,0.651,9.2,10.7,3.473,1,0.839,0.5,-9.417,0.014,-0.3,-0.55,-0.087,0.0,-0.032,-0.5,3.631,0.012,0.7,0.05,0.072,0.0,0.033,0,1,0,0,0,0,0,1,2.0
126,2871.0,64.049,0.639,8.5,10.65,3.401,1,0.806,0.5,-3.631,-0.012,-0.7,-0.05,-0.072,0.0,-0.033,-0.5,-3.517,0.018,1.0,-0.8,0.094,0.0,0.032,0,1,0,0,0,0,0,1,2.0
127,2871.5,67.566,0.621,7.5,11.45,3.307,1,0.774,0.5,3.517,-0.018,-1.0,0.8,-0.094,0.0,-0.032,-0.5,-2.162,0.017,0.4,-1.0,0.027,0.0,0.032,0,1,0,0,0,0,0,1,2.0
128,2872.0,69.728,0.604,7.1,12.45,3.28,1,0.742,0.5,2.162,-0.017,-0.4,1.0,-0.027,0.0,-0.032,-0.5,1.762,0.022,-1.2,-1.0,0.027,0.0,0.032,0,1,0,0,0,0,0,1,2.0
129,2872.5,67.966,0.582,8.3,13.45,3.253,1,0.71,0.5,-1.762,-0.022,1.2,1.0,-0.027,0.0,-0.032,-0.5,2.163,0.017,-1.3,-0.05,-0.031,0.0,0.033,0,1,0,0,0,0,0,1,2.0
130,2873.0,65.803,0.565,9.6,13.5,3.284,1,0.677,0.5,-2.163,-0.017,1.3,0.05,0.031,0.0,-0.033,-0.5,3.452,-0.01,-0.5,1.65,-0.121,0.0,0.032,0,1,0,0,0,0,0,1,2.0
131,2873.5,62.351,0.575,10.1,11.85,3.405,1,0.645,0.5,-3.452,0.01,0.5,-1.65,0.121,0.0,-0.032,-0.5,2.839,-0.046,0.0,2.2,-0.099,0.0,0.032,0,1,0,0,0,0,0,1,2.0
132,2874.0,59.512,0.621,10.1,9.65,3.504,1,0.613,0.5,-2.839,0.046,0.0,-2.2,0.099,0.0,-0.032,-0.5,-1.664,-0.07,0.2,1.5,-0.083,0.0,0.032,0,1,0,0,0,0,0,1,2.0
133,2874.5,61.176,0.691,9.9,8.15,3.587,1,0.581,0.5,1.664,0.07,-0.2,-1.5,0.083,0.0,-0.032,-0.5,-4.578,-0.06,0.3,0.45,-0.018,0.0,0.033,0,1,0,0,0,0,0,1,2.0
134,2875.0,65.754,0.751,9.6,7.7,3.605,1,0.548,0.5,4.578,0.06,-0.3,-0.45,0.018,0.0,-0.033,-0.5,-0.906,-0.017,0.6,-0.5,0.1,0.0,0.032,0,1,0,0,0,0,0,1,2.0
135,2875.5,66.66,0.768,9.0,8.2,3.505,1,0.516,0.5,0.906,0.017,-0.6,0.5,-0.1,0.0,-0.032,-0.5,2.056,0.026,1.0,-0.7,0.094,0.0,0.032,0,1,0,0,0,0,0,1,2.0
136,2876.0,64.604,0.742,8.0,8.9,3.411,1,0.484,0.5,-2.056,-0.026,-1.0,0.7,-0.094,0.0,-0.032,-0.5,2.905,0.046,1.0,-0.3,0.092,0.0,0.032,0,1,0,0,0,0,0,1,2.0
137,2876.5,61.699,0.696,7.0,9.2,3.319,1,0.452,0.5,-2.905,-0.046,-1.0,0.3,-0.092,0.0,-0.032,-0.5,3.346,0.039,1.4,-0.1,0.054,0.0,0.033,0,1,0,0,0,0,0,1,2.0
138,2877.0,58.353,0.657,5.6,9.3,3.265,1,0.419,0.5,-3.346,-0.039,-1.4,0.1,-0.054,0.0,-0.033,-0.5,2.424,0.017,1.4,0.1,0.098,0.0,0.032,0,1,0,0,0,0,0,1,2.0
139,2877.5,55.929,0.64,4.2,9.2,3.167,1,0.387,0.5,-2.424,-0.017,-1.4,-0.1,-0.098,0.0,-0.032,-0.5,-1.485,0.0,0.2,0.1,-0.014,0.0,0.032,0,1,0,0,0,0,0,1,2.0
140,2878.0,57.414,0.64,4.0,9.1,3.181,1,0.355,0.5,1.485,0.0,-0.2,-0.1,0.014,0.0,-0.032,-0.5,-2.979,0.0,0.2,-0.2,0.048,0.0,0.032,0,1,0,0,0,0,0,1,2.0
141,2878.5,60.393,0.64,3.8,9.3,3.133,1,0.323,0.5,2.979,0.0,-0.2,0.2,-0.048,0.0,-0.032,-0.5,-5.508,0.004,-0.4,-0.6,-0.03,0.0,0.033,0,1,0,0,0,0,0,1,2.0
142,2879.0,65.901,0.636,4.2,9.9,3.163,1,0.29,0.5,5.508,-0.004,0.4,0.6,0.03,0.0,-0.033,-0.5,-5.484,0.001,-1.6,-0.9,0.032,0.0,0.032,0,1,0,0,0,0,0,1,2.0
143,2879.5,71.385,0.635,5.8,10.8,3.131,1,0.258,0.5,5.484,-0.001,1.6,0.9,-0.032,0.0,-0.032,-0.5,-4.431,0.01,0.9,-2.75,0.134,0.0,0.032,0,1,0,0,0,0,0,1,2.0
144,2880.0,75.816,0.625,4.9,13.55,2.997,1,0.226,0.5,4.431,-0.01,-0.9,2.75,-0.134,0.0,-0.032,-0.5,0.482,0.038,-0.7,-2.35,0.059,0.0,0.032,0,1,0,0,0,0,0,1,2.0
145,2880.5,75.334,0.587,5.6,15.9,2.938,1,0.194,0.5,-0.482,-0.038,0.7,2.35,-0.059,0.0,-0.032,-0.5,2.644,0.029,0.8,-2.6,-0.031,0.0,0.065,0,1,0,0,0,0,0,1,2.0
146,2881.0,72.69,0.558,4.8,18.5,2.969,1,0.129,0.5,-2.644,-0.029,-0.8,2.6,0.031,0.0,-0.065,-0.5,4.055,0.0,-2.1,-0.95,-0.135,0.0,0.032,0,1,0,0,0,0,0,1,3.0
147,2881.5,68.635,0.558,6.9,19.45,3.104,1,0.097,0.5,-4.055,0.0,2.1,0.95,0.135,0.0,-0.032,-0.5,7.94,0.038,-0.6,-1.8,-0.043,0.0,0.032,0,1,0,0,0,0,0,1,2.0
148,2882.0,60.695,0.52,7.5,21.25,3.147,1,0.065,0.5,-7.94,-0.038,0.6,1.8,0.043,0.0,-0.032,-0.5,9.05,0.019,1.9,3.15,-0.207,0.0,0.033,0,1,0,0,0,0,0,1,2.0
149,2882.5,51.645,0.501,5.6,18.1,3.354,1,0.032,0.5,-9.05,-0.019,-1.9,-3.15,0.207,0.0,-0.033,-0.5,9.727,-0.047,-1.4,7.2,-0.41,-1.0,-0.968,0,1,0,0,0,0,0,1,3.0
150,2883.0,41.918,0.548,7.0,10.9,3.764,2,1.0,0.5,-9.727,0.047,1.4,-7.2,0.41,1.0,0.968,-0.5,8.927,-0.085,-0.7,4.55,-0.345,0.0,0.032,0,1,0,0,0,0,1,0,8.0
151,2883.5,32.991,0.633,7.7,6.35,4.109,2,0.968,0.5,-8.927,0.085,0.7,-4.55,0.345,0.0,-0.032,-0.5,4.733,-0.072,2.7,0.25,-0.045,0.0,0.033,0,1,0,0,0,0,1,0,8.0
152,2884.0,28.258,0.705,5.0,6.1,4.154,2,0.935,0.5,-4.733,0.072,-2.7,-0.25,0.045,0.0,-0.033,-0.5,1.623,-0.064,0.9,0.75,-0.167,0.0,0.032,0,1,0,0,0,0,1,0,8.0
153,2884.5,26.635,0.769,4.1,5.35,4.321,2,0.903,0.5,-1.623,0.064,-0.9,-0.75,0.167,0.0,-0.032,-0.5,1.094,-0.078,0.5,0.55,-0.155,0.0,0.032,0,1,0,0,0,0,1,0,8.0
154,2885.0,25.541,0.847,3.6,4.8,4.476,2,0.871,0.5,-1.094,0.078,-0.5,-0.55,0.155,0.0,-0.032,-0.5,1.746,-0.101,1.3,0.35,-0.089,0.0,0.032,0,1,0,0,0,0,1,0,8.0
155,2885.5,23.795,0.948,2.3,4.45,4.565,2,0.839,0.5,-1.746,0.101,-1.3,-0.35,0.089,0.0,-0.032,-0.5,3.076,-0.113,0.1,0.95,-0.05,0.0,0.033,0,1,0,0,0,0,1,0,8.0
156,2886.0,20.719,1.061,2.2,3.5,4.615,2,0.806,0.5,-3.076,0.113,-0.1,-0.95,0.05,0.0,-0.033,-0.5,2.22,-0.078,-0.2,0.3,-0.081,0.0,0.032,0,1,0,0,0,0,1,0,8.0
157,2886.5,18.499,1.139,2.4,3.2,4.696,2,0.774,0.5,-2.22,0.078,0.2,-0.3,0.081,0.0,-0.032,-0.5,-0.947,0.021,0.9,-1.45,0.028,0.0,0.032,0,1,0,0,0,0,1,0,8.0
158,2887.0,19.446,1.118,1.5,4.65,4.668,2,0.742,0.5,0.947,-0.021,-0.9,1.45,-0.028,0.0,-0.032,-0.5,-1.942,0.099,0.5,-2.45,0.089,0.0,0.032,0,1,0,0,0,0,1,0,8.0
159,2887.5,21.388,1.019,1.0,7.1,4.579,2,0.71,0.5,1.942,-0.099,-0.5,2.45,-0.089,0.0,-0.032,-0.5,-2.79,0.111,-0.2,-2.1,0.287,0.0,0.033,0,1,0,0,0,0,1,0,8.0
160,2888.0,24.178,0.908,1.2,9.2,4.292,2,0.677,0.5,2.79,-0.111,0.2,2.1,-0.287,0.0,-0.033,-0.5,-3.46,0.096,1.2,-1.9,0.246,0.0,0.032,0,1,0,0,0,0,1,0,8.0
161,2888.5,27.638,0.812,0.0,11.1,4.046,2,0.645,0.5,3.46,-0.096,-1.2,1.9,-0.246,0.0,-0.032,-0.5,-4.031,0.088,-0.9,-0.35,0.224,0.0,0.032,0,1,0,0,0,0,1,0,8.0
162,2889.0,31.669,0.724,0.9,11.45,3.822,2,0.613,0.5,4.031,-0.088,0.9,0.35,-0.224,0.0,-0.032,-0.5,-7.72,0.097,-2.5,0.25,0.193,0.0,0.032,0,1,0,0,0,0,1,0,8.0
163,2889.5,39.389,0.627,3.4,11.2,3.629,2,0.581,0.5,7.72,-0.097,2.5,-0.25,-0.193,0.0,-0.032,-0.5,-9.996,0.092,-3.0,-0.3,0.112,0.0,0.033,0,1,0,0,0,0,1,0,8.0
164,2890.0,49.385,0.535,6.4,11.5,3.517,2,0.548,0.5,9.996,-0.092,3.0,0.3,-0.112,0.0,-0.033,-0.5,-9.131,0.047,-2.6,0.1,0.043,0.0,0.032,0,1,0,0,0,0,1,0,7.0
165,2890.5,58.516,0.488,9.0,11.4,3.474,2,0.516,0.5,9.131,-0.047,2.6,-0.1,-0.043,0.0,-0.032,-0.5,-8.103,-0.023,-0.2,0.6,-0.139,0.0,0.032,0,1,0,0,0,0,1,0,7.0
166,2891.0,66.619,0.511,9.2,10.8,3.613,2,0.484,0.5,8.103,0.023,0.2,-0.6,0.139,0.0,-0.032,-0.5,-0.677,-0.091,2.8,1.3,-0.249,0.0,0.032,0,1,0,0,0,0,1,0,8.0
167,2891.5,67.296,0.602,6.4,9.5,3.862,2,0.452,0.5,0.677,0.091,-2.8,-1.3,0.249,0.0,-0.032,-0.5,9.498,-0.143,2.7,1.25,-0.19,0.0,0.033,0,1,0,0,0,0,1,0,8.0
168,2892.0,57.798,0.745,3.7,8.25,4.052,2,0.419,0.5,-9.498,0.143,-2.7,-1.25,0.19,0.0,-0.033,-0.5,9.629,-0.167,2.6,0.8,-0.189,0.0,0.032,0,1,0,0,0,0,1,0,8.0
169,2892.5,48.169,0.912,1.1,7.45,4.241,2,0.387,0.5,-9.629,0.167,-2.6,-0.8,0.189,0.0,-0.032,-0.5,6.732,-0.133,0.7,1.15,-0.235,0.0,0.032,0,1,0,0,0,0,1,0,8.0
170,2893.0,41.437,1.045,0.4,6.3,4.476,2,0.355,0.5,-6.732,0.133,-0.7,-1.15,0.235,0.0,-0.032,-0.5,2.089,-0.072,0.3,0.95,-0.236,0.0,0.032,0,1,0,0,0,0,1,0,6.0
171,2893.5,39.348,1.117,0.1,5.35,4.712,2,0.323,0.5,-2.089,0.072,-0.3,-0.95,0.236,0.0,-0.032,-0.5,-9.964,-0.027,-0.9,0.85,0.152,0.0,0.033,0,1,0,0,0,0,1,0,6.0
172,2894.0,49.312,1.144,1.0,4.5,4.56,2,0.29,0.5,9.964,0.027,0.9,-0.85,-0.152,0.0,-0.033,-0.5,-12.672,0.001,0.3,-0.35,-0.045,0.0,0.032,0,1,0,0,0,0,1,0,6.0
173,2894.5,61.984,1.143,0.7,4.85,4.605,2,0.258,0.5,12.672,-0.001,-0.3,0.35,0.045,0.0,-0.032,-0.5,-11.522,0.021,-0.2,-0.9,0.031,0.0,0.032,0,1,0,0,0,0,1,0,6.0
174,2895.0,73.506,1.122,0.9,5.75,4.574,2,0.226,0.5,11.522,-0.021,0.2,0.9,-0.031,0.0,-0.032,-0.5,-0.702,0.027,0.6,-1.1,0.096,0.0,0.032,0,1,0,0,0,0,1,0,6.0
175,2895.5,74.208,1.095,0.3,6.85,4.478,2,0.194,0.5,0.702,-0.027,-0.6,1.1,-0.096,0.0,-0.032,-0.5,6.389,0.023,1.0,-0.7,0.034,0.0,0.033,0,1,0,0,0,0,1,0,6.0
176,2896.0,67.819,1.072,-0.7,7.55,4.444,2,0.161,0.5,-6.389,-0.023,-1.0,0.7,-0.034,0.0,-0.033,-0.5,6.194,0.015,0.5,0.15,0.005,0.0,0.032,0,1,0,0,0,0,1,0,6.0
177,2896.5,61.625,1.057,-1.2,7.4,4.439,2,0.129,0.5,-6.194,-0.015,-0.5,-0.15,-0.005,0.0,-0.032,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,6.0
178,2897.0,61.625,1.057,-1.2,7.4,4.439,2,0.129,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,6.144,0.016,-0.3,0.85,0.104,0.0,0.032,0,1,0,0,0,0,1,0,6.0
179,2897.5,55.481,1.041,-0.9,6.55,4.335,2,0.097,0.5,-6.144,-0.016,0.3,-0.85,-0.104,0.0,-0.032,-0.5,-1.77,0.061,-0.8,0.8,0.428,0.0,0.032,0,1,0,0,0,0,1,0,6.0
180,2898.0,57.251,0.98,-0.1,5.75,3.907,2,0.065,0.5,1.77,-0.061,0.8,-0.8,-0.428,0.0,-0.032,-0.5,-10.029,0.14,0.5,-1.35,0.327,0.0,0.033,0,1,0,0,0,0,1,0,6.0
181,2898.5,67.28,0.84,-0.6,7.1,3.58,2,0.032,0.5,10.029,-0.14,-0.5,1.35,-0.327,0.0,-0.033,-0.5,-8.74,0.154,-1.3,-2.35,0.35,1.0,-0.968,0,1,0,0,0,0,1,0,8.0
182,2899.0,76.02,0.686,0.7,9.45,3.23,1,1.0,0.5,8.74,-0.154,1.3,2.35,-0.35,-1.0,0.968,-0.5,-8.437,0.083,-1.8,-3.0,0.263,0.0,0.053,0,0,1,0,0,0,0,1,3.0
183,2899.5,84.457,0.603,2.5,12.45,2.967,1,0.947,0.5,8.437,-0.083,1.8,3.0,-0.263,0.0,-0.053,-0.5,-4.562,0.008,-2.1,-2.45,0.173,0.0,0.052,0,0,1,0,0,0,0,1,2.0
184,2900.0,89.019,0.595,4.6,14.9,2.794,1,0.895,0.5,4.562,-0.008,2.1,2.45,-0.173,0.0,-0.052,-0.5,-0.914,0.004,0.7,-3.65,0.005,0.0,0.053,0,0,1,0,0,0,0,1,2.0
185,2900.5,89.933,0.591,3.9,18.55,2.789,1,0.842,0.5,0.914,-0.004,-0.7,3.65,-0.005,0.0,-0.053,-0.5,0.547,0.052,-0.6,-4.0,-0.072,0.0,0.053,0,0,1,0,0,0,0,1,3.0
186,2901.0,89.386,0.539,4.5,22.55,2.861,1,0.789,0.5,-0.547,-0.052,0.6,4.0,0.072,0.0,-0.053,-0.5,-0.041,0.06,-1.7,-2.85,-0.074,0.0,0.052,0,0,1,0,0,0,0,1,3.0
187,2901.5,89.427,0.479,6.2,25.4,2.935,1,0.737,0.5,0.041,-0.06,1.7,2.85,0.074,0.0,-0.052,-0.5,1.91,0.018,-1.4,1.0,-0.193,0.0,0.053,0,0,1,0,0,0,0,1,3.0
188,2902.0,87.517,0.461,7.6,24.4,3.128,1,0.684,0.5,-1.91,-0.018,1.4,-1.0,0.193,0.0,-0.053,-0.5,3.77,-0.024,-1.1,1.25,-0.156,0.0,0.052,0,0,1,0,0,0,0,1,3.0
189,2902.5,83.747,0.485,8.7,23.15,3.284,1,0.632,0.5,-3.77,0.024,1.1,-1.25,0.156,0.0,-0.052,-0.5,5.443,-0.056,2.6,1.9,-0.048,0.0,0.053,0,0,1,0,0,0,0,1,3.0
190,2903.0,78.304,0.541,6.1,21.25,3.332,1,0.579,0.5,-5.443,0.056,-2.6,-1.9,0.048,0.0,-0.053,-0.5,6.446,-0.094,-2.4,5.3,-0.153,0.0,0.053,0,0,1,0,0,0,0,1,3.0
191,2903.5,71.858,0.635,8.5,15.95,3.485,1,0.526,0.5,-6.446,0.094,2.4,-5.3,0.153,0.0,-0.053,-0.5,7.157,-0.102,3.5,0.25,0.014,0.0,0.052,0,0,1,0,0,0,0,1,2.0
192,2904.0,64.701,0.737,5.0,15.7,3.471,1,0.474,0.5,-7.157,0.102,-3.5,-0.25,-0.014,0.0,-0.052,-0.5,0.408,-0.015,3.3,-1.45,0.021,0.0,0.053,0,0,1,0,0,0,0,1,2.0
193,2904.5,64.293,0.752,1.7,17.15,3.45,1,0.421,0.5,-0.408,0.015,-3.3,1.45,-0.021,0.0,-0.053,-0.5,-2.865,0.066,2.0,-2.8,0.174,0.0,0.053,0,0,1,0,0,0,0,1,2.0
194,2905.0,67.158,0.686,-0.3,19.95,3.276,1,0.368,0.5,2.865,-0.066,-2.0,2.8,-0.174,0.0,-0.053,-0.5,-5.32,0.055,-0.5,-0.45,0.105,0.0,0.052,0,0,1,0,0,0,0,1,2.0
195,2905.5,72.478,0.631,0.2,20.4,3.171,1,0.316,0.5,5.32,-0.055,0.5,0.45,-0.105,0.0,-0.052,-0.5,-5.59,0.017,-4.8,2.3,-0.081,0.0,0.105,0,0,1,0,0,0,0,1,3.0
196,2906.0,78.068,0.614,5.0,18.1,3.252,1,0.211,0.5,5.59,-0.017,4.8,-2.3,0.081,0.0,-0.105,-0.5,5.06,0.022,2.6,-2.0,0.077,0.0,0.053,0,0,1,0,0,0,0,1,3.0
197,2906.5,73.008,0.592,2.4,20.1,3.175,1,0.158,0.5,-5.06,-0.022,-2.6,2.0,-0.077,0.0,-0.053,-0.5,8.364,0.049,0.7,-2.25,-0.127,0.0,0.053,0,0,1,0,0,0,0,1,3.0
198,2907.0,64.644,0.543,1.7,22.35,3.302,1,0.105,0.5,-8.364,-0.049,-0.7,2.25,0.127,0.0,-0.053,-0.5,14.843,0.005,1.7,1.55,-0.249,0.0,0.052,0,0,1,0,0,0,0,1,3.0
199,2907.5,49.801,0.538,0.0,20.8,3.551,1,0.053,0.5,-14.843,-0.005,-1.7,-1.55,0.249,0.0,-0.052,-0.5,13.864,-0.09,2.8,4.0,-0.409,-1.0,-0.947,0,0,1,0,0,0,0,1,3.0
200,2908.0,35.937,0.628,-2.8,16.8,3.96,2,1.0,0.5,-13.864,0.09,-2.8,-4.0,0.409,1.0,0.947,-0.5,11.734,-0.115,-2.5,4.45,-0.494,0.0,0.037,0,0,1,0,0,0,1,0,8.0
201,2908.5,24.203,0.743,-0.3,12.35,4.454,2,0.963,0.5,-11.734,0.115,2.5,-4.45,0.494,0.0,-0.037,-0.5,8.217,-0.034,-0.1,0.85,-0.203,0.0,0.037,0,0,1,0,0,0,1,0,8.0
202,2909.0,15.986,0.777,-0.2,11.5,4.657,2,0.926,0.5,-8.217,0.034,0.1,-0.85,0.203,0.0,-0.037,-0.5,3.95,0.004,0.3,0.95,0.063,0.0,0.037,0,0,1,0,0,0,1,0,8.0
203,2909.5,12.036,0.773,-0.5,10.55,4.594,2,0.889,0.5,-3.95,-0.004,-0.3,-0.95,-0.063,0.0,-0.037,-0.5,-0.71,-0.014,0.7,1.35,0.157,0.0,0.037,0,0,1,0,0,0,1,0,8.0
204,2910.0,12.746,0.787,-1.2,9.2,4.437,2,0.852,0.5,0.71,0.014,-0.7,-1.35,-0.157,0.0,-0.037,-0.5,-2.097,-0.022,0.4,1.5,0.086,0.0,0.037,0,0,1,0,0,0,1,0,8.0
205,2910.5,14.843,0.809,-1.6,7.7,4.351,2,0.815,0.5,2.097,0.022,-0.4,-1.5,-0.086,0.0,-0.037,-0.5,-2.244,0.003,-0.6,0.9,0.109,0.0,0.037,0,0,1,0,0,0,1,0,8.0
206,2911.0,17.087,0.806,-1.0,6.8,4.242,2,0.778,0.5,2.244,-0.003,0.6,-0.9,-0.109,0.0,-0.037,-0.5,-0.89,0.041,-1.3,0.35,0.137,0.0,0.037,0,0,1,0,0,0,1,0,8.0
207,2911.5,17.977,0.765,0.3,6.45,4.105,2,0.741,0.5,0.89,-0.041,1.3,-0.35,-0.137,0.0,-0.037,-0.5,-0.857,0.064,0.4,-0.7,-0.174,0.0,0.037,0,0,1,0,0,0,1,0,8.0
208,2912.0,18.834,0.701,-0.1,7.15,4.279,2,0.704,0.5,0.857,-0.064,-0.4,0.7,0.174,0.0,-0.037,-0.5,-0.424,0.057,-0.5,-0.25,-0.39,0.0,0.037,0,0,1,0,0,0,1,0,8.0
209,2912.5,19.258,0.644,0.4,7.4,4.669,2,0.667,0.5,0.424,-0.057,0.5,0.25,0.39,0.0,-0.037,-0.5,0.196,0.034,-0.2,-0.4,-0.521,0.0,0.037,0,0,1,0,0,0,1,0,8.0
210,2913.0,19.062,0.61,0.6,7.8,5.19,2,0.63,0.5,-0.196,-0.034,0.2,0.4,0.521,0.0,-0.037,-0.5,0.424,0.01,-1.2,0.2,-0.337,0.0,0.037,0,0,1,0,0,0,1,0,8.0
211,2913.5,18.638,0.6,1.8,7.6,5.527,2,0.593,0.5,-0.424,-0.01,1.2,-0.2,0.337,0.0,-0.037,-0.5,-0.824,0.002,-1.6,0.8,-0.794,0.0,0.037,0,0,1,0,0,0,1,0,8.0
212,2914.0,19.462,0.598,3.4,6.8,6.321,2,0.556,0.5,0.824,-0.002,1.6,-0.8,0.794,0.0,-0.037,-0.5,-0.09,0.017,0.3,-0.15,0.161,0.0,0.037,0,0,1,0,0,0,1,0,8.0
213,2914.5,19.552,0.581,3.1,6.95,6.16,2,0.519,0.5,0.09,-0.017,-0.3,0.15,-0.161,0.0,-0.037,-0.5,-1.101,0.052,2.2,-1.7,0.295,0.0,0.038,0,0,1,0,0,0,1,0,8.0
214,2915.0,20.653,0.529,0.9,8.65,5.865,2,0.481,0.5,1.101,-0.052,-2.2,1.7,-0.295,0.0,-0.038,-0.5,-2.718,0.079,1.9,-2.65,0.55,0.0,0.037,0,0,1,0,0,0,1,0,8.0
215,2915.5,23.371,0.45,-1.0,11.3,5.315,2,0.444,0.5,2.718,-0.079,-1.9,2.65,-0.55,0.0,-0.037,-0.5,-2.097,0.059,0.3,-2.45,0.397,0.0,0.037,0,0,1,0,0,0,1,0,8.0
216,2916.0,25.468,0.391,-1.3,13.75,4.918,2,0.407,0.5,2.097,-0.059,-0.3,2.45,-0.397,0.0,-0.037,-0.5,-0.824,0.014,1.0,-1.1,0.397,0.0,0.037,0,0,1,0,0,0,1,0,8.0
217,2916.5,26.292,0.377,-2.3,14.85,4.521,2,0.37,0.5,0.824,-0.014,-1.0,1.1,-0.397,0.0,-0.037,-0.5,-1.444,-0.034,1.3,0.75,0.078,0.0,0.037,0,0,1,0,0,0,1,0,8.0
