WellName,Depth.ft,LithCode,LithLabel
CRAWFORD,3095,5,Mdst-Wkst
CRAWFORD,3095.5,5,Mdst-Wkst
CRAWFORD,3096,8,Packstone
CRAWFORD,3096.5,2,NM Silt
CRAWFORD,3097,2,NM Silt
CRAWFORD,3097.5,2,NM Silt
CRAWFORD,3098,2,NM Silt
CRAWFORD,3098.5,2,NM Silt
CRAWFORD,3099,2,NM Silt
CRAWFORD,3099.5,1,NM Sand
CRAWFORD,3100,1,NM Sand
CRAWFORD,3100.5,1,NM Sand
CRAWFORD,3101,1,NM Sand
CRAWFORD,3101.5,1,NM Sand
CRAWFORD,3102,1,NM Sand
CRAWFORD,3102.5,2,NM Silt
CRAWFORD,3103,2,NM Silt
CRAWFORD,3103.5,2,NM Silt
CRAWFORD,3104,2,NM Silt
CRAWFORD,3104.5,2,NM Silt
CRAWFORD,3105,2,NM Silt
CRAWFORD,3105.5,3,NM Shly Silt
CRAWFORD,3106,3,NM Shly Silt
CRAWFORD,3106.5,6,Wackestone
CRAWFORD,3107,8,Packstone
CRAWFORD,3107.5,8,Packstone
CRAWFORD,3108,8,Packstone
CRAWFORD,3108.5,8,Packstone
CRAWFORD,3109,8,Packstone
CRAWFORD,3109.5,8,Packstone
CRAWFORD,3110,6,Wackestone-Packstone
CRAWFORD,3110.5,6,Wackestone-Packstone
CRAWFORD,3111,6,Wackestone-Packstone
CRAWFORD,3111.5,6,Wackestone-Packstone
CRAWFORD,3112.5,6,Wackestone-Packstone
CRAWFORD,3113,6,Wackestone
CRAWFORD,3113.5,6,Wackestone
CRAWFORD,3114,6,Wackestone
CRAWFORD,3114.5,6,Wackestone
CRAWFORD,3115,6,Wackestone-Packstone
CRAWFORD,3115.5,2,NM Silt
CRAWFORD,3116,2,NM Silt
CRAWFORD,3116.5,2,NM Silt
CRAWFORD,3117,2,NM Silt
CRAWFORD,3117.5,2,NM Silt
CRAWFORD,3118,2,NM Silt
CRAWFORD,3118.5,2,NM Silt
CRAWFORD,3120.5,2,NM Silt
CRAWFORD,3121,2,NM Silt
CRAWFORD,3121.5,2,NM Silt
CRAWFORD,3122,2,NM Silt
CRAWFORD,3122.5,2,NM Silt
CRAWFORD,3123,2,NM Silt
CRAWFORD,3123.5,7,Fxln dolomite
CRAWFORD,3124,7,Fxln dolomite
CRAWFORD,3124.5,8,Grainstone
CRAWFORD,3125,8,Grainstone
CRAWFORD,3125.5,8,Pkst-Grnst
CRAWFORD,3126,8,Pkst-Grnst
CRAWFORD,3126.5,8,Pkst-Grnst
CRAWFORD,3127,8,Packstone
CRAWFORD,3127.5,7,Fxln dolomite
CRAWFORD,3128,7,Fxln dolomite
CRAWFORD,3128.5,7,Fxln dolomite
CRAWFORD,3129,7,Fxln dolomite
CRAWFORD,3129.5,7,Fxln dolomite
CRAWFORD,3130,7,Fxln dolomite
CRAWFORD,3130.5,7,Fxln dolomite
CRAWFORD,3131,7,Fxln dolomite
CRAWFORD,3131.5,7,Fxln dolomite
CRAWFORD,3132,7,Fxln dolomite
CRAWFORD,3132.5,7,Fxln dolomite
CRAWFORD,3133,7,Fxln dolomite
CRAWFORD,3133.5,7,Fxln dolomite
CRAWFORD,3134,7,Fxln dolomite
CRAWFORD,3134.5,7,Fxln dolomite
CRAWFORD,3135,7,Fxln dolomite
CRAWFORD,3135.5,7,Fxln dolomite
CRAWFORD,3136,7,Fxln dolomite
CRAWFORD,3136.5,7,Fxln dolomite
CRAWFORD,3137,7,Fxln dolomite
CRAWFORD,3137.5,7,Fxln dolomite
CRAWFORD,3138,7,Fxln dolomite
CRAWFORD,3138.5,7,Fxln dolomite
CRAWFORD,3139,7,Fxln dolomite
CRAWFORD,3139.5,7,Fxln dolomite
CRAWFORD,3140,7,Fxln dolomite
CRAWFORD,3140.5,7,Fxln dolomite
CRAWFORD,3141,7,Fxln dolomite
CRAWFORD,3141.5,7,Fxln dolomite
CRAWFORD,3142,7,Fxln dolomite
CRAWFORD,3142.5,7,Fxln dolomite
CRAWFORD,3143,7,Fxln dolomite
CRAWFORD,3143.5,7,Fxln dolomite
CRAWFORD,3144,7,Fxln dolomite
CRAWFORD,3144.5,7,Fxln dolomite
CRAWFORD,3145,7,Fxln dolomite
CRAWFORD,3145.5,7,Fxln dolomite
CRAWFORD,3146,7,Fxln dolomite
CRAWFORD,3146.5,7,Fxln dolomite
CRAWFORD,3147,7,Fxln dolomite
CRAWFORD,3147.5,7,Fxln dolomite
CRAWFORD,3148,7,Fxln dolomite
CRAWFORD,3148.5,7,Fxln dolomite
CRAWFORD,3149,7,Fxln dolomite
CRAWFORD,3149.5,7,Fxln dolomite
CRAWFORD,3150,7,Fxln dolomite
CRAWFORD,3150.5,6,Wackestone
CRAWFORD,3151,6,Wackestone
CRAWFORD,3151.5,6,Wackestone
CRAWFORD,3152,8,Packstone
CRAWFORD,3152.5,5,Mudstone
CRAWFORD,3153,3,NM Shly Silt
CRAWFORD,3153.5,3,NM Shly Silt
CRAWFORD,3154,3,NM Shly Silt
CRAWFORD,3154.5,2,NM Silt
CRAWFORD,3155,2,NM Silt
CRAWFORD,3155.5,2,NM Silt
CRAWFORD,3156,2,NM Silt
CRAWFORD,3156.5,2,NM Silt
CRAWFORD,3157,2,NM Silt
CRAWFORD,3157.5,2,NM Silt
CRAWFORD,3158,2,NM Silt
CRAWFORD,3158.5,2,NM Silt
CRAWFORD,3159,2,NM Silt
CRAWFORD,3159.5,2,NM Silt
CRAWFORD,3160,2,NM Silt
CRAWFORD,3160.5,2,NM Silt
CRAWFORD,3161,2,NM Silt
CRAWFORD,3161.5,2,NM Silt
CRAWFORD,3162,2,NM Silt
CRAWFORD,3162.5,2,NM Silt
CRAWFORD,3163,2,NM Silt
CRAWFORD,3163.5,2,NM Silt
CRAWFORD,3164,2,NM Silt
CRAWFORD,3164.5,2,NM Silt
CRAWFORD,3165,2,NM Silt
CRAWFORD,3165.5,2,NM Silt
CRAWFORD,3166,2,NM Silt
CRAWFORD,3166.5,2,NM Silt
CRAWFORD,3167,2,NM Silt
CRAWFORD,3167.5,2,NM Silt
CRAWFORD,3168,2,NM Silt
CRAWFORD,3168.5,2,NM Silt
CRAWFORD,3169,2,NM Silt
CRAWFORD,3169.5,2,NM Silt
CRAWFORD,3170,2,NM Silt
CRAWFORD,3170.5,2,NM Silt
CRAWFORD,3171,2,NM Silt
CRAWFORD,3171.5,2,NM Silt
CRAWFORD,3172,2,NM Silt
CRAWFORD,3172.5,6,Wackestone
CRAWFORD,3173,5,Mdst-Wkst
CRAWFORD,3173.5,6,Wackestone
CRAWFORD,3174,6,Wackestone
CRAWFORD,3174.5,6,Wackestone
CRAWFORD,3175,6,Wackestone
CRAWFORD,3175.5,8,Packstone
CRAWFORD,3176,8,Packstone
CRAWFORD,3176.5,6,Wackestone-Packstone
CRAWFORD,3177,5,Mdst-Wkst
CRAWFORD,3177.5,5,Mdst-Wkst
CRAWFORD,3178,6,Wackestone
CRAWFORD,3178.5,5,Mdst-Wkst
CRAWFORD,3179,5,Mdst-Wkst
CRAWFORD,3179.5,5,Mdst-Wkst
CRAWFORD,3180,5,Mdst-Wkst
CRAWFORD,3180.5,5,Mdst-Wkst
CRAWFORD,3181,5,Mdst-Wkst
CRAWFORD,3181.5,5,Mdst-Wkst
CRAWFORD,3182,5,Mdst-Wkst
CRAWFORD,3182.5,5,Mdst-Wkst
CRAWFORD,3183,5,Mdst-Wkst
CRAWFORD,3183.5,5,Mdst-Wkst
CRAWFORD,3184,5,Mdst-Wkst
CRAWFORD,3184.5,5,Mdst-Wkst
CRAWFORD,3185,5,Mdst-Wkst
CRAWFORD,3185.5,5,Mdst-Wkst
CRAWFORD,3186,5,Mdst-Wkst
CRAWFORD,3186.5,5,Mdst-Wkst
CRAWFORD,3187,5,Mdst-Wkst
CRAWFORD,3187.5,5,Mdst-Wkst
CRAWFORD,3188,5,Mdst-Wkst
CRAWFORD,3188.5,5,Mdst-Wkst
CRAWFORD,3189,5,Mdst-Wkst
CRAWFORD,3189.5,5,Mdst-Wkst
CRAWFORD,3190,5,Mdst-Wkst
CRAWFORD,3190.5,5,Mdst-Wkst
CRAWFORD,3191,5,Mdst-Wkst
CRAWFORD,3191.5,5,Mdst-Wkst
CRAWFORD,3192,5,Mdst-Wkst
CRAWFORD,3192.5,5,Mdst-Wkst
CRAWFORD,3193,6,Wackestone
CRAWFORD,3193.5,6,Wackestone
CRAWFORD,3194,6,Wackestone
CRAWFORD,3194.5,6,Wackestone
CRAWFORD,3195,6,Wackestone
CRAWFORD,3195.5,6,Wackestone
