DeltaPHI,Depth,Facies,Formation,GR,ILD_log10,NM_M,PE,PHIND,RELPOS,Well Name,train,smooth_PE,enc_formation,3PE,3GR
0.7,2894.5,6.0,B1 LM,61.983999999999995,1.143,2,4.605,4.85,0.258,STUART,0,4.168080000000001,3,1.0098684210526319,1.2569759896171318
0.9,2895.0,8.0,B1 LM,73.506,1.122,2,4.574,5.75,0.226,STUART,0,4.216880000000001,3,0.9932681867535287,1.1858866804336603
0.3,2895.5,6.0,B1 LM,74.208,1.095,2,4.478,6.85,0.19399999999999998,STUART,0,4.24544,3,0.9790118058592042,1.0095502407966697
-0.7,2896.0,6.0,B1 LM,67.819,1.072,2,4.444,7.55,0.161,STUART,0,4.258840000000001,3,0.9924073246985262,0.9139041612764123
-1.2,2896.5,6.0,B1 LM,61.625,1.057,2,4.439,7.4,0.129,STUART,0,4.270240000000001,3,0.9988748874887489,0.9086686621743169
-1.2,2897.0,6.0,B1 LM,61.625,1.057,2,4.439,7.4,0.129,STUART,0,4.274960000000001,3,1.0,1.0
-0.9,2897.5,6.0,B1 LM,55.481,1.041,2,4.335,6.55,0.09699999999999999,STUART,0,4.2693200000000004,3,0.9765712998423068,0.9003002028397566
-0.1,2898.0,8.0,B1 LM,57.251000000000005,0.98,2,3.907,5.75,0.065,STUART,0,4.243,3,0.9012687427912341,1.0319028135758188
-0.6,2898.5,8.0,B1 LM,67.28,0.84,2,3.58,7.1,0.032,STUART,0,4.201600000000001,3,0.9163040696186332,1.175175979458874
0.7,2899.0,3.0,B2 SH,76.02,0.6859999999999999,1,3.23,9.45,1.0,STUART,0,4.142960000000001,4,0.9022346368715084,1.1299048751486325
2.5,2899.5,3.0,B2 SH,84.45700000000001,0.603,1,2.967,12.45,0.9470000000000001,STUART,0,4.0749200000000005,4,0.9185758513931889,1.1109839515916866
4.6,2900.0,2.0,B2 SH,89.01899999999999,0.595,1,2.7939999999999996,14.9,0.895,STUART,0,4.003520000000001,4,0.9416919447253116,1.0540156529358133
3.9,2900.5,3.0,B2 SH,89.93299999999999,0.591,1,2.7889999999999997,18.55,0.8420000000000001,STUART,0,3.943400000000001,4,0.9982104509663565,1.0102674709893393
4.5,2901.0,3.0,B2 SH,89.38600000000001,0.539,1,2.861,22.55,0.789,STUART,0,3.896000000000001,4,1.0258157045536036,0.9939176942835224
6.2,2901.5,3.0,B2 SH,89.427,0.479,1,2.935,25.4,0.737,STUART,0,3.8605200000000006,4,1.0258650821391122,1.0004586848052268
7.6,2902.0,3.0,B2 SH,87.51700000000001,0.461,1,3.128,24.4,0.684,STUART,0,3.840480000000001,4,1.0657580919931857,0.9786417972200789
8.7,2902.5,3.0,B2 SH,83.74700000000001,0.485,1,3.284,23.15,0.632,STUART,0,3.831160000000001,4,1.0498721227621481,0.9569226550270233
6.1,2903.0,3.0,B2 SH,78.304,0.541,1,3.332,21.25,0.579,STUART,0,3.8254800000000007,4,1.0146163215590742,0.9350066271030603
8.5,2903.5,3.0,B2 SH,71.858,0.635,1,3.485,15.95,0.526,STUART,0,3.8203600000000004,4,1.0459183673469388,0.9176798120147119
5.0,2904.0,2.0,B2 SH,64.70100000000001,0.737,1,3.471,15.7,0.474,STUART,0,3.804720000000001,4,0.9959827833572454,0.9004007904478277
1.7,2904.5,2.0,B2 SH,64.293,0.752,1,3.45,17.15,0.42100000000000004,STUART,0,3.780640000000001,4,0.9939498703543648,0.9936940696434368
-0.3,2905.0,3.0,B2 SH,67.158,0.6859999999999999,1,3.2760000000000002,19.95,0.368,STUART,0,3.7420400000000007,4,0.9495652173913044,1.044561616350147
0.2,2905.5,3.0,B2 SH,72.47800000000001,0.631,1,3.1710000000000003,20.4,0.316,STUART,0,3.689840000000001,4,0.967948717948718,1.0792161767771524
5.0,2906.0,3.0,B2 SH,78.068,0.614,1,3.252,18.1,0.21100000000000002,STUART,0,3.6314400000000004,4,1.0255439924314096,1.0771268522862107
2.4,2906.5,2.0,B2 SH,73.008,0.5920000000000001,1,3.175,20.1,0.158,STUART,0,3.5760400000000003,4,0.9763222632226323,0.9351847107649741
1.7,2907.0,3.0,B2 SH,64.64399999999999,0.5429999999999999,1,3.302,22.35,0.105,STUART,0,3.5239200000000004,4,1.04,0.8854372123602893
0.0,2907.5,3.0,B2 SH,49.801,0.5379999999999999,1,3.551,20.8,0.053,STUART,0,3.4830000000000005,4,1.0754088431253785,0.7703885898149868
-2.8,2908.0,8.0,B2 LM,35.937,0.628,2,3.96,16.8,1.0,STUART,0,3.4622800000000007,5,1.115178822866798,0.7216120158229754
-0.3,2908.5,8.0,B2 LM,24.203000000000003,0.743,2,4.454,12.35,0.963,STUART,0,3.46268,5,1.1247474747474746,0.6734841528229959
-0.2,2909.0,8.0,B2 LM,15.985999999999999,0.777,2,4.657,11.5,0.9259999999999999,STUART,0,3.4714,5,1.045577009429726,0.6604966326488451
-0.5,2909.5,8.0,B2 LM,12.036,0.773,2,4.593999999999999,10.55,0.889,STUART,0,3.4776,5,0.9864719776680265,0.7529087951957963
-1.2,2910.0,8.0,B2 LM,12.745999999999999,0.787,2,4.437,9.2,0.852,STUART,0,3.48168,5,0.9658249891162387,1.0589896975739448
-1.6,2910.5,8.0,B2 LM,14.843,0.809,2,4.351,7.7,0.815,STUART,0,3.4994400000000003,5,0.9806175343700698,1.1645222030440925
-1.0,2911.0,8.0,B2 LM,17.087,0.8059999999999999,2,4.242,6.8,0.778,STUART,0,3.5259200000000006,5,0.9749482877499426,1.151182375530553
0.3,2911.5,8.0,B2 LM,17.977,0.765,2,4.105,6.45,0.741,STUART,0,3.5609200000000003,5,0.9677039132484678,1.052086381459589
-0.1,2912.0,8.0,B2 LM,18.834,0.701,2,4.279,7.15,0.7040000000000001,STUART,0,3.6134000000000004,5,1.0423873325213153,1.047672025365745
0.4,2912.5,8.0,B2 LM,19.258,0.644,2,4.669,7.4,0.667,STUART,0,3.6884,5,1.091142790371582,1.022512477434427
0.6,2913.0,8.0,B2 LM,19.062,0.61,2,5.19,7.8,0.63,STUART,0,3.78444,5,1.1115870636110519,0.9898224114653652
1.8,2913.5,8.0,B2 LM,18.637999999999998,0.6,2,5.527,7.6,0.593,STUART,0,3.89108,5,1.0649325626204238,0.9777567936208161
3.4,2914.0,8.0,B2 LM,19.462,0.598,2,6.321000000000001,6.8,0.556,STUART,0,4.02652,5,1.1436584041975757,1.044210752226634
3.1,2914.5,8.0,B2 LM,19.552,0.581,2,6.16,6.95,0.519,STUART,0,4.1478,5,0.9745293466223698,1.0046243962593773
0.9,2915.0,8.0,B2 LM,20.653000000000002,0.529,2,5.865,8.65,0.48100000000000004,STUART,0,4.25104,5,0.9521103896103896,1.0563113747954176
-1.0,2915.5,8.0,B2 LM,23.371,0.45,2,5.315,11.3,0.444,STUART,0,4.33036,5,0.9062233589087809,1.1316031569263543
-1.3,2916.0,8.0,B2 LM,25.468000000000004,0.391,2,4.918,13.75,0.40700000000000003,STUART,0,4.38768,5,0.9253057384760113,1.0897265842283173
-2.3,2916.5,8.0,B2 LM,26.291999999999998,0.377,2,4.521,14.85,0.37,STUART,0,4.429679999999999,5,0.9192761285075234,1.0323543269985862
-3.6,2917.0,8.0,B2 LM,27.736,0.41100000000000003,2,4.4430000000000005,14.1,0.33299999999999996,STUART,0,4.469399999999999,5,0.982747179827472,1.0549216491708506
-3.1,2917.5,8.0,B2 LM,29.784000000000002,0.48200000000000004,2,4.3469999999999995,11.85,0.29600000000000004,STUART,0,4.512239999999999,5,0.978392977717758,1.0738390539371214
-2.2,2918.0,6.0,B2 LM,31.041,0.578,2,4.416,9.4,0.259,STUART,0,4.562039999999999,5,1.015873015873016,1.0422038678485093
-0.4,2918.5,8.0,B2 LM,30.837,0.6829999999999999,2,4.394,7.4,0.222,STUART,0,4.60772,5,0.9950181159420289,0.9934280467768435
1.0,2919.0,6.0,B2 LM,32.64,0.807,2,4.343,5.6,0.185,STUART,0,4.654439999999999,5,0.9883932635411925,1.0584687226383889
1.6,2919.5,6.0,B2 LM,33.571,0.9420000000000001,2,4.086,4.5,0.14800000000000002,STUART,0,4.6857999999999995,5,0.9408243149896386,1.0285232843137253
1.9,2920.0,6.0,B2 LM,39.56,1.003,2,3.8110000000000004,4.55,0.111,STUART,0,4.696199999999999,5,0.9326970141948115,1.17839802210241
1.5,2920.5,6.0,B2 LM,47.475,0.9309999999999999,2,3.625,6.15,0.07400000000000001,STUART,0,4.682799999999999,5,0.9511939123589608,1.2000758341759352
2.3,2921.0,4.0,B2 LM,56.443000000000005,0.821,2,3.3930000000000002,8.05,0.037000000000000005,STUART,0,4.64036,5,0.936,1.1888994207477621
3.4,2921.5,2.0,B3 SH,64.79899999999999,0.7509999999999999,1,3.12,9.6,1.0,STUART,0,4.578880000000001,6,0.9195402298850575,1.1480431585847668
3.0,2922.0,3.0,B3 SH,69.72,0.711,1,3.03,12.4,0.95,STUART,0,4.51632,6,0.971153846153846,1.0759425299773147
3.5,2922.5,3.0,B3 SH,72.51100000000001,0.637,1,2.984,16.35,0.9,STUART,0,4.458200000000001,6,0.9848184818481849,1.0400315547905912
5.4,2923.0,3.0,B3 SH,74.69800000000001,0.525,1,2.915,20.8,0.85,STUART,0,4.400760000000001,6,0.9768766756032172,1.030160941098592
5.4,2923.5,3.0,B3 SH,74.69800000000001,0.525,1,2.915,20.8,0.85,STUART,0,4.34768,6,1.0,1.0
5.2,2924.0,3.0,B3 SH,73.425,0.45799999999999996,1,2.92,21.6,0.8,STUART,0,4.300280000000001,6,1.0017152658662092,0.9829580443920853
3.1,2924.5,3.0,B3 SH,71.328,0.486,1,2.995,17.35,0.75,STUART,0,4.248920000000001,6,1.0256849315068495,0.9714402451481104
4.1,2925.0,2.0,B3 SH,68.937,0.5870000000000001,1,3.122,13.25,0.7,STUART,0,4.187040000000001,6,1.0424040066777962,0.966478802153432
1.3,2925.5,2.0,B3 SH,66.562,0.6709999999999999,1,3.2430000000000003,13.25,0.65,STUART,0,4.109160000000001,6,1.038757206918642,0.965548254203113
3.2,2926.0,2.0,B3 SH,64.63600000000001,0.6629999999999999,1,3.324,13.3,0.6,STUART,0,4.021040000000001,6,1.0249768732654947,0.9710645713770621
4.0,2926.5,2.0,B3 SH,66.619,0.625,1,3.33,13.6,0.55,STUART,0,3.901400000000001,6,1.0018050541516246,1.0306794974936566
4.0,2927.0,2.0,B3 SH,66.619,0.625,1,3.33,13.6,0.55,STUART,0,3.788200000000001,6,1.0,1.0
3.2,2927.5,2.0,B3 SH,65.624,0.635,1,3.3089999999999997,12.4,0.5,STUART,0,3.685960000000001,6,0.9936936936936935,0.9850643209895075
3.3,2928.0,2.0,B3 SH,65.322,0.68,1,3.315,9.65,0.45,STUART,0,3.6059600000000014,6,1.00181323662738,0.9953980251127638
2.4,2928.5,2.0,B3 SH,67.035,0.7070000000000001,1,3.2319999999999998,8.6,0.4,STUART,0,3.538520000000001,6,0.9749622926093514,1.026223936805364
3.0,2929.0,2.0,B3 SH,68.194,0.693,1,3.157,8.8,0.35,STUART,0,3.4839600000000006,6,0.9767945544554456,1.01728947564705
3.0,2929.5,2.0,B3 SH,69.149,0.6459999999999999,1,3.034,10.4,0.3,STUART,0,3.427600000000001,6,0.9610389610389609,1.0140041645892601
3.2,2930.0,2.0,B3 SH,72.20100000000001,0.588,1,3.052,13.2,0.25,STUART,0,3.3758000000000017,6,1.0059327620303231,1.044136574643162
4.4,2930.5,2.0,B3 SH,73.77600000000001,0.542,1,3.1319999999999997,16.0,0.2,STUART,0,3.324440000000002,6,1.0262123197903013,1.021814102297752
5.5,2931.0,2.0,B3 SH,72.609,0.525,1,3.31,17.55,0.15,STUART,0,3.2810800000000016,6,1.0568326947637294,0.9841818477553674
5.3,2931.5,3.0,B3 SH,66.86399999999999,0.55,1,3.625,16.55,0.1,STUART,0,3.2523600000000017,6,1.095166163141994,0.9208775771598562
5.7,2932.0,3.0,B3 SH,53.702,0.62,1,4.003,13.75,0.05,STUART,0,3.2490400000000017,6,1.1042758620689654,0.8031526681024169
4.7,2932.5,8.0,B3 LM,40.474000000000004,0.713,2,4.2780000000000005,11.15,1.0,STUART,0,3.2677200000000015,7,1.0686984761428928,0.75367770287885
2.2,2933.0,8.0,B3 LM,28.12,0.774,2,4.537,10.5,0.9,STUART,0,3.304200000000002,7,1.060542309490416,0.694767010920591
-1.1,2933.5,8.0,B3 LM,20.213,0.769,2,4.6819999999999995,10.95,0.8,STUART,0,3.355760000000002,7,1.0319594445668943,0.7188122332859175
-1.0,2934.0,8.0,B3 LM,19.192999999999998,0.732,2,4.546,11.1,0.7,STUART,0,3.412800000000002,7,0.9709525843656559,0.9495374264087467
-0.7,2934.5,8.0,B3 LM,20.449,0.6990000000000001,2,4.386,10.65,0.6,STUART,0,3.4670400000000017,7,0.9648042234931807,1.0654405251914763
-0.1,2935.0,8.0,B3 LM,21.355,0.679,2,4.28,9.95,0.5,STUART,0,3.518880000000002,7,0.9758321933424533,1.0443053450046456
1.3,2935.5,8.0,B3 LM,21.641,0.6679999999999999,2,4.221,8.95,0.4,STUART,0,3.571120000000002,7,0.986214953271028,1.0133926480917816
2.6,2936.0,8.0,B3 LM,24.203000000000003,0.653,2,4.099,8.3,0.3,STUART,0,3.6184800000000017,7,0.9710968964700308,1.1183863961924128
2.4,2936.5,8.0,B3 LM,34.574,0.613,2,3.66,9.0,0.2,STUART,0,3.6480800000000015,7,0.8929007074896316,1.428500599099285
2.3,2937.0,6.0,B3 LM,45.231,0.5479999999999999,2,3.4960000000000004,10.45,0.1,STUART,0,3.6681200000000014,7,0.9551912568306011,1.3082374038294673
2.9,2937.5,2.0,B4 SH,56.427,0.498,1,3.338,11.35,1.0,STUART,0,3.676760000000001,8,0.9548054919908466,1.2475293493400543
1.7,2938.0,2.0,B4 SH,67.06,0.504,1,3.135,11.65,0.9440000000000001,STUART,0,3.6724400000000013,8,0.9391851408028759,1.1884381590373403
2.0,2938.5,2.0,B4 SH,70.83800000000001,0.5579999999999999,1,3.012,10.8,0.889,STUART,0,3.6599600000000017,8,0.9607655502392345,1.0563376081121385
3.3,2939.0,2.0,B4 SH,69.932,0.612,1,3.0660000000000003,10.05,0.833,STUART,0,3.6494000000000018,8,1.0179282868525896,0.9872102543832405
4.1,2939.5,2.0,B4 SH,74.52600000000001,0.633,1,3.109,10.25,0.778,STUART,0,3.6405600000000016,8,1.0140247879973907,1.065692386890122
5.0,2940.0,2.0,B4 SH,77.611,0.626,1,3.063,11.0,0.722,STUART,0,3.630720000000002,8,0.9852042457381796,1.0413949494136274
5.9,2940.5,2.0,B4 SH,78.59,0.605,1,3.092,11.55,0.667,STUART,0,3.6218000000000017,8,1.009467841984982,1.0126141912873174
5.7,2941.0,2.0,B4 SH,76.729,0.591,1,3.051,11.95,0.611,STUART,0,3.6145600000000018,8,0.9867399741267788,0.9763201425117699
3.7,2941.5,2.0,B4 SH,74.11,0.608,1,3.07,10.95,0.556,STUART,0,3.6110800000000016,8,1.0062274664044575,0.9658668821436485
2.2,2942.0,2.0,B4 SH,66.407,0.653,1,2.997,9.6,0.5,STUART,0,3.6096000000000017,8,0.9762214983713355,0.8960599109431925
1.4,2942.5,2.0,B4 SH,64.081,0.693,1,3.093,8.6,0.444,STUART,0,3.6112400000000013,8,1.032032032032032,0.9649735720631862
0.9,2943.0,2.0,B4 SH,65.885,0.705,1,3.1060000000000003,8.55,0.389,STUART,0,3.6102000000000007,8,1.004203039120595,1.0281518702891652
1.4,2943.5,2.0,B4 SH,70.29899999999999,0.696,1,3.085,9.0,0.33299999999999996,STUART,0,3.6012000000000004,8,0.9932388924661943,1.066995522501328
1.4,2944.0,2.0,B4 SH,70.29899999999999,0.696,1,3.085,9.0,0.33299999999999996,STUART,0,3.5796000000000006,8,1.0,1.0
3.1,2944.5,2.0,B4 SH,74.551,0.677,1,3.0660000000000003,9.65,0.278,STUART,0,3.5421200000000006,8,0.993841166936791,1.0604845019132563
3.4,2945.0,2.0,B4 SH,79.65899999999999,0.643,1,2.9019999999999997,12.5,0.222,STUART,0,3.48708,8,0.9465101108936723,1.0685168542340142
-2.8,2945.5,2.0,B4 SH,80.402,0.573,1,2.9819999999999998,19.3,0.16699999999999998,STUART,0,3.42488,8,1.0275671950379048,1.009327257434816
-0.5,2946.0,3.0,B4 SH,74.649,0.483,1,3.14,23.95,0.111,STUART,0,3.3632,8,1.0529845741113348,0.9284470535558816
0.2,2946.5,2.0,B4 SH,63.428999999999995,0.461,1,3.3939999999999997,24.2,0.055999999999999994,STUART,0,3.31712,8,1.0808917197452228,0.8496965799943735
-7.6,2947.0,8.0,B4 LM,47.916000000000004,0.598,2,3.762,18.9,1.0,STUART,0,3.29216,9,1.1084266352386565,0.7554273281937286
-1.4,2947.5,8.0,B4 LM,32.469,0.912,2,4.314,9.8,0.929,STUART,0,3.2935199999999996,9,1.1467304625199362,0.6776233408464813
-2.9,2948.0,8.0,B4 LM,20.718000000000004,1.222,2,4.863,7.85,0.857,STUART,0,3.3191999999999995,9,1.1272600834492352,0.6380855585327544
-1.6,2948.5,8.0,B4 LM,15.015,1.2329999999999999,2,4.813,6.4,0.7859999999999999,STUART,0,3.3477599999999996,9,0.9897182808965658,0.7247321169997103
-1.1,2949.0,8.0,B4 LM,14.084000000000001,1.084,2,4.644,6.55,0.7140000000000001,STUART,0,3.38712,9,0.9648867650114274,0.9379953379953381
-0.4,2949.5,8.0,B4 LM,15.937000000000001,0.9620000000000001,2,4.6339999999999995,7.4,0.643,STUART,0,3.43264,9,0.9978466838931954,1.1315677364385117
-1.0,2950.0,8.0,B4 LM,19.348,0.9009999999999999,2,4.545,7.9,0.5710000000000001,STUART,0,3.4809200000000002,9,0.9807941303409582,1.2140302440860888
-1.1,2950.5,8.0,B4 LM,21.469,0.9059999999999999,2,4.5760000000000005,6.75,0.5,STUART,0,3.5385600000000004,9,1.0068206820682069,1.1096237337192476
-1.4,2951.0,8.0,B4 LM,22.587,0.9690000000000001,2,4.527,5.5,0.429,STUART,0,3.5991600000000004,9,0.9892919580419579,1.052075085006288
-0.9,2951.5,8.0,B4 LM,25.721,1.079,2,4.512,4.45,0.35700000000000004,STUART,0,3.6570000000000005,9,0.9966865473823723,1.1387523796874308
0.0,2952.0,6.0,B4 LM,29.45,1.2,2,4.437,4.0,0.28600000000000003,STUART,0,3.7101200000000008,9,0.9833776595744682,1.1449788110882158
-3.3,2952.5,8.0,B4 LM,36.313,1.169,2,3.97,6.95,0.214,STUART,0,3.7464000000000004,9,0.8947487040793328,1.2330390492359933
-8.9,2953.0,8.0,B4 LM,49.49100000000001,0.909,2,3.695,13.85,0.14300000000000002,STUART,0,3.7705200000000003,9,0.9307304785894206,1.36290033872167
-6.0,2953.5,3.0,B5 SH,69.222,0.469,1,3.3510000000000004,27.9,1.0,STUART,0,3.78252,10,0.9069012178619758,1.3986785476147174
-2.5,2954.0,3.0,B5 SH,70.968,0.444,1,3.49,28.85,0.75,STUART,0,3.7993200000000003,10,1.0414801551775588,1.0252231949380257
-0.3,2954.5,3.0,B5 SH,65.37899999999999,0.501,1,3.9,22.75,0.5,STUART,0,3.83544,10,1.1174785100286533,0.9212461954683799
-0.5,2955.0,3.0,B5 SH,54.093,0.56,1,4.126,16.75,0.25,STUART,0,3.8767600000000004,10,1.0579487179487181,0.827375762859634
3.9,2955.5,8.0,B5 LM,41.633,0.541,2,4.482,11.55,1.0,STUART,0,3.931800000000001,11,1.086282113427048,0.7696559628787458
3.8,2956.0,8.0,B5 LM,33.644,0.439,2,4.707,11.7,0.976,STUART,0,3.9966800000000005,11,1.0502008032128514,0.8081089520332427
1.3,2956.5,8.0,B5 LM,28.976999999999997,0.321,2,4.447,14.45,0.951,STUART,0,4.051160000000001,11,0.9447631187592948,0.8612828438948995
-1.1,2957.0,8.0,B5 LM,24.611,0.23199999999999998,2,4.481,17.25,0.927,STUART,0,4.107760000000001,11,1.0076456037778276,0.8493287779963421
-2.9,2957.5,8.0,B5 LM,24.154,0.184,2,4.327,19.65,0.902,STUART,0,4.16476,11,0.9656326712787324,0.9814310674088822
-2.4,2958.0,8.0,B5 LM,25.639,0.17300000000000001,2,4.302,20.5,0.878,STUART,0,4.217560000000001,11,0.9942223249364455,1.061480500124203
-2.4,2958.5,8.0,B5 LM,25.956999999999997,0.191,2,4.294,19.9,0.8540000000000001,STUART,0,4.263720000000001,11,0.99814039981404,1.0124029798354068
-2.1,2959.0,8.0,B5 LM,38.965,0.266,2,4.228,17.05,0.805,STUART,0,4.29708,11,0.9846297158826269,1.5011364949724548
0.2,2959.5,8.0,B5 LM,45.354,0.301,2,4.127,14.8,0.78,STUART,0,4.31168,11,0.9761116367076632,1.1639676632875657
2.6,2960.0,8.0,B5 LM,53.645,0.327,2,3.908,12.6,0.7559999999999999,STUART,0,4.29544,11,0.9469348194814635,1.18280636768532
3.8,2960.5,7.0,B5 LM,60.163999999999994,0.33799999999999997,2,3.74,12.2,0.732,STUART,0,4.25052,11,0.9570112589559878,1.1215211110075494
5.5,2961.0,7.0,B5 LM,64.032,0.33399999999999996,2,3.5380000000000003,13.15,0.7070000000000001,STUART,0,4.19952,11,0.9459893048128343,1.0642909381025198
7.9,2961.5,7.0,B5 LM,66.774,0.32299999999999995,2,3.5580000000000003,14.75,0.6829999999999999,STUART,0,4.156079999999999,11,1.0056529112492933,1.0428223388305848
8.1,2962.0,7.0,B5 LM,68.423,0.313,2,3.4760000000000004,15.75,0.659,STUART,0,4.10976,11,0.9769533445756043,1.0246952406625334
6.1,2962.5,7.0,B5 LM,63.501999999999995,0.318,2,3.682,14.75,0.634,STUART,0,4.075239999999999,11,1.0592635212888375,0.9280797392689591
2.8,2963.0,7.0,B5 LM,57.903999999999996,0.349,2,3.937,12.9,0.61,STUART,0,4.0496799999999995,11,1.0692558392178164,0.911845296211143
2.3,2963.5,7.0,B5 LM,52.935,0.415,2,4.133,10.25,0.585,STUART,0,4.033919999999999,11,1.0497840995681993,0.9141855484940592
2.3,2964.0,6.0,B5 LM,45.125,0.507,2,4.248,8.45,0.561,STUART,0,4.023359999999999,11,1.0278248245826276,0.8524605648436762
3.5,2964.5,6.0,B5 LM,39.927,0.605,2,4.468,6.75,0.537,STUART,0,4.0245999999999995,11,1.051789077212806,0.884808864265928
2.4,2965.0,6.0,B5 LM,36.215,0.703,2,4.575,6.0,0.512,STUART,0,4.0488,11,1.0239480752014325,0.9070303303528942
2.3,2965.5,8.0,B5 LM,31.253,0.787,2,4.5569999999999995,4.45,0.488,STUART,0,4.08328,11,0.9960655737704917,0.86298495098716
2.2,2966.0,8.0,B5 LM,28.445999999999998,0.8320000000000001,2,4.573,3.4,0.46299999999999997,STUART,0,4.13216,11,1.0035110818520958,0.9101846222762614
1.2,2966.5,8.0,B5 LM,27.296,0.821,2,4.79,4.4,0.439,STUART,0,4.18416,11,1.0474524382243602,0.9595725233776279
-0.4,2967.0,8.0,B5 LM,28.944000000000003,0.755,2,4.887,7.3,0.415,STUART,0,4.2236400000000005,11,1.020250521920668,1.060375146541618
-1.6,2967.5,8.0,B5 LM,31.596,0.659,2,4.824,11.0,0.39,STUART,0,4.2515600000000004,11,0.9871086556169429,1.091625207296849
-3.1,2968.0,8.0,B5 LM,33.211999999999996,0.574,2,4.765,14.45,0.366,STUART,0,4.26288,11,0.9877694859038142,1.0511457146474237
-3.0,2968.5,8.0,B5 LM,34.689,0.517,2,4.766,16.4,0.341,STUART,0,4.26524,11,1.0002098635886674,1.04447187763459
-1.9,2969.0,8.0,B5 LM,39.266,0.493,2,4.705,16.15,0.317,STUART,0,4.2755600000000005,11,0.9872010071338649,1.1319438438698146
-2.0,2969.5,8.0,B5 LM,50.103,0.499,2,4.453,14.6,0.293,STUART,0,4.274440000000001,11,0.9464399574920298,1.2759894055926249
-1.6,2970.0,8.0,B5 LM,65.167,0.525,2,4.3660000000000005,13.1,0.268,STUART,0,4.276000000000001,11,0.9804626094767573,1.300660639083488
-0.6,2970.5,8.0,B5 LM,76.436,0.557,2,4.289,11.7,0.244,STUART,0,4.275480000000001,11,0.9823637196518551,1.1729249466754648
-0.2,2971.0,8.0,B5 LM,92.88600000000001,0.628,2,4.272,9.4,0.195,STUART,0,4.274600000000001,11,0.9960363721147122,1.2152127269872834
-0.3,2971.5,6.0,B5 LM,99.64299999999999,0.6829999999999999,2,4.395,7.95,0.171,STUART,0,4.2812800000000015,11,1.0287921348314606,1.0727450853734684
0.0,2972.0,6.0,B5 LM,101.585,0.757,2,4.51,6.5,0.146,STUART,0,4.2966000000000015,11,1.0261660978384528,1.01948957779272
1.6,2972.5,6.0,B5 LM,95.775,0.85,2,4.53,4.9,0.122,STUART,0,4.321480000000002,11,1.0044345898004436,0.9428065167101444
2.1,2973.0,6.0,B5 LM,87.036,0.951,2,4.456,3.95,0.098,STUART,0,4.350120000000002,11,0.983664459161148,0.9087548942834769
2.6,2973.5,6.0,B5 LM,72.331,1.0190000000000001,2,4.056,3.6,0.073,STUART,0,4.370840000000002,11,0.9102333931777378,0.8310469231122753
3.4,2974.0,6.0,B5 LM,58.858999999999995,0.991,2,3.7119999999999997,3.9,0.049,STUART,0,4.3770000000000024,11,0.9151873767258382,0.8137451438525666
1.3,2974.5,6.0,B5 LM,60.931999999999995,0.857,2,3.3710000000000004,7.35,0.024,STUART,0,4.372800000000002,11,0.9081357758620692,1.0352197624832227
-0.8,2975.0,3.0,C SH,67.655,0.675,1,3.1310000000000002,14.4,1.0,STUART,0,4.350760000000002,12,0.9288045090477602,1.1103361123875797
6.8,2975.5,3.0,C SH,77.219,0.528,1,3.008,20.9,0.977,STUART,0,4.313600000000002,12,0.9607154263813478,1.1413642746286305
10.6,2976.0,3.0,C SH,82.115,0.45899999999999996,1,2.988,24.2,0.953,STUART,0,4.267800000000002,12,0.9933510638297872,1.0634040844869785
9.4,2976.5,3.0,C SH,84.865,0.446,1,3.134,23.7,0.93,STUART,0,4.223240000000001,12,1.0488621151271753,1.0334896182183524
13.3,2977.0,3.0,C SH,84.384,0.449,1,3.409,21.45,0.907,STUART,0,4.180880000000002,12,1.087747287811104,0.9943321746302952
14.8,2977.5,3.0,C SH,81.77199999999999,0.44299999999999995,1,3.483,20.9,0.884,STUART,0,4.137200000000002,12,1.0217072455265475,0.9690462646947288
16.5,2978.0,3.0,C SH,78.998,0.444,1,3.438,20.65,0.8370000000000001,STUART,0,4.092440000000002,12,0.9870801033591732,0.9660764075722743
14.9,2978.5,3.0,C SH,79.896,0.457,1,3.423,20.15,0.8140000000000001,STUART,0,4.046440000000002,12,0.9956369982547992,1.0113673763892757
14.8,2979.0,3.0,C SH,79.194,0.462,1,3.45,19.9,0.7909999999999999,STUART,0,3.9928400000000024,12,1.0078878177037687,0.9912135776509462
13.5,2979.5,3.0,C SH,78.99,0.451,1,3.3930000000000002,19.65,0.767,STUART,0,3.933080000000002,12,0.9834782608695652,0.9974240472763087
15.1,2980.0,3.0,C SH,79.21,0.441,1,3.475,18.95,0.7440000000000001,STUART,0,3.879120000000002,12,1.0241674034777482,1.00278516267882
15.6,2980.5,3.0,C SH,78.1,0.451,1,3.478,17.5,0.721,STUART,0,3.827640000000002,12,1.000863309352518,0.9859866178512814
14.3,2981.0,3.0,C SH,78.59,0.489,1,3.505,16.75,0.698,STUART,0,3.7772000000000014,12,1.0077630822311672,1.0062740076824586
12.7,2981.5,3.0,C SH,79.439,0.544,1,3.478,15.25,0.674,STUART,0,3.7281200000000014,12,0.992296718972896,1.0108029011324595
11.5,2982.0,3.0,C SH,81.29899999999999,0.5760000000000001,1,3.4530000000000003,14.65,0.6509999999999999,STUART,0,3.6881200000000014,12,0.9928119608970674,1.0234141920215512
11.9,2982.5,3.0,C SH,78.933,0.494,1,3.4789999999999996,14.85,0.605,STUART,0,3.652640000000001,12,1.0075296843324644,0.9708975510153878
