DeltaPHI,Depth,Facies,Formation,GR,ILD_log10,NM_M,PE,PHIND,RELPOS,Well Name,train,PE2,smooth_PE,smooth_GR,enc_formation,3prev_Depth,3prev_ILD_log10,3prev_DeltaPHI,3prev_PHIND,3prev_smooth_PE,3prev_smooth_GR,3prev_enc,2prev_enc
-1.6,2910.5,8.0,B2 LM,14.843,0.809,2,4.351,7.7,0.815,STUART,0,,3.973300000000001,38.12719999999996,5,1.0006876396768094,1.0888290713324362,5.333333333333334,0.6234817813765182,1.1332211511037587,0.6415577553757331,5.0,5.0
-1.0,2911.0,8.0,B2 LM,17.087,0.8059999999999999,2,4.242,6.8,0.778,STUART,0,,4.0723,32.02909999999996,5,1.0006875214850464,1.0373230373230373,5.0,0.591304347826087,1.123455087177223,0.5870694458700525,5.0,5.0
0.3,2911.5,8.0,B2 LM,17.977,0.765,2,4.105,6.45,0.741,STUART,0,,4.1653,26.52599999999996,5,1.0006874033339062,0.9896507115135834,-0.6,0.6113744075829384,1.1139548566538293,0.5377048116938529,5.0,5.0
-0.1,2912.0,8.0,B2 LM,18.834,0.701,2,4.279,7.15,0.7040000000000001,STUART,0,,4.263,21.944999999999958,5,1.0006872852233677,0.8907242693773824,0.08333333333333334,0.7771739130434784,1.105750525250953,0.4999920256455235,5.0,5.0
0.4,2912.5,8.0,B2 LM,19.258,0.644,2,4.669,7.4,0.667,STUART,0,,4.3748,18.89069999999996,5,1.00068716715341,0.796044499381953,-0.25,0.961038961038961,1.101049505448871,0.4954651797142193,5.0,5.0
0.6,2913.0,8.0,B2 LM,19.062,0.61,2,5.19,7.8,0.63,STUART,0,,4.4978,17.20319999999996,5,1.0006870491240123,0.7568238213399504,-0.6,1.1470588235294117,1.1044864081722858,0.5371115641713312,5.0,5.0
1.8,2913.5,8.0,B2 LM,18.637999999999998,0.6,2,5.527,7.6,0.593,STUART,0,,4.605099999999999,16.64669999999996,5,1.0006869311351536,0.7843137254901961,6.0,1.1782945736434107,1.105586632415432,0.6275616376385428,5.0,5.0
3.4,2914.0,8.0,B2 LM,19.462,0.598,2,6.321000000000001,6.8,0.556,STUART,0,,4.771499999999999,16.99429999999996,5,1.0006868131868132,0.8530670470756063,-34.0,0.9510489510489509,1.1192821956368753,0.7744041922989288,5.0,5.0
3.1,2914.5,8.0,B2 LM,19.552,0.581,2,6.16,6.95,0.519,STUART,0,,4.928099999999999,17.745899999999956,5,1.00068669527897,0.9021739130434782,7.75,0.9391891891891891,1.126474353113285,0.939398751766742,5.0,5.0
0.9,2915.0,8.0,B2 LM,20.653000000000002,0.529,2,5.865,8.65,0.48100000000000004,STUART,0,,5.070899999999999,18.536599999999957,5,1.0006865774116032,0.8672131147540985,1.5,1.108974358974359,1.1274178487260438,1.0775088355654763,5.0,5.0
-1.0,2915.5,8.0,B2 LM,23.371,0.45,2,5.315,11.3,0.444,STUART,0,,5.167299999999999,19.38939999999996,5,1.000686459584692,0.75,-0.5555555555555556,1.486842105263158,1.12208203947797,1.164759381739324,5.0,5.0
-1.3,2916.0,8.0,B2 LM,25.468000000000004,0.391,2,4.918,13.75,0.40700000000000003,STUART,0,,5.234899999999999,20.227499999999957,5,1.0006863417982155,0.6538461538461539,-0.3823529411764706,2.0220588235294117,1.0971183066121766,1.1902520256791986,5.0,5.0
-2.3,2916.5,8.0,B2 LM,26.291999999999998,0.377,2,4.521,14.85,0.37,STUART,0,,5.276499999999999,21.05899999999996,5,1.000686224052153,0.648881239242685,-0.7419354838709676,2.1366906474820144,1.0706966173576022,1.1866966454223236,5.0,5.0
-3.6,2917.0,8.0,B2 LM,27.736,0.41100000000000003,2,4.4430000000000005,14.1,0.33299999999999996,STUART,0,,5.292899999999999,21.949199999999955,5,1.0006861063464838,0.776937618147448,-4.0,1.630057803468208,1.0437792107909838,1.1841006441310706,5.0,5.0
-3.1,2917.5,8.0,B2 LM,29.784000000000002,0.48200000000000004,2,4.3469999999999995,11.85,0.29600000000000004,STUART,0,,5.260699999999999,23.001799999999953,5,1.0006859886811867,1.0711111111111111,3.1,1.0486725663716814,1.0180752036847096,1.1863079827122036,5.0,5.0
-2.2,2918.0,8.0,B2 LM,31.041,0.578,2,4.416,9.4,0.259,STUART,0,,5.1833,24.199699999999957,5,1.0006858710562414,1.4782608695652173,1.6923076923076923,0.6836363636363637,0.990143078186785,1.196376220491905,5.0,5.0
-0.4,2918.5,6.0,B2 LM,30.837,0.6829999999999999,2,4.394,7.4,0.222,STUART,0,,5.069999999999999,25.419599999999953,5,1.000685753471627,1.8116710875331563,0.1739130434782609,0.4983164983164984,0.9608642092296031,1.2070658625765707,5.0,5.0
1.0,2919.0,6.0,B2 LM,32.64,0.807,2,4.343,5.6,0.185,STUART,0,,4.872199999999999,26.73739999999996,5,1.0006856359273226,1.9635036496350364,-0.2777777777777778,0.39716312056737585,0.9205161631619718,1.2181491808357485,5.0,5.0
1.6,2919.5,6.0,B2 LM,33.571,0.9420000000000001,2,4.086,4.5,0.14800000000000002,STUART,0,,4.6648,28.139299999999956,5,1.0006855184233077,1.954356846473029,-0.5161290322580645,0.379746835443038,0.8867261010892088,1.2233520854889623,5.0,5.0
1.9,2920.0,6.0,B2 LM,39.56,1.003,2,3.8110000000000004,4.55,0.111,STUART,0,,4.4594,30.029999999999955,5,1.0006854009595614,1.7352941176470587,-0.8636363636363635,0.4840425531914893,0.8603399378774139,1.2409244742703425,5.0,5.0
1.5,2920.5,6.0,B2 LM,47.475,0.9309999999999999,2,3.625,6.15,0.07400000000000001,STUART,0,,4.2904,32.44039999999996,5,1.0006852835360631,1.363103953147877,-3.75,0.8310810810810811,0.8462327416173571,1.2761963209491896,5.0,5.0
2.3,2921.0,6.0,B2 LM,56.443000000000005,0.821,2,3.3930000000000002,8.05,0.037000000000000005,STUART,0,,4.1379,35.53789999999996,5,1.000685166152792,1.017348203221809,2.3,1.4375000000000002,0.8492877960674851,1.3291456910544786,5.0,5.0
3.4,2921.5,2.0,B3 SH,64.79899999999999,0.7509999999999999,1,3.12,9.6,1.0,STUART,0,,3.9977999999999994,39.388599999999954,6,1.0006850488097276,0.7972399150743098,2.125,2.1333333333333333,0.8570142342651346,1.3997718493352718,5.0,5.0
3.0,2922.0,2.0,B3 SH,69.72,0.711,1,3.03,12.4,0.95,STUART,0,,3.8564999999999996,43.586999999999954,6,1.0006849315068493,0.7088733798604188,1.5789473684210527,2.7252747252747254,0.8648024397901063,1.451448551448552,5.0,5.0
3.5,2922.5,2.0,B3 SH,72.51100000000001,0.637,1,2.984,16.35,0.9,STUART,0,,3.7201999999999997,47.85969999999996,6,1.0006848142441362,0.6842105263157895,2.3333333333333335,2.658536585365854,0.867098638821555,1.4753116484383675,5.0,6.0
5.4,2923.0,3.0,B3 SH,74.69800000000001,0.525,1,2.915,20.8,0.85,STUART,0,,3.570099999999999,52.22539999999996,6,1.000684697021568,0.6394640682095006,2.347826086956522,2.5838509316770186,0.8627806375214478,1.4695691079101472,6.0,6.0
5.4,2923.5,3.0,B3 SH,74.69800000000001,0.525,1,2.915,20.8,0.85,STUART,0,,3.4221999999999992,56.61149999999996,6,1.0006845798391237,0.6990679094540614,1.5882352941176472,2.166666666666667,0.8560208114462954,1.4372559573074448,6.0,6.0
5.2,2924.0,3.0,B3 SH,73.425,0.45799999999999996,1,2.92,21.6,0.8,STUART,0,,3.279899999999999,60.689999999999955,6,1.000684462696783,0.6441631504922644,1.7333333333333334,1.7419354838709677,0.8504861921431348,1.3923876385160718,6.0,6.0
3.1,2924.5,2.0,B3 SH,71.328,0.486,1,2.995,17.35,0.75,STUART,0,,3.170799999999999,64.46569999999994,6,1.0006843455945251,0.7629513343799058,0.8857142857142858,1.0611620795107033,0.8523197677544215,1.3469725050512225,6.0,6.0
4.1,2925.0,2.0,B3 SH,68.937,0.5870000000000001,1,3.122,13.25,0.7,STUART,0,,3.101899999999999,67.40339999999995,6,1.0006842285323299,1.1180952380952383,0.7592592592592592,0.6370192307692307,0.8688552141396599,1.2906248683590744,6.0,6.0
1.3,2925.5,2.0,B3 SH,66.562,0.6709999999999999,1,3.2430000000000003,13.25,0.65,STUART,0,,3.0636999999999994,69.31209999999994,6,1.000684111510176,1.278095238095238,0.24074074074074073,0.6370192307692307,0.8952428262521186,1.2243466433498493,6.0,6.0
3.2,2926.0,2.0,B3 SH,64.63600000000001,0.6629999999999999,1,3.324,13.3,0.6,STUART,0,,3.056799999999999,70.13139999999994,6,1.0006839945280437,1.447598253275109,0.6153846153846154,0.6157407407407407,0.9319796335254124,1.1555676388202338,6.0,6.0
4.0,2926.5,2.0,B3 SH,66.619,0.625,1,3.33,13.6,0.55,STUART,0,,3.077799999999999,70.31339999999994,6,1.0006838775859122,1.286008230452675,1.2903225806451613,0.7838616714697405,0.9706698624952693,1.090710253669781,6.0,6.0
4.0,2927.0,2.0,B3 SH,66.619,0.625,1,3.33,13.6,0.55,STUART,0,,3.107799999999999,70.00329999999994,6,1.0006837606837606,1.0647359454855194,0.9756097560975611,1.0264150943396226,1.0019020600277249,1.0385722381956992,6.0,6.0
3.2,2927.5,2.0,B3 SH,65.624,0.635,1,3.3089999999999997,12.4,0.5,STUART,0,,3.1402999999999985,69.31459999999996,6,1.000683643821569,0.9463487332339793,2.4615384615384617,0.9358490566037736,1.0250024480203672,1.000036068738359,6.0,6.0
3.3,2928.0,2.0,B3 SH,65.322,0.68,1,3.315,9.65,0.45,STUART,0,,3.180299999999998,68.37699999999995,6,1.0006835269993164,1.0256410256410258,1.0312499999999998,0.7255639097744361,1.040401727296519,0.9749841012727538,6.0,6.0
2.4,2928.5,2.0,B3 SH,67.035,0.7070000000000001,1,3.2319999999999998,8.6,0.4,STUART,0,,3.2119999999999984,67.61069999999995,6,1.0006834102169828,1.1312000000000002,0.6,0.6323529411764706,1.0436025732666188,0.9615620920052224,6.0,6.0
3.0,2929.0,2.0,B3 SH,68.194,0.693,1,3.157,8.8,0.35,STUART,0,,3.2356999999999987,67.08759999999995,6,1.0006832934745473,1.1088,0.75,0.6470588235294118,1.0411545144475192,0.9583491063992698,6.0,6.0
3.0,2929.5,2.0,B3 SH,69.149,0.6459999999999999,1,3.034,10.4,0.3,STUART,0,,3.2395999999999985,66.86969999999995,6,1.0006831767719897,1.017322834645669,0.9375,0.8387096774193549,1.031621182689552,0.9647274888695887,6.0,6.0
3.2,2930.0,2.0,B3 SH,72.20100000000001,0.588,1,3.052,13.2,0.25,STUART,0,,3.232599999999999,67.19609999999996,6,1.0006830601092895,0.8647058823529411,0.9696969696969698,1.3678756476683938,1.0164449894664027,0.9827295728095705,6.0,6.0
4.4,2930.5,2.0,B3 SH,73.77600000000001,0.542,1,3.1319999999999997,16.0,0.2,STUART,0,,3.221499999999998,67.91749999999996,6,1.0006829434864264,0.7666195190947666,1.8333333333333335,1.8604651162790697,1.0029576587795765,1.004537743286196,6.0,6.0
5.5,2931.0,2.0,B3 SH,72.609,0.525,1,3.31,17.55,0.15,STUART,0,,3.2200999999999986,68.71479999999997,6,1.00068282690338,0.7575757575757577,1.8333333333333333,1.9943181818181817,0.9951787866613098,1.0242548548464994,6.0,6.0
5.3,2931.5,3.0,B3 SH,66.86399999999999,0.55,1,3.625,16.55,0.1,STUART,0,,3.2495999999999987,68.73929999999997,6,1.0006827103601297,0.8513931888544893,1.7666666666666666,1.591346153846154,1.0030868008396099,1.0279588513183104,6.0,6.0
5.7,2932.0,3.0,B3 SH,53.702,0.62,1,4.003,13.75,0.05,STUART,0,,3.316899999999999,67.44759999999997,6,1.0006825938566553,1.054421768707483,1.78125,1.0416666666666667,1.0260780795644373,1.003742776738531,6.0,6.0
4.7,2932.5,8.0,B3 LM,40.474000000000004,0.713,2,4.2780000000000005,11.15,1.0,STUART,0,,3.4137999999999993,64.93259999999997,7,1.0006824773929364,1.3154981549815496,1.0681818181818181,0.696875,1.0596926897408043,0.9560510913976515,6.0,6.0
2.2,2933.0,8.0,B3 LM,28.12,0.774,2,4.537,10.5,0.9,STUART,0,,3.535999999999999,61.21239999999997,7,1.0006823609689526,1.4742857142857142,0.4,0.5982905982905983,1.0981025433992735,0.89081828077794,6.0,6.0
-1.1,2933.5,8.0,B3 LM,20.213,0.769,2,4.6819999999999995,10.95,0.8,STUART,0,,3.6809999999999996,56.530199999999965,7,1.0006822445846837,1.3981818181818182,-0.2075471698113208,0.661631419939577,1.1327548005908423,0.8223854476260304,6.0,7.0
-1.0,2934.0,8.0,B3 LM,19.192999999999998,0.732,2,4.546,11.1,0.7,STUART,0,,3.8198999999999996,51.63009999999997,7,1.000682128240109,1.1806451612903226,-0.17543859649122806,0.8072727272727273,1.1516476227803072,0.7654846132405008,7.0,7.0
-0.7,2934.5,8.0,B3 LM,20.449,0.6990000000000001,2,4.386,10.65,0.6,STUART,0,,3.9551000000000003,46.760099999999966,7,1.000682011935209,0.9803646563814868,-0.14893617021276595,0.9551569506726457,1.1585623059347359,0.720132876243982,7.0,7.0
-0.1,2935.0,8.0,B3 LM,21.355,0.679,2,4.28,9.95,0.5,STUART,0,,4.0779000000000005,41.675499999999964,7,1.0006818956699626,0.8772609819121447,-0.045454545454545456,0.9476190476190476,1.1532522624434394,0.6808342754082504,7.0,7.0
1.3,2935.5,8.0,B3 LM,21.641,0.6679999999999999,2,4.221,8.95,0.4,STUART,0,,4.1868,36.46199999999997,7,1.0006817794443497,0.8686605981794537,-1.1818181818181817,0.817351598173516,1.1374083129584354,0.6450003714828533,7.0,7.0
2.6,2936.0,8.0,B3 LM,24.203000000000003,0.653,2,4.099,8.3,0.3,STUART,0,,4.2657,31.621399999999966,7,1.0006816632583504,0.8920765027322405,-2.6,0.7477477477477479,1.116704625775544,0.6124605607968991,7.0,7.0
2.4,2936.5,8.0,B3 LM,34.574,0.613,2,3.66,9.0,0.2,STUART,0,,4.2692,28.39239999999997,7,1.0006815471119441,0.8769670958512159,-3.428571428571429,0.8450704225352113,1.0794164496472907,0.6071928845318977,7.0,7.0
2.3,2937.0,6.0,B3 LM,45.231,0.5479999999999999,2,3.4960000000000004,10.45,0.1,STUART,0,,4.2185,27.54529999999997,7,1.0006814310051106,0.8070692194403533,-22.999999999999996,1.050251256281407,1.0344785306162483,0.6609470792192054,7.0,7.0
2.9,2937.5,2.0,B4 SH,56.427,0.498,1,3.338,11.35,1.0,STUART,0,,4.124499999999999,29.14059999999997,8,1.00068131493783,0.7455089820359282,2.230769230769231,1.2681564245810057,0.9851199006401069,0.7992046514179144,7.0,7.0
1.7,2938.0,2.0,B4 SH,67.06,0.504,1,3.135,11.65,0.9440000000000001,STUART,0,,3.9842999999999997,33.03459999999997,8,1.0006811989100817,0.7718223583460949,0.6538461538461539,1.4036144578313252,0.9340319291089387,1.0446912533916906,7.0,7.0
2.0,2938.5,2.0,B4 SH,70.83800000000001,0.5579999999999999,1,3.012,10.8,0.889,STUART,0,,3.8172999999999995,38.09709999999997,8,1.0006810829218458,0.9102773246329526,0.8333333333333334,1.2000000000000002,0.8941487866579219,1.341806258012708,7.0,8.0
3.3,2939.0,2.0,B4 SH,69.932,0.612,1,3.0660000000000003,10.05,0.833,STUART,0,,3.6693,43.17099999999998,8,1.0006809669731018,1.1167883211678833,1.434782608695652,0.9617224880382776,0.8698115443878156,1.5672728196824877,8.0,8.0
4.1,2939.5,2.0,B4 SH,74.52600000000001,0.633,1,3.109,10.25,0.778,STUART,0,,3.5416,48.57869999999998,8,1.0006808510638299,1.2710843373493976,1.4137931034482758,0.9030837004405287,0.8586737786398352,1.667045290762717,8.0,8.0
5.0,2940.0,2.0,B4 SH,77.611,0.626,1,3.063,11.0,0.722,STUART,0,,3.4198999999999997,54.204299999999975,8,1.0006807351940095,1.242063492063492,2.9411764705882355,0.944206008583691,0.858344000200788,1.6408341557034147,8.0,8.0
5.9,2940.5,2.0,B4 SH,78.59,0.605,1,3.092,11.55,0.667,STUART,0,,3.3069999999999995,59.899199999999986,8,1.0006806193636208,1.0842293906810037,2.95,1.0694444444444444,0.8663191260838813,1.5722771549540526,8.0,8.0
5.7,2941.0,2.0,B4 SH,76.729,0.591,1,3.051,11.95,0.611,STUART,0,,3.202199999999999,65.1518,8,1.0006805035726438,0.9656862745098039,1.7272727272727275,1.189054726368159,0.8727005150846209,1.5091566097611828,8.0,8.0
3.7,2941.5,2.0,B4 SH,74.11,0.608,1,3.07,10.95,0.556,STUART,0,,3.1431999999999993,69.1054,8,1.000680387821058,0.9605055292259084,0.902439024390244,1.068292682926829,0.8875084707476845,1.4225452718990017,8.0,8.0
2.2,2942.0,2.0,B4 SH,66.407,0.653,1,2.997,9.6,0.5,STUART,0,,3.0932999999999984,71.223,8,1.0006802721088435,1.0431309904153354,0.44000000000000006,0.8727272727272727,0.9045001315827944,1.3139732456650124,8.0,8.0
1.4,2942.5,2.0,B4 SH,64.081,0.693,1,3.093,8.6,0.444,STUART,0,,3.068799999999998,71.9884,8,1.0006801564359802,1.1454545454545455,0.23728813559322032,0.7445887445887445,0.927970970668279,1.2018257338996183,8.0,8.0
0.9,2943.0,2.0,B4 SH,65.885,0.705,1,3.1060000000000003,8.55,0.389,STUART,0,,3.0658999999999983,71.8709,8,1.000680040802448,1.1928934010152283,0.15789473684210525,0.7154811715481173,0.9574355130847539,1.1031299211994146,8.0,8.0
1.4,2943.5,2.0,B4 SH,70.29899999999999,0.696,1,3.085,9.0,0.33299999999999996,STUART,0,,3.0731999999999986,71.81700000000001,8,1.000679925208227,1.144736842105263,0.37837837837837834,0.8219178082191781,0.9777297022143037,1.039238612322626,8.0,8.0
1.4,2944.0,2.0,B4 SH,70.29899999999999,0.696,1,3.085,9.0,0.33299999999999996,STUART,0,,3.0750999999999986,71.8537,8,1.0006798096532972,1.0658499234303216,0.6363636363636362,0.9375,0.9941163159085766,1.0088552855117028,8.0,8.0
3.1,2944.5,2.0,B4 SH,74.551,0.677,1,3.0660000000000003,9.65,0.278,STUART,0,,3.0707999999999984,71.85620000000002,8,1.0006796941376381,0.9769119769119771,2.2142857142857144,1.122093023255814,1.0006517205422316,0.9981635930233207,8.0,8.0
3.4,2945.0,2.0,B4 SH,79.65899999999999,0.643,1,2.9019999999999997,12.5,0.222,STUART,0,,3.0546999999999986,72.061,8,1.0006795786612301,0.9120567375886526,3.7777777777777777,1.461988304093567,0.9963469128151604,1.0026450204463837,8.0,8.0
-2.8,2945.5,3.0,B4 SH,80.402,0.573,1,2.9819999999999998,19.3,0.16699999999999998,STUART,0,,3.043699999999999,72.24220000000001,8,1.000679463224053,0.8232758620689655,-2.0,2.1444444444444444,0.9904008850709359,1.0059206037567707,8.0,8.0
-0.5,2946.0,3.0,B4 SH,74.649,0.483,1,3.14,23.95,0.111,STUART,0,,3.052599999999999,72.03420000000001,8,1.000679347826087,0.6939655172413793,-0.35714285714285715,2.661111111111111,0.9926831647751294,1.0025120487880235,8.0,8.0
0.2,2946.5,3.0,B4 SH,63.428999999999995,0.461,1,3.3939999999999997,24.2,0.055999999999999994,STUART,0,,3.0849999999999986,70.96610000000001,8,1.000679232467312,0.6809453471196455,0.06451612903225806,2.5077720207253886,1.004624202162303,0.9876127599288579,8.0,8.0
-7.6,2947.0,8.0,B4 LM,47.916000000000004,0.598,2,3.762,18.9,1.0,STUART,0,,3.161499999999999,69.117,9,1.000679117147708,0.9300155520995333,-2.235294117647059,1.5119999999999998,1.034962516777425,0.9591457237618128,8.0,8.0
-1.4,2947.5,8.0,B4 LM,32.469,0.912,2,4.314,9.8,0.929,STUART,0,,3.2835999999999985,65.95580000000001,9,1.0006790018672551,1.5916230366492148,0.5,0.5077720207253886,1.0788185432204225,0.9129816090872094,8.0,8.0
-2.9,2948.0,8.0,B4 LM,20.718000000000004,1.222,2,4.863,7.85,0.857,STUART,0,,3.459299999999998,61.43910000000001,9,1.0006788866259335,2.5300207039337472,5.8,0.3277661795407098,1.1332306885933299,0.8529156983766044,8.0,9.0
-1.6,2948.5,8.0,B4 LM,15.015,1.2329999999999999,2,4.813,6.4,0.7859999999999999,STUART,0,,3.6320999999999986,55.910700000000006,9,1.000678771423723,2.674620390455531,-8.0,0.2644628099173554,1.1773419773095624,0.7878508189121284,9.0,9.0
-1.1,2949.0,8.0,B4 LM,14.084000000000001,1.084,2,4.644,6.55,0.7140000000000001,STUART,0,,3.787999999999998,50.28920000000001,9,1.000678656260604,1.8127090301003346,0.14473684210526316,0.34656084656084657,1.1981654278032579,0.7275952370617939,9.0,9.0
-0.4,2949.5,8.0,B4 LM,15.937000000000001,0.9620000000000001,2,4.6339999999999995,7.4,0.643,STUART,0,,3.944799999999998,44.427800000000005,9,1.0006785411365564,1.0548245614035088,0.28571428571428575,0.7551020408163265,1.2013643561944207,0.6735995924543406,9.0,9.0
-1.0,2950.0,8.0,B4 LM,19.348,0.9009999999999999,2,4.545,7.9,0.5710000000000001,STUART,0,,4.109099999999998,38.39670000000001,9,1.0006784260515604,0.7373158756137479,0.3448275862068966,1.0063694267515924,1.1878414708177956,0.6249554436832572,9.0,9.0
-1.1,2950.5,8.0,B4 LM,21.469,0.9059999999999999,2,4.5760000000000005,6.75,0.5,STUART,0,,4.268499999999998,32.50340000000001,9,1.0006783110055961,0.7347931873479319,0.6875,1.0546875,1.1752154401035213,0.5813448946266101,9.0,9.0
-1.4,2951.0,8.0,B4 LM,22.587,0.9690000000000001,2,4.527,5.5,0.429,STUART,0,,4.407199999999998,27.29720000000001,9,1.0006781959986437,0.8939114391143912,1.2727272727272725,0.8396946564885497,1.1634635691657866,0.542804419239121,9.0,9.0
-0.9,2951.5,8.0,B4 LM,25.721,1.079,2,4.512,4.45,0.35700000000000004,STUART,0,,4.518999999999998,23.52640000000001,9,1.0006780810306832,1.1216216216216215,2.25,0.6013513513513513,1.1455587102007707,0.529542313596442,9.0,9.0
0.0,2952.0,8.0,B4 LM,29.45,1.2,2,4.437,4.0,0.28600000000000003,STUART,0,,4.586499999999998,21.67980000000001,9,1.000677966101695,1.3318534961154274,-0.0,0.5063291139240506,1.1161811588912416,0.5646266476025285,9.0,9.0
-3.3,2952.5,8.0,B4 LM,36.313,1.169,2,3.97,6.95,0.214,STUART,0,,4.552099999999998,22.06420000000001,9,1.000677851211659,1.2902869757174396,2.9999999999999996,1.0296296296296297,1.0664402014759282,0.6788274457441376,9.0,9.0
-8.9,2953.0,6.0,B4 LM,49.49100000000001,0.909,2,3.695,13.85,0.14300000000000002,STUART,0,,4.435299999999998,24.94150000000001,9,1.0006777363605557,0.9380804953560371,6.357142857142858,2.518181818181818,1.0063759302958795,0.913701771610275,9.0,9.0
-6.0,2953.5,3.0,B5 SH,69.222,0.469,1,3.3510000000000004,27.9,1.0,STUART,0,,4.289099999999998,30.36220000000001,10,1.0006776215483653,0.43466172381835033,6.666666666666666,6.269662921348314,0.949125912812569,1.2905586915125133,9.0,9.0
-2.5,2954.0,3.0,B5 SH,70.968,0.444,1,3.49,28.85,0.75,STUART,0,,4.173699999999998,36.05060000000001,10,1.0006775067750677,0.37,0.0,7.2125,0.9099967295323231,1.662865893596804,9.0,9.0
-0.3,2954.5,3.0,B5 SH,65.37899999999999,0.501,1,3.9,22.75,0.5,STUART,0,,4.100299999999998,40.99480000000001,10,1.0006773920406435,0.42857142857142855,0.09090909090909091,3.273381294964029,0.9007491048087696,1.8579780821421124,9.0,10.0
-0.5,2955.0,3.0,B5 SH,54.093,0.56,1,4.126,16.75,0.25,STUART,0,,4.058399999999997,44.46930000000001,10,1.0006772773450727,0.6160616061606161,0.056179775280898875,1.2093862815884477,0.9150226591211416,1.7829440891686545,10.0,10.0
3.9,2955.5,8.0,B5 LM,41.633,0.541,2,4.482,11.55,1.0,STUART,0,,4.048999999999998,46.48570000000001,11,1.000677162688336,1.1535181236673775,-0.65,0.41397849462365593,0.9440208901634375,1.531038594041275,10.0,10.0
3.8,2956.0,8.0,B5 LM,33.644,0.439,2,4.707,11.7,0.976,STUART,0,,4.0669999999999975,47.59140000000001,11,1.000677048070413,0.9887387387387387,-1.52,0.40554592720970534,0.9744351534609577,1.3201278203414089,10.0,10.0
1.3,2956.5,8.0,B5 LM,28.976999999999997,0.321,2,4.447,14.45,0.951,STUART,0,,4.0604999999999976,47.91700000000001,11,1.0006769334912844,0.6407185628742516,-4.333333333333334,0.6351648351648351,0.9902933931663536,1.1688555621688603,10.0,11.0
-1.1,2957.0,8.0,B5 LM,24.611,0.23199999999999998,2,4.481,17.25,0.927,STUART,0,,4.064899999999998,47.43310000000001,11,1.0006768189509305,0.4142857142857142,2.2,1.0298507462686568,1.0016016164005521,1.066648226979062,11.0,11.0
-2.9,2957.5,8.0,B5 LM,24.154,0.184,2,4.327,19.65,0.902,STUART,0,,4.100599999999998,46.217200000000005,11,1.0006767044493317,0.34011090573012936,-0.7435897435897436,1.701298701298701,1.0127438873796,0.9942240301856269,11.0,11.0
-2.4,2958.0,8.0,B5 LM,25.639,0.17300000000000001,2,4.302,20.5,0.878,STUART,0,,4.161299999999998,43.83200000000001,11,1.0006765899864682,0.39407744874715267,-0.631578947368421,1.7521367521367524,1.0231866240472094,0.9210067365112184,11.0,11.0
-2.4,2958.5,8.0,B5 LM,25.956999999999997,0.191,2,4.294,19.9,0.8540000000000001,STUART,0,,4.255599999999998,39.50550000000001,11,1.0006764755623203,0.5950155763239875,-1.846153846153846,1.3771626297577855,1.0480482699174978,0.8244568733434899,11.0,11.0
-2.1,2959.0,8.0,B5 LM,38.965,0.266,2,4.228,17.05,0.805,STUART,0,,4.329399999999998,36.305200000000006,11,1.0006763611768685,1.1465517241379313,1.909090909090909,0.9884057971014493,1.0650692513960984,0.7653980026605893,11.0,11.0
0.2,2959.5,8.0,B5 LM,45.354,0.301,2,4.127,14.8,0.78,STUART,0,,4.352099999999998,34.3027,11,1.000676246830093,1.6358695652173914,-0.06896551724137931,0.7531806615776082,1.061332487928596,0.7422063647300139,11.0,11.0
2.6,2960.0,6.0,B5 LM,53.645,0.327,2,3.908,12.6,0.7559999999999999,STUART,0,,4.3302999999999985,34.2579,11,1.0006761325219744,1.8901734104046242,-1.0833333333333335,0.6146341463414634,1.040612308653546,0.7815728235079392,11.0,11.0
3.8,2960.5,7.0,B5 LM,60.163999999999994,0.33799999999999997,2,3.74,12.2,0.732,STUART,0,,4.256099999999998,36.111000000000004,11,1.0006760182524927,1.769633507853403,-1.5833333333333333,0.6130653266331658,1.0001174922455118,0.9140752553441924,11.0,11.0
5.5,2961.0,7.0,B5 LM,64.032,0.33399999999999996,2,3.5380000000000003,13.15,0.7070000000000001,STUART,0,,4.139199999999999,39.1498,11,1.0006759040216289,1.2556390977443608,-2.619047619047619,0.7712609970674487,0.9560678154016725,1.0783524123266086,11.0,11.0
7.9,2961.5,7.0,B5 LM,66.774,0.32299999999999995,2,3.5580000000000003,14.75,0.6829999999999999,STUART,0,,4.050299999999998,42.929500000000004,11,1.000675789829363,1.0730897009966776,39.5,0.9966216216216216,0.9306541669538843,1.2514904074606372,11.0,11.0
8.1,2962.0,7.0,B5 LM,68.423,0.313,2,3.4760000000000004,15.75,0.659,STUART,0,,3.9497999999999984,47.310700000000004,11,1.0006756756756756,0.9571865443425076,3.115384615384615,1.25,0.9121307992517839,1.3810157657065962,11.0,11.0
6.1,2962.5,7.0,B5 LM,63.501999999999995,0.318,2,3.682,14.75,0.634,STUART,0,,3.8852999999999986,51.24550000000001,11,1.0006755615605472,0.940828402366864,1.6052631578947367,1.209016393442623,0.9128779868894059,1.4191105203400627,11.0,11.0
2.8,2963.0,7.0,B5 LM,57.903999999999996,0.349,2,3.937,12.9,0.61,STUART,0,,3.8487999999999984,54.472,11,1.000675447483958,1.0449101796407185,0.509090909090909,0.9809885931558935,0.9298415152686508,1.3913736468640965,11.0,11.0
