Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
4,C LM,ALEXANDER D,3109.0,90.7,0.625,15.2,14.45,4.148288059234619,2,0.233
2,C LM,ALEXANDER D,3109.5,101.41,0.55,16.8,15.515,4.089988565444946,1,0.22399999999999998
2,C LM,ALEXANDER D,3110.0,105.12,0.489,18.2,16.625,4.01137056350708,1,0.21600000000000003
2,C LM,ALEXANDER D,3110.5,107.1,0.43,17.7,17.06,3.9635724067687987,1,0.207
2,C LM,ALEXANDER D,3111.0,103.88,0.39299999999999996,14.7,18.785,3.9775747776031496,1,0.198
2,C LM,ALEXANDER D,3111.5,97.63,0.35600000000000004,11.6,18.98,4.179694080352784,1,0.19
8,C LM,ALEXANDER D,3112.0,30.78,0.28300000000000003,1.3,17.555,4.4622828483581545,2,0.16399999999999998
8,C LM,ALEXANDER D,3112.5,24.65,0.262,0.8,17.925,4.7195123672485355,2,0.155
8,C LM,ALEXANDER D,3113.0,23.36,0.243,3.9,16.51,4.848027610778809,2,0.147
8,C LM,ALEXANDER D,3113.5,27.77,0.23,6.6,15.915,4.805160808563232,2,0.138
8,C LM,ALEXANDER D,3114.0,32.19,0.23800000000000002,6.8,15.845,4.701945495605469,2,0.129
8,C LM,ALEXANDER D,3114.5,36.6,0.243,6.7,15.605,4.580851459503174,2,0.121
8,C LM,ALEXANDER D,3115.0,41.01,0.253,4.5,15.51,4.407946014404297,2,0.11199999999999999
8,C LM,ALEXANDER D,3115.5,45.42,0.265,0.9,14.905,4.289895677566529,2,0.10300000000000001
8,C LM,ALEXANDER D,3116.0,49.83,0.28800000000000003,-1.7,13.62,4.2676187515258786,2,0.095
8,C LM,ALEXANDER D,3116.5,54.24,0.318,-2.7,12.285,4.270651006698609,2,0.086
8,C LM,ALEXANDER D,3117.0,58.65,0.408,-4.2,10.255,4.287593936920166,2,0.078
8,C LM,ALEXANDER D,3117.5,63.07,0.66,-3.6,9.37,4.333075284957886,2,0.069
8,C LM,ALEXANDER D,3118.0,66.12,0.79,-2.9,8.73,4.350035619735718,2,0.06
8,C LM,ALEXANDER D,3118.5,67.66,0.878,-2.2,8.325,4.366853713989258,2,0.052000000000000005
8,C LM,ALEXANDER D,3119.0,68.34,0.91,-1.8,8.065,4.324186944961548,2,0.043
8,C LM,ALEXANDER D,3119.5,67.87,0.9259999999999999,1.8,8.175,4.268354320526123,2,0.034
8,C LM,ALEXANDER D,3120.0,66.0,0.9279999999999999,6.3,8.54,4.19627103805542,2,0.026000000000000002
8,C LM,ALEXANDER D,3120.5,67.39,0.898,9.6,9.755,4.164955949783325,2,0.017
8,C LM,ALEXANDER D,3121.0,76.58,0.85,12.1,10.815,4.185428619384766,2,0.009000000000000001
2,A1 SH,SHANKLE,2774.5,98.36,0.642,-0.1,18.685,2.9,1,1.0
2,A1 SH,SHANKLE,2775.0,97.57,0.631,7.9,16.745,3.2,1,0.9840000000000001
2,A1 SH,SHANKLE,2775.5,98.41,0.615,12.8,14.105,3.2,1,0.968
2,A1 SH,SHANKLE,2776.0,85.92,0.597,13.0,13.385,3.4,1,0.9520000000000001
2,A1 SH,SHANKLE,2776.5,83.16,0.5920000000000001,12.3,13.345,3.4,1,0.935
2,A1 SH,SHANKLE,2777.0,82.56,0.599,12.9,13.105,3.5,1,0.919
2,A1 SH,SHANKLE,2777.5,83.12,0.611,13.2,14.0,3.3,1,0.903
2,A1 SH,SHANKLE,2778.0,84.26,0.62,12.8,13.685,3.3,1,0.887
2,A1 SH,SHANKLE,2778.5,86.29,0.627,13.2,13.92,3.2,1,0.871
2,A1 SH,SHANKLE,2779.0,80.95,0.629,13.0,13.975,3.2,1,0.855
2,A1 SH,SHANKLE,2779.5,79.07,0.629,13.0,14.235,3.2,1,0.8390000000000001
2,A1 SH,SHANKLE,2780.0,75.31,0.626,11.4,13.17,3.2,1,0.823
2,A1 SH,SHANKLE,2780.5,69.3,0.625,10.1,12.32,3.0,1,0.8059999999999999
2,A1 SH,SHANKLE,2781.0,69.16,0.626,9.0,11.805,3.0,1,0.79
2,A1 SH,SHANKLE,2781.5,69.03,0.624,10.0,11.72,3.2,1,0.774
2,A1 SH,SHANKLE,2782.0,64.95,0.622,10.1,11.75,3.4,1,0.758
2,A1 SH,SHANKLE,2782.5,78.95,0.607,12.0,12.155,3.4,1,0.742
2,A1 SH,SHANKLE,2783.0,82.36,0.58,11.7,12.955,3.2,1,0.726
2,A1 SH,SHANKLE,2783.5,80.27,0.5429999999999999,11.1,12.865,3.1,1,0.71
2,A1 SH,SHANKLE,2784.0,78.87,0.507,8.5,12.23,2.9,1,0.6940000000000001
2,A1 SH,SHANKLE,2784.5,66.38,0.473,6.2,11.89,2.8,1,0.677
1,A1 SH,SHANKLE,2785.0,58.63,0.444,4.4,12.44,2.7,1,0.6609999999999999
1,A1 SH,SHANKLE,2785.5,59.16,0.413,3.7,13.64,2.6,1,0.645
1,A1 SH,SHANKLE,2786.0,52.86,0.37799999999999995,2.5,14.49,2.6,1,0.629
1,A1 SH,SHANKLE,2786.5,54.32,0.344,1.1,15.085,2.6,1,0.613
1,A1 SH,SHANKLE,2787.0,53.27,0.32,-0.3,14.985,2.7,1,0.597
1,A1 SH,SHANKLE,2787.5,52.34,0.312,-0.1,14.945,2.7,1,0.581
1,A1 SH,SHANKLE,2788.0,58.01,0.31,0.9,15.055,2.7,1,0.565
1,A1 SH,SHANKLE,2788.5,55.38,0.307,1.6,15.28,2.8,1,0.5479999999999999
1,A1 SH,SHANKLE,2789.0,55.18,0.301,1.7,15.905,2.8,1,0.532
1,A1 SH,SHANKLE,2789.5,55.09,0.292,0.8,16.485,2.8,1,0.516
1,A1 SH,SHANKLE,2790.0,58.89,0.28800000000000003,0.3,17.33,2.7,1,0.5
1,A1 SH,SHANKLE,2790.5,56.51,0.294,-0.5,17.77,2.7,1,0.484
1,A1 SH,SHANKLE,2791.0,57.27,0.31,-0.1,17.9,2.8,1,0.46799999999999997
1,A1 SH,SHANKLE,2791.5,58.42,0.32799999999999996,0.3,17.97,2.8,1,0.452
1,A1 SH,SHANKLE,2792.0,58.99,0.34600000000000003,0.9,18.3,2.7,1,0.435
1,A1 SH,SHANKLE,2792.5,59.99,0.36700000000000005,1.5,19.49,2.5,1,0.419
1,A1 SH,SHANKLE,2793.0,62.66,0.389,1.7,20.135,2.4,1,0.40299999999999997
1,A1 SH,SHANKLE,2793.5,60.46,0.408,2.1,20.495,2.3,1,0.387
1,A1 SH,SHANKLE,2794.0,60.85,0.415,1.1,20.34,2.3,1,0.371
1,A1 SH,SHANKLE,2794.5,63.8,0.408,1.1,20.015,2.4,1,0.355
1,A1 SH,SHANKLE,2795.0,63.82,0.387,1.0,19.615,2.4,1,0.33899999999999997
1,A1 SH,SHANKLE,2795.5,66.97,0.36700000000000005,0.3,19.01,2.4,1,0.32299999999999995
1,A1 SH,SHANKLE,2796.0,69.67,0.36200000000000004,-0.2,18.66,2.5,1,0.306
1,A1 SH,SHANKLE,2796.5,70.72,0.36700000000000005,1.1,17.45,2.6,1,0.29
1,A1 SH,SHANKLE,2797.0,85.75,0.377,5.1,18.705,2.6,1,0.27399999999999997
1,A1 SH,SHANKLE,2797.5,89.58,0.389,8.5,19.555,2.6,1,0.258
2,A1 SH,SHANKLE,2798.0,87.45,0.396,6.0,20.265,2.6,1,0.242
2,A1 SH,SHANKLE,2798.5,84.45,0.405,3.2,16.485,2.8,1,0.226
1,A1 SH,SHANKLE,2799.0,71.4,0.415,2.2,12.965,3.0,1,0.21
1,A1 SH,SHANKLE,2799.5,70.13,0.423,4.0,11.34,2.9,1,0.19399999999999998
1,A1 SH,SHANKLE,2800.0,70.92,0.428,4.5,12.33,2.8,1,0.177
1,A1 SH,SHANKLE,2800.5,68.34,0.42700000000000005,4.7,13.295,2.7,1,0.161
1,A1 SH,SHANKLE,2801.0,76.04,0.42200000000000004,7.1,16.445,2.6,1,0.145
1,A1 SH,SHANKLE,2801.5,89.18,0.41200000000000003,9.1,24.17,2.4,1,0.129
2,A1 SH,SHANKLE,2802.0,86.72,0.396,7.6,28.165,2.4,1,0.113
2,A1 SH,SHANKLE,2802.5,73.95,0.384,3.9,26.97,2.5,1,0.09699999999999999
2,A1 SH,SHANKLE,2803.0,59.22,0.382,2.1,20.215,3.0,1,0.081
2,A1 SH,SHANKLE,2803.5,70.19,0.389,4.4,16.27,3.2,1,0.065
2,A1 SH,SHANKLE,2804.0,71.73,0.423,18.6,22.62,2.5,1,0.048
2,A1 SH,SHANKLE,2804.5,75.15,0.494,16.4,33.13,2.1,1,0.032
3,A1 SH,SHANKLE,2805.0,75.28,0.5720000000000001,1.7,36.13,1.9,1,0.016
3,A1 SH,SHANKLE,2805.5,46.04,0.645,-17.8,28.075,2.3,1,0.01
8,A1 LM,SHANKLE,2806.0,46.04,0.645,-17.8,28.075,2.3,2,1.0
8,A1 LM,SHANKLE,2807.0,26.73,0.748,-9.0,9.105,5.0,2,0.953
8,A1 LM,SHANKLE,2807.5,36.5,0.794,0.1,5.945,4.5,2,0.93
8,A1 LM,SHANKLE,2808.0,52.24,0.867,4.2,7.395,4.1,2,0.907
6,A1 LM,SHANKLE,2808.5,61.32,0.925,9.4,8.825,3.6,2,0.884
6,A1 LM,SHANKLE,2809.0,56.15,0.965,12.2,8.85,3.5,2,0.86
6,A1 LM,SHANKLE,2809.5,55.07,0.985,10.9,7.225,3.6,2,0.8370000000000001
6,A1 LM,SHANKLE,2810.0,64.81,0.9740000000000001,7.7,5.565,3.7,2,0.8140000000000001
6,A1 LM,SHANKLE,2810.5,87.83,0.9520000000000001,4.6,4.495,4.1,2,0.7909999999999999
6,A1 LM,SHANKLE,2811.0,88.06,0.956,2.5,4.19,4.7,2,0.767
6,A1 LM,SHANKLE,2811.5,75.07,0.971,0.8,4.695,5.2,2,0.7440000000000001
6,A1 LM,SHANKLE,2812.0,65.29,1.0090000000000001,1.4,5.175,5.4,2,0.721
6,A1 LM,SHANKLE,2812.5,74.26,1.064,4.3,6.455,5.1,2,0.698
6,A1 LM,SHANKLE,2813.0,73.01,1.102,5.3,7.235,4.7,2,0.674
8,A1 LM,SHANKLE,2813.5,64.61,1.121,4.4,7.765,4.7,2,0.6509999999999999
8,A1 LM,SHANKLE,2814.0,40.57,1.125,1.7,7.655,4.7,2,0.628
8,A1 LM,SHANKLE,2814.5,30.41,1.109,-0.2,7.95,4.8,2,0.605
8,A1 LM,SHANKLE,2815.0,22.91,1.115,-1.4,7.585,4.7,2,0.581
8,A1 LM,SHANKLE,2815.5,24.62,1.13,-2.1,6.74,4.9,2,0.5579999999999999
8,A1 LM,SHANKLE,2816.0,25.02,1.124,-2.4,5.865,4.9,2,0.535
8,A1 LM,SHANKLE,2816.5,27.77,1.097,-2.0,5.575,4.9,2,0.512
6,A1 LM,SHANKLE,2817.0,37.24,1.069,1.1,6.59,4.7,2,0.488
6,A1 LM,SHANKLE,2817.5,65.59,1.028,4.9,8.1,4.5,2,0.465
6,A1 LM,SHANKLE,2818.0,87.34,0.9890000000000001,8.7,9.485,4.0,2,0.442
6,A1 LM,SHANKLE,2818.5,79.54,0.96,10.0,10.025,4.0,2,0.419
6,A1 LM,SHANKLE,2819.0,79.63,0.937,10.7,10.155,3.9,2,0.395
6,A1 LM,SHANKLE,2819.5,75.6,0.907,6.7,8.985,4.0,2,0.349
6,A1 LM,SHANKLE,2820.0,52.75,0.9179999999999999,1.9,8.955,3.6,2,0.326
6,A1 LM,SHANKLE,2820.5,45.65,0.946,-2.7,9.75,3.8,2,0.302
6,A1 LM,SHANKLE,2821.0,51.75,0.993,-4.6,9.235,4.0,2,0.27899999999999997
6,A1 LM,SHANKLE,2821.5,53.57,1.05,-4.6,7.61,4.8,2,0.256
6,A1 LM,SHANKLE,2822.0,60.94,1.107,-2.1,5.46,4.8,2,0.233
6,A1 LM,SHANKLE,2822.5,71.14,1.135,-1.1,4.55,4.9,2,0.209
6,A1 LM,SHANKLE,2823.0,85.69,1.133,0.1,3.965,5.0,2,0.18600000000000003
6,A1 LM,SHANKLE,2823.5,73.63,1.094,0.8,3.9,4.8,2,0.163
6,A1 LM,SHANKLE,2824.0,66.27,1.0290000000000001,1.9,4.185,4.6,2,0.14
6,A1 LM,SHANKLE,2824.5,81.99,0.956,3.5,5.795,4.3,2,0.11599999999999999
6,A1 LM,SHANKLE,2825.0,93.29,0.9079999999999999,6.6,8.635,3.7,2,0.09300000000000001
6,A1 LM,SHANKLE,2825.5,105.48,0.867,8.5,13.285,3.3,2,0.07
4,A1 LM,SHANKLE,2826.0,100.58,0.8170000000000001,6.2,16.07,3.2,2,0.047
3,B1 SH,SHANKLE,2826.5,76.2,0.688,3.9,16.375,2.8,1,1.0
3,B1 SH,SHANKLE,2827.0,72.8,0.626,-14.8,30.425,2.4,1,0.98
3,B1 SH,SHANKLE,2827.5,72.87,0.5820000000000001,-19.0,39.125,2.1,1,0.9590000000000001
3,B1 SH,SHANKLE,2828.0,72.37,0.5529999999999999,-16.2,45.275,2.0,1,0.9390000000000001
3,B1 SH,SHANKLE,2828.5,78.74,0.531,-8.6,44.37,2.1,1,0.9179999999999999
3,B1 SH,SHANKLE,2829.0,79.41,0.513,-10.2,43.805,2.2,1,0.898
3,B1 SH,SHANKLE,2829.5,83.27,0.493,-6.5,39.435,2.6,1,0.878
3,B1 SH,SHANKLE,2830.0,85.55,0.48,0.2,34.29,2.6,1,0.857
3,B1 SH,SHANKLE,2830.5,87.65,0.47700000000000004,6.5,33.645,2.5,1,0.8370000000000001
3,B1 SH,SHANKLE,2831.0,85.37,0.486,-1.7,35.66,2.3,1,0.816
3,B1 SH,SHANKLE,2831.5,82.87,0.515,-4.1,36.645,2.5,1,0.7959999999999999
3,B1 SH,SHANKLE,2832.0,81.99,0.5670000000000001,-3.2,32.775,2.3,1,0.7759999999999999
3,B1 SH,SHANKLE,2832.5,78.95,0.625,-7.9,31.68,2.4,1,0.755
3,B1 SH,SHANKLE,2833.0,72.05,0.684,-14.4,28.625,2.3,1,0.735
3,B1 SH,SHANKLE,2833.5,71.81,0.736,-14.8,24.055,3.4,1,0.7140000000000001
3,B1 SH,SHANKLE,2834.0,57.61,0.772,2.6,12.49,4.2,1,0.6940000000000001
3,B1 SH,SHANKLE,2834.5,54.12,0.809,7.8,8.38,4.2,1,0.6729999999999999
3,B1 SH,SHANKLE,2835.0,53.58,0.863,6.8,8.2,4.2,1,0.653
3,B1 SH,SHANKLE,2835.5,61.12,0.9009999999999999,7.1,8.695,4.0,1,0.633
3,B1 SH,SHANKLE,2836.0,61.73,0.9159999999999999,8.0,9.35,4.0,1,0.612
3,B1 SH,SHANKLE,2836.5,62.92,0.9209999999999999,8.4,9.06,3.8,1,0.5920000000000001
2,B1 SH,SHANKLE,2837.0,66.91,0.912,6.2,8.57,3.6,1,0.5710000000000001
2,B1 SH,SHANKLE,2837.5,66.22,0.893,4.0,7.775,3.4,1,0.551
1,B1 SH,SHANKLE,2838.0,62.81,0.8740000000000001,2.5,7.255,3.3,1,0.531
1,B1 SH,SHANKLE,2838.5,60.15,0.852,1.3,7.185,3.2,1,0.51
1,B1 SH,SHANKLE,2839.0,53.38,0.8190000000000001,-0.1,7.125,3.3,1,0.49
1,B1 SH,SHANKLE,2839.5,54.04,0.774,1.1,7.255,3.3,1,0.469
1,B1 SH,SHANKLE,2840.0,55.65,0.732,2.1,8.18,3.2,1,0.449
1,B1 SH,SHANKLE,2840.5,56.33,0.6990000000000001,3.0,9.33,3.0,1,0.429
1,B1 SH,SHANKLE,2841.0,55.76,0.667,1.8,10.295,3.0,1,0.408
1,B1 SH,SHANKLE,2841.5,56.24,0.629,1.7,10.175,3.1,1,0.38799999999999996
1,B1 SH,SHANKLE,2842.0,52.72,0.59,2.2,9.88,3.2,1,0.36700000000000005
1,B1 SH,SHANKLE,2842.5,58.18,0.551,2.5,10.15,3.2,1,0.34700000000000003
1,B1 SH,SHANKLE,2843.0,58.55,0.519,2.5,11.1,3.3,1,0.327
1,B1 SH,SHANKLE,2843.5,58.18,0.493,1.5,11.88,3.5,1,0.306
1,B1 SH,SHANKLE,2844.0,58.5,0.467,2.1,12.195,3.5,1,0.28600000000000003
1,B1 SH,SHANKLE,2844.5,59.23,0.446,2.3,13.045,3.3,1,0.265
1,B1 SH,SHANKLE,2845.0,57.02,0.43,3.1,13.625,2.9,1,0.245
1,B1 SH,SHANKLE,2845.5,56.18,0.425,2.3,14.215,2.8,1,0.22399999999999998
1,B1 SH,SHANKLE,2846.0,61.06,0.425,1.4,13.465,2.7,1,0.204
1,B1 SH,SHANKLE,2846.5,68.79,0.433,1.9,13.145,2.9,1,0.184
1,B1 SH,SHANKLE,2847.0,71.58,0.449,7.0,14.36,3.0,1,0.163
1,B1 SH,SHANKLE,2847.5,79.53,0.47100000000000003,8.1,17.515,2.6,1,0.14300000000000002
3,B1 SH,SHANKLE,2848.0,80.39,0.491,2.7,20.055,2.5,1,0.122
3,B1 SH,SHANKLE,2848.5,79.08,0.508,-4.0,19.3,2.4,1,0.102
3,B1 SH,SHANKLE,2849.0,78.83,0.517,-4.1,15.79,3.1,1,0.08199999999999999
3,B1 SH,SHANKLE,2849.5,78.07,0.526,4.6,14.23,2.5,1,0.061
3,B1 SH,SHANKLE,2850.0,83.28,0.55,1.2,25.065,2.1,1,0.040999999999999995
3,B1 SH,SHANKLE,2850.5,76.44,0.597,-19.9,49.715,1.8,1,0.02
8,B1 LM,SHANKLE,2852.5,39.3,0.8029999999999999,-7.5,16.885,3.6,2,0.769
8,B1 LM,SHANKLE,2853.0,28.1,0.88,-2.4,10.105,3.6,2,0.6920000000000001
8,B1 LM,SHANKLE,2853.5,28.38,1.002,-4.3,7.285,3.9,2,0.615
8,B1 LM,SHANKLE,2854.0,27.36,1.161,-3.0,5.12,3.9,2,0.5379999999999999
8,B1 LM,SHANKLE,2854.5,30.42,1.291,0.2,4.05,3.8,2,0.462
6,B1 LM,SHANKLE,2855.0,32.31,1.311,2.5,3.865,4.0,2,0.385
6,B1 LM,SHANKLE,2855.5,33.19,1.213,1.7,4.915,4.4,2,0.308
6,B1 LM,SHANKLE,2856.0,37.18,1.051,1.6,5.02,4.8,2,0.231
6,B1 LM,SHANKLE,2856.5,37.32,0.888,1.4,5.46,3.3,2,0.154
6,B1 LM,SHANKLE,2857.0,39.77,0.7809999999999999,-2.5,13.875,2.4,2,0.077
3,B2 SH,SHANKLE,2857.5,45.45,0.732,-15.7,31.775,1.8,1,1.0
3,B2 SH,SHANKLE,2858.0,69.72,0.7020000000000001,-19.0,38.6,1.5,1,0.971
2,B2 SH,SHANKLE,2859.0,78.06,0.6679999999999999,-13.9,28.955,2.4,1,0.912
2,B2 SH,SHANKLE,2859.5,78.18,0.643,-7.2,21.33,3.0,1,0.882
2,B2 SH,SHANKLE,2860.0,78.8,0.638,0.8,12.435,3.1,1,0.853
2,B2 SH,SHANKLE,2860.5,73.13,0.667,2.6,9.145,3.3,1,0.8240000000000001
2,B2 SH,SHANKLE,2861.0,66.19,0.7,3.0,8.185,3.3,1,0.794
2,B2 SH,SHANKLE,2861.5,67.14,0.727,3.8,8.49,3.3,1,0.765
2,B2 SH,SHANKLE,2862.0,66.86,0.746,6.2,9.41,3.2,1,0.735
2,B2 SH,SHANKLE,2862.5,67.83,0.747,8.8,10.57,3.1,1,0.706
2,B2 SH,SHANKLE,2863.0,66.01,0.726,10.4,11.44,3.2,1,0.6759999999999999
2,B2 SH,SHANKLE,2863.5,63.89,0.698,10.4,11.56,3.2,1,0.647
2,B2 SH,SHANKLE,2864.0,62.15,0.67,9.0,11.04,3.5,1,0.618
2,B2 SH,SHANKLE,2864.5,63.38,0.637,9.2,10.57,3.5,1,0.588
2,B2 SH,SHANKLE,2865.0,62.83,0.617,9.6,10.765,3.6,1,0.5589999999999999
2,B2 SH,SHANKLE,2865.5,62.75,0.616,11.2,10.75,3.6,1,0.529
2,B2 SH,SHANKLE,2866.0,59.66,0.617,11.2,10.465,3.8,1,0.5
2,B2 SH,SHANKLE,2866.5,67.99,0.625,14.3,11.855,3.7,1,0.47100000000000003
2,B2 SH,SHANKLE,2867.0,67.75,0.645,13.2,18.745,2.9,1,0.441
3,B2 SH,SHANKLE,2867.5,76.63,0.6759999999999999,1.3,28.06,2.5,1,0.41200000000000003
3,B2 SH,SHANKLE,2868.0,78.56,0.705,-6.0,27.415,2.0,1,0.382
3,B2 SH,SHANKLE,2868.5,69.82,0.736,-11.1,21.085,2.8,1,0.353
2,B2 SH,SHANKLE,2869.0,63.21,0.767,0.3,9.5,3.5,1,0.324
2,B2 SH,SHANKLE,2869.5,56.18,0.799,2.0,5.64,3.6,1,0.294
2,B2 SH,SHANKLE,2870.0,60.86,0.7979999999999999,2.6,6.47,3.5,1,0.17600000000000002
2,B2 SH,SHANKLE,2870.5,67.52,0.7120000000000001,5.3,9.15,3.2,1,0.147
2,B2 SH,SHANKLE,2871.0,68.79,0.619,11.5,17.22,2.8,1,0.11800000000000001
3,B2 SH,SHANKLE,2871.5,76.18,0.54,1.2,32.92,2.4,1,0.08800000000000001
3,B2 SH,SHANKLE,2872.0,74.5,0.486,-2.1,38.485,2.2,1,0.059000000000000004
3,B2 SH,SHANKLE,2872.5,63.06,0.46399999999999997,-4.1,36.14,2.5,1,0.028999999999999998
6,B2 LM,SHANKLE,2873.0,40.97,0.47,2.2,25.745,3.2,2,1.0
6,B2 LM,SHANKLE,2873.5,35.02,0.48100000000000004,2.2,17.06,3.5,2,0.857
6,B2 LM,SHANKLE,2874.0,30.28,0.498,-1.7,10.485,4.1,2,0.7140000000000001
6,B2 LM,SHANKLE,2874.5,27.63,0.524,-3.1,5.835,4.8,2,0.5710000000000001
6,B2 LM,SHANKLE,2875.0,28.84,0.5670000000000001,-1.3,3.865,4.7,2,0.429
6,B2 LM,SHANKLE,2875.5,34.92,0.643,1.9,4.385,4.0,2,0.28600000000000003
6,B2 LM,SHANKLE,2876.0,46.06,0.732,5.2,6.805,3.5,2,0.14300000000000002
3,B3 SH,SHANKLE,2876.5,60.36,0.7929999999999999,9.5,9.275,3.4,1,1.0
3,B3 SH,SHANKLE,2877.0,79.94,0.804,12.1,10.99,3.3,1,0.977
3,B3 SH,SHANKLE,2877.5,81.32,0.779,13.0,11.5,3.5,1,0.955
3,B3 SH,SHANKLE,2878.0,80.39,0.738,10.7,10.86,3.5,1,0.932
3,B3 SH,SHANKLE,2878.5,77.93,0.7020000000000001,8.6,10.29,3.4,1,0.909
3,B3 SH,SHANKLE,2879.0,75.73,0.679,6.8,9.89,3.3,1,0.8859999999999999
2,B3 SH,SHANKLE,2879.5,66.0,0.669,6.5,9.98,3.3,1,0.8640000000000001
2,B3 SH,SHANKLE,2880.0,74.79,0.6659999999999999,5.8,9.985,3.5,1,0.841
2,B3 SH,SHANKLE,2880.5,64.77,0.665,4.6,9.89,3.6,1,0.818
2,B3 SH,SHANKLE,2881.0,62.9,0.659,3.9,10.335,3.5,1,0.795
2,B3 SH,SHANKLE,2881.5,64.65,0.6459999999999999,4.8,11.02,3.3,1,0.773
2,B3 SH,SHANKLE,2882.0,63.61,0.625,6.2,11.625,3.0,1,0.75
3,B3 SH,SHANKLE,2882.5,79.7,0.591,6.8,11.865,2.8,1,0.727
3,B3 SH,SHANKLE,2883.0,80.43,0.544,6.1,11.935,2.8,1,0.705
3,B3 SH,SHANKLE,2883.5,78.5,0.498,7.3,12.61,2.7,1,0.682
2,B3 SH,SHANKLE,2884.0,67.3,0.456,8.3,14.11,2.7,1,0.659
2,B3 SH,SHANKLE,2884.5,64.18,0.418,7.6,15.635,2.7,1,0.636
2,B3 SH,SHANKLE,2885.0,55.59,0.387,6.5,16.275,2.6,1,0.614
2,B3 SH,SHANKLE,2885.5,61.6,0.36200000000000004,5.1,16.055,2.7,1,0.591
2,B3 SH,SHANKLE,2886.0,59.33,0.34600000000000003,5.8,15.965,2.7,1,0.568
2,B3 SH,SHANKLE,2886.5,63.11,0.348,6.4,15.65,2.8,1,0.545
2,B3 SH,SHANKLE,2887.0,62.47,0.358,7.7,15.31,3.0,1,0.523
2,B3 SH,SHANKLE,2887.5,69.97,0.358,7.7,14.55,3.1,1,0.5
2,B3 SH,SHANKLE,2888.0,71.32,0.358,8.0,14.36,3.3,1,0.47700000000000004
2,B3 SH,SHANKLE,2888.5,71.32,0.358,8.0,14.36,3.3,1,0.47700000000000004
2,B3 SH,SHANKLE,2889.0,72.08,0.358,8.6,14.54,3.1,1,0.455
2,B3 SH,SHANKLE,2889.5,72.65,0.35600000000000004,9.8,15.115,2.9,1,0.43200000000000005
2,B3 SH,SHANKLE,2890.0,69.38,0.354,8.1,15.995,2.7,1,0.409
2,B3 SH,SHANKLE,2890.5,63.68,0.348,5.7,17.015,2.7,1,0.386
2,B3 SH,SHANKLE,2891.0,63.96,0.32799999999999996,5.1,17.755,2.6,1,0.364
2,B3 SH,SHANKLE,2891.5,61.06,0.305,4.9,18.465,2.6,1,0.341
2,B3 SH,SHANKLE,2892.0,68.77,0.28600000000000003,5.3,19.315,2.5,1,0.318
2,B3 SH,SHANKLE,2892.5,69.94,0.27399999999999997,5.0,20.22,2.6,1,0.295
1,B3 SH,SHANKLE,2893.0,68.94,0.27,4.6,20.435,2.6,1,0.273
1,B3 SH,SHANKLE,2893.5,68.13,0.27899999999999997,3.8,20.185,2.7,1,0.25
1,B3 SH,SHANKLE,2894.0,69.83,0.301,3.1,19.13,2.6,1,0.22699999999999998
1,B3 SH,SHANKLE,2894.5,69.72,0.326,2.3,18.115,2.6,1,0.205
1,B3 SH,SHANKLE,2895.0,79.64,0.35,3.0,16.33,2.7,1,0.182
2,B3 SH,SHANKLE,2895.5,83.41,0.36700000000000005,5.6,14.845,3.0,1,0.159
3,B3 SH,SHANKLE,2896.0,85.63,0.386,7.6,14.515,2.6,1,0.136
3,B3 SH,SHANKLE,2896.5,88.6,0.41200000000000003,5.2,18.02,2.5,1,0.114
3,B3 SH,SHANKLE,2897.0,81.3,0.45299999999999996,-5.5,25.095,2.2,1,0.091
3,B3 SH,SHANKLE,2897.5,81.46,0.505,-12.1,35.24,2.0,1,0.068
2,B4 SH,SHANKLE,2899.5,67.06,0.607,-13.2,25.315,3.2,1,0.9790000000000001
2,B4 SH,SHANKLE,2900.0,63.21,0.607,-0.6,16.415,3.1,1,0.958
2,B4 SH,SHANKLE,2900.5,62.1,0.607,0.7,15.25,2.9,1,0.938
1,B4 SH,SHANKLE,2901.0,59.12,0.599,-1.9,15.465,2.8,1,0.917
1,B4 SH,SHANKLE,2901.5,53.43,0.58,1.5,12.685,2.9,1,0.8959999999999999
1,B4 SH,SHANKLE,2902.0,55.43,0.556,3.9,11.32,3.0,1,0.875
1,B4 SH,SHANKLE,2902.5,50.01,0.528,2.1,12.39,3.0,1,0.8540000000000001
1,B4 SH,SHANKLE,2903.0,54.96,0.493,1.2,12.93,2.9,1,0.833
1,B4 SH,SHANKLE,2903.5,56.29,0.456,0.7,13.1,2.8,1,0.813
1,B4 SH,SHANKLE,2904.0,57.56,0.425,1.3,13.6,2.9,1,0.792
1,B4 SH,SHANKLE,2904.5,59.71,0.396,0.8,13.875,2.9,1,0.7709999999999999
1,B4 SH,SHANKLE,2905.0,59.88,0.371,1.2,14.2,2.9,1,0.75
1,B4 SH,SHANKLE,2905.5,62.44,0.35200000000000004,1.5,14.5,2.7,1,0.7290000000000001
1,B4 SH,SHANKLE,2906.0,65.13,0.342,1.4,15.285,2.7,1,0.708
1,B4 SH,SHANKLE,2906.5,60.4,0.33799999999999997,1.2,15.91,2.7,1,0.688
1,B4 SH,SHANKLE,2907.0,63.4,0.34600000000000003,0.1,15.585,2.8,1,0.667
