,Formation,FormationSH,FormationNum,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,rollavg_PE,grad_PE,rollavg_GR,grad_GR,rollavg_PHIND,grad_PHIND,rollavg_ILD_log10,grad_ILD_log10,rollavg_DeltaPHI,grad_DeltaPHI,Facies
199,B2 SH,1,4,STUART,2907.5,49.801,0.5379999999999999,0.0,20.8,3.551,1,0.053,3.6667333333333345,0.2490000000000001,69.48983333333337,-14.84299999999999,13.931666666666672,-1.5500000000000007,0.7806999999999996,-0.0050000000000000044,2.256666666666662,-1.7,2
200,B2 LM,0,5,STUART,2908.0,35.937,0.628,-2.8,16.8,3.96,2,1.0,3.6495333333333346,0.4089999999999998,69.30650000000004,-13.864000000000004,14.281666666666672,-4.0,0.7667999999999997,0.09000000000000008,2.1499999999999955,-2.8,8
201,B2 LM,0,5,STUART,2908.5,24.203000000000003,0.743,-0.3,12.35,4.454,2,0.963,3.6409333333333342,0.4939999999999998,68.8016666666667,-11.733999999999995,14.515000000000006,-4.450000000000001,0.754333333333333,0.11499999999999999,2.1366666666666623,2.5,8
202,B2 LM,0,5,STUART,2909.0,15.985999999999999,0.777,-0.2,11.5,4.657,2,0.9259999999999999,3.6441666666666674,0.2030000000000003,67.69080000000004,-8.217000000000004,14.748333333333338,-0.8499999999999996,0.7420999999999996,0.03400000000000003,2.0966666666666622,0.09999999999999998,8
203,B2 LM,0,5,STUART,2909.5,12.036,0.773,-0.5,10.55,4.593999999999999,2,0.889,3.6438,-0.06300000000000061,66.0258666666667,-3.9499999999999993,14.938333333333338,-0.9499999999999993,0.7297666666666663,-0.0040000000000000036,2.056666666666662,-0.3,8
204,B2 LM,0,5,STUART,2910.0,12.745999999999999,0.787,-1.2,9.2,4.437,2,0.852,3.6392333333333338,-0.15699999999999914,64.00053333333338,0.7099999999999991,15.053333333333338,-1.3500000000000014,0.7185999999999997,0.014000000000000012,1.986666666666662,-0.7,8
205,B2 LM,0,5,STUART,2910.5,14.843,0.809,-1.6,7.7,4.351,2,0.815,3.6350000000000002,-0.0860000000000003,62.02170000000004,2.0970000000000013,15.08166666666667,-1.4999999999999991,0.7090666666666664,0.02200000000000002,1.9233333333333287,-0.40000000000000013,8
206,B2 LM,0,5,STUART,2911.0,17.087,0.8059999999999999,-1.0,6.8,4.242,2,0.778,3.628266666666667,-0.10899999999999999,60.330633333333374,2.2439999999999998,15.05666666666667,-0.9000000000000004,0.7001999999999998,-0.0030000000000001137,1.913333333333329,0.6000000000000001,8
207,B2 LM,0,5,STUART,2911.5,17.977,0.765,0.3,6.45,4.105,2,0.741,3.6171333333333338,-0.13699999999999957,58.875700000000045,0.8900000000000006,15.025000000000004,-0.34999999999999964,0.6904666666666665,-0.040999999999999925,1.9633333333333287,1.3,8
208,B2 LM,0,5,STUART,2912.0,18.834,0.701,-0.1,7.15,4.279,2,0.7040000000000001,3.6118000000000006,0.1739999999999995,57.44933333333338,0.8569999999999993,15.016666666666671,0.7000000000000002,0.6785999999999999,-0.06400000000000006,1.9999999999999956,-0.4,8
209,B2 LM,0,5,STUART,2912.5,19.258,0.644,0.4,7.4,4.669,2,0.667,3.622933333333334,0.3899999999999997,56.24190000000005,0.4239999999999995,15.045000000000003,0.25,0.6653666666666666,-0.05699999999999994,2.0433333333333286,0.5,8
210,B2 LM,0,5,STUART,2913.0,19.062,0.61,0.6,7.8,5.19,2,0.63,3.6657000000000006,0.5210000000000008,54.968933333333375,-0.19599999999999795,15.113333333333337,0.39999999999999947,0.6530333333333331,-0.03400000000000003,2.066666666666662,0.19999999999999996,8
211,B2 LM,0,5,STUART,2913.5,18.637999999999998,0.6,1.8,7.6,5.527,2,0.593,3.730600000000001,0.33699999999999974,53.347533333333374,-0.42400000000000304,15.130000000000003,-0.20000000000000018,0.6450333333333332,-0.010000000000000009,2.146666666666662,1.2000000000000002,8
212,B2 LM,0,5,STUART,2914.0,19.462,0.598,3.4,6.8,6.321000000000001,2,0.556,3.8336333333333337,0.7940000000000005,51.46226666666671,0.8240000000000016,15.04166666666667,-0.7999999999999998,0.6420999999999998,-0.0020000000000000018,2.2366666666666624,1.5999999999999999,8
213,B2 LM,0,5,STUART,2914.5,19.552,0.581,3.1,6.95,6.16,2,0.519,3.940066666666667,-0.16100000000000048,49.2987666666667,0.08999999999999986,14.858333333333338,0.15000000000000036,0.6413666666666664,-0.017000000000000015,2.256666666666662,-0.2999999999999998,8
214,B2 LM,0,5,STUART,2915.0,20.653000000000002,0.529,0.9,8.65,5.865,2,0.48100000000000004,4.042433333333333,-0.29499999999999993,47.019900000000035,1.1010000000000026,14.650000000000004,1.7000000000000002,0.6391666666666664,-0.051999999999999935,2.133333333333329,-2.2,8
215,B2 LM,0,5,STUART,2915.5,23.371,0.45,-1.0,11.3,5.315,2,0.444,4.126633333333333,-0.5499999999999998,44.80116666666671,2.7179999999999964,14.408333333333337,2.6500000000000004,0.6344666666666664,-0.07900000000000001,1.9699999999999955,-1.9,8
216,B2 LM,0,5,STUART,2916.0,25.468000000000004,0.391,-1.3,13.75,4.918,2,0.40700000000000003,4.195200000000001,-0.39700000000000024,42.67056666666671,2.097000000000005,14.115000000000004,2.4499999999999993,0.629533333333333,-0.059,1.7766666666666624,-0.30000000000000004,8
217,B2 LM,0,5,STUART,2916.5,26.291999999999998,0.377,-2.3,14.85,4.521,2,0.37,4.248066666666667,-0.39700000000000024,40.566066666666714,0.8239999999999945,13.763333333333339,1.0999999999999996,0.626133333333333,-0.014000000000000012,1.493333333333329,-0.9999999999999998,8
218,B2 LM,0,5,STUART,2917.0,27.736,0.41100000000000003,-3.6,14.1,4.4430000000000005,2,0.33299999999999996,4.2919,-0.0779999999999994,38.573366666666715,1.4440000000000026,13.420000000000007,-0.75,0.6244666666666664,0.03400000000000003,1.1199999999999954,-1.3000000000000003,8
219,B2 LM,0,5,STUART,2917.5,29.784000000000002,0.48200000000000004,-3.1,11.85,4.3469999999999995,2,0.29600000000000004,4.327333333333334,-0.09600000000000097,36.77460000000005,2.048000000000002,13.043333333333342,-2.25,0.6243666666666664,0.07100000000000001,0.7266666666666622,0.5,8
220,B2 LM,0,5,STUART,2918.0,31.041,0.578,-2.2,9.4,4.416,2,0.259,4.3634666666666675,0.06900000000000084,35.199166666666706,1.256999999999998,12.64833333333334,-2.4499999999999993,0.6255999999999997,0.09599999999999992,0.44999999999999557,0.8999999999999999,8
221,B2 LM,0,5,STUART,2918.5,30.837,0.6829999999999999,-0.4,7.4,4.394,2,0.222,4.393766666666667,-0.02200000000000024,33.831800000000044,-0.20400000000000063,12.36333333333334,-2.0,0.6271999999999996,0.10499999999999998,0.15333333333332888,1.8000000000000003,8
222,B2 LM,0,5,STUART,2919.0,32.64,0.807,1.0,5.6,4.343,2,0.185,4.422833333333333,-0.051000000000000156,32.763100000000044,1.8030000000000008,12.026666666666674,-1.8000000000000007,0.629533333333333,0.12400000000000011,0.019999999999995546,1.4,6
223,B2 LM,0,5,STUART,2919.5,33.571,0.9420000000000001,1.6,4.5,4.086,2,0.14800000000000002,4.444033333333334,-0.2569999999999997,31.73903333333338,0.9309999999999974,11.60500000000001,-1.0999999999999996,0.6358666666666664,0.135,0.01666666666666222,0.6000000000000001,6
224,B2 LM,0,5,STUART,2920.0,39.56,1.003,1.9,4.55,3.8110000000000004,2,0.111,4.461866666666667,-0.2749999999999999,30.819100000000045,5.989000000000004,11.091666666666676,0.04999999999999982,0.646433333333333,0.06099999999999983,0.08999999999999554,0.2999999999999998,6
225,B2 LM,0,5,STUART,2920.5,47.475,0.9309999999999999,1.5,6.15,3.625,2,0.07400000000000001,4.477000000000001,-0.1860000000000004,29.98566666666671,7.914999999999999,10.616666666666676,1.6000000000000005,0.656433333333333,-0.07199999999999995,0.13333333333332886,-0.3999999999999999,6
226,B2 LM,0,5,STUART,2921.0,56.443000000000005,0.821,2.3,8.05,3.3930000000000002,2,0.037000000000000005,4.481700000000001,-0.23199999999999976,29.264833333333378,8.968000000000004,10.281666666666675,1.9000000000000004,0.663333333333333,-0.10999999999999999,0.04333333333332886,0.7999999999999998,6
227,B3 SH,1,6,STUART,2921.5,64.79899999999999,0.7509999999999999,3.4,9.6,3.12,1,1.0,4.479866666666667,-0.27300000000000013,28.991200000000042,8.355999999999987,9.931666666666676,1.549999999999999,0.6686333333333331,-0.07000000000000006,0.0766666666666622,1.1,3
228,B3 SH,1,6,STUART,2922.0,69.72,0.711,3.0,12.4,3.03,1,0.95,4.4708000000000006,-0.0900000000000003,29.160400000000042,4.9210000000000065,9.600000000000007,2.8000000000000007,0.6742333333333331,-0.039999999999999925,0.11999999999999551,-0.3999999999999999,3
229,B3 SH,1,6,STUART,2922.5,72.51100000000001,0.637,3.5,16.35,2.984,1,0.9,4.451900000000001,-0.04599999999999982,29.91740000000004,2.791000000000011,9.451666666666675,3.950000000000001,0.6775333333333331,-0.07399999999999995,0.2366666666666622,0.5,3
230,B3 SH,1,6,STUART,2923.0,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85,4.417066666666668,-0.06899999999999995,31.209433333333372,2.1869999999999976,9.585000000000008,4.449999999999999,0.6740999999999997,-0.11199999999999999,0.5099999999999956,1.9000000000000004,3
231,B3 SH,1,6,STUART,2923.5,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85,4.3657666666666675,0.0,32.89260000000004,0.0,9.866666666666674,0.0,0.6668333333333331,0.0,0.6999999999999956,0.0,3
232,B3 SH,1,6,STUART,2924.0,73.425,0.45799999999999996,5.2,21.6,2.92,1,0.8,4.3078666666666665,0.004999999999999893,34.807233333333365,-1.2730000000000103,10.203333333333342,0.8000000000000007,0.6561999999999997,-0.06700000000000006,0.8799999999999956,-0.20000000000000018,3
233,B3 SH,1,6,STUART,2924.5,71.328,0.486,3.1,17.35,2.995,1,0.75,4.254566666666666,0.07500000000000018,36.78363333333336,-2.096999999999994,10.430000000000009,-4.25,0.6466333333333331,0.028000000000000025,0.9999999999999957,-2.1,3
234,B3 SH,1,6,STUART,2925.0,68.937,0.5870000000000001,4.1,13.25,3.122,1,0.7,4.210733333333334,0.12699999999999978,38.65666666666669,-2.3910000000000053,10.565000000000008,-4.100000000000001,0.6399666666666664,0.10100000000000009,1.1766666666666623,0.9999999999999996,2
235,B3 SH,1,6,STUART,2925.5,66.562,0.6709999999999999,1.3,13.25,3.2430000000000003,1,0.65,4.173800000000001,0.12100000000000044,40.38063333333335,-2.375,10.750000000000009,0.0,0.6353666666666663,0.08399999999999985,1.273333333333329,-2.8,2
236,B3 SH,1,6,STUART,2926.0,64.63600000000001,0.6629999999999999,3.2,13.3,3.324,1,0.6,4.143200000000001,0.08099999999999952,41.965600000000016,-1.9259999999999877,10.966666666666676,0.05000000000000071,0.6305999999999996,-0.008000000000000007,1.4133333333333291,1.9000000000000001,2
237,B3 SH,1,6,STUART,2926.5,66.619,0.625,4.0,13.6,3.33,1,0.55,4.117366666666667,0.006000000000000227,43.58700000000001,1.9829999999999899,11.20500000000001,0.29999999999999893,0.6259333333333329,-0.03799999999999992,1.5366666666666624,0.7999999999999998,2
238,B3 SH,1,6,STUART,2927.0,66.619,0.625,4.0,13.6,3.33,1,0.55,4.0857333333333345,0.0,45.17983333333334,0.0,11.420000000000012,0.0,0.6233999999999996,0.0,1.6733333333333291,0.0,2
239,B3 SH,1,6,STUART,2927.5,65.624,0.635,3.2,12.4,3.3089999999999997,1,0.5,4.040400000000001,-0.02100000000000035,46.72536666666667,-0.9950000000000045,11.586666666666678,-1.1999999999999993,0.6230999999999997,0.010000000000000009,1.7666666666666626,-0.7999999999999998,2
240,B3 SH,1,6,STUART,2928.0,65.322,0.68,3.3,9.65,3.315,1,0.45,3.977900000000001,0.006000000000000227,48.267366666666675,-0.3019999999999925,11.648333333333344,-2.75,0.6254333333333331,0.04500000000000004,1.8566666666666625,0.09999999999999964,2
241,B3 SH,1,6,STUART,2928.5,67.035,0.7070000000000001,2.4,8.6,3.2319999999999998,1,0.4,3.901400000000001,-0.08300000000000018,49.88060000000001,1.7129999999999939,11.681666666666677,-1.0500000000000007,0.6289999999999997,0.027000000000000024,1.8766666666666625,-0.8999999999999999,2
242,B3 SH,1,6,STUART,2929.0,68.194,0.693,3.0,8.8,3.157,1,0.35,3.7959333333333345,-0.07499999999999973,51.50500000000001,1.159000000000006,11.748333333333344,0.20000000000000107,0.6321666666666664,-0.014000000000000123,1.8633333333333293,0.6000000000000001,2
243,B3 SH,1,6,STUART,2929.5,69.149,0.6459999999999999,3.0,10.4,3.034,1,0.3,3.6917333333333344,-0.12300000000000022,53.15823333333335,0.9549999999999983,11.863333333333344,1.5999999999999996,0.6343333333333331,-0.04700000000000004,1.8599999999999959,0.0,2
244,B3 SH,1,6,STUART,2930.0,72.20100000000001,0.588,3.2,13.2,3.052,1,0.25,3.5979666666666685,0.018000000000000238,54.876500000000014,3.0520000000000067,12.015000000000011,2.799999999999999,0.6362999999999999,-0.05799999999999994,1.9366666666666628,0.20000000000000018,2
245,B3 SH,1,6,STUART,2930.5,73.77600000000001,0.542,4.4,16.0,3.1319999999999997,1,0.2,3.525200000000002,0.07999999999999963,56.556666666666686,1.5750000000000028,12.171666666666678,2.8000000000000007,0.6393666666666665,-0.04599999999999993,2.1166666666666627,1.2000000000000002,2
246,B3 SH,1,6,STUART,2931.0,72.609,0.525,5.5,17.55,3.31,1,0.15,3.471600000000002,0.17800000000000038,58.12803333333334,-1.1670000000000158,12.298333333333344,1.5500000000000007,0.6438333333333333,-0.017000000000000015,2.3433333333333293,1.0999999999999996,2
247,B3 SH,1,6,STUART,2931.5,66.86399999999999,0.55,5.3,16.55,3.625,1,0.1,3.441733333333335,0.31499999999999995,59.48043333333335,-5.7450000000000045,12.355000000000011,-1.0,0.6496,0.025000000000000022,2.5966666666666627,-0.20000000000000018,3
248,B3 SH,1,6,STUART,2932.0,53.702,0.62,5.7,13.75,4.003,1,0.05,3.4270666666666685,0.3780000000000001,60.345966666666676,-13.161999999999992,12.343333333333343,-2.8000000000000007,0.6565666666666666,0.06999999999999995,2.9066666666666623,0.40000000000000036,3
249,B3 LM,0,7,STUART,2932.5,40.474000000000004,0.713,4.7,11.15,4.2780000000000005,2,1.0,3.424766666666669,0.27500000000000036,60.70230000000001,-13.227999999999994,12.32000000000001,-2.5999999999999996,0.6642666666666667,0.09299999999999997,3.1666666666666625,-1.0,8
250,B3 LM,0,7,STUART,2933.0,28.12,0.774,2.2,10.5,4.537,2,0.9,3.4288000000000025,0.25899999999999945,60.604933333333335,-12.354000000000003,12.356666666666676,-0.6500000000000004,0.6708000000000001,0.061000000000000054,3.3133333333333295,-2.5,8
251,B3 LM,0,7,STUART,2933.5,20.213,0.769,-1.1,10.95,4.6819999999999995,2,0.8,3.4384000000000023,0.14499999999999957,60.250800000000005,-7.907,12.47500000000001,0.4499999999999993,0.6736666666666667,-0.0050000000000000044,3.2899999999999965,-3.3000000000000003,8
252,B3 LM,0,7,STUART,2934.0,19.192999999999998,0.732,-1.0,11.1,4.546,2,0.7,3.4451666666666694,-0.13599999999999923,59.802566666666664,-1.0200000000000031,12.658333333333342,0.15000000000000036,0.6711666666666667,-0.03700000000000003,3.2233333333333296,0.10000000000000009,8
253,B3 LM,0,7,STUART,2934.5,20.449,0.6990000000000001,-0.7,10.65,4.386,2,0.6,3.455166666666669,-0.16000000000000014,59.365166666666674,1.2560000000000038,12.863333333333342,-0.4499999999999993,0.6630666666666668,-0.03299999999999992,3.146666666666663,0.30000000000000004,8
254,B3 LM,0,7,STUART,2935.0,21.355,0.679,-0.1,9.95,4.28,2,0.5,3.4708000000000023,-0.10599999999999987,58.75833333333334,0.9059999999999988,13.043333333333342,-0.7000000000000011,0.6522666666666667,-0.020000000000000018,3.0799999999999965,0.6,8
255,B3 LM,0,7,STUART,2935.5,21.641,0.6679999999999999,1.3,8.95,4.221,2,0.4,3.490666666666669,-0.05900000000000016,57.89720000000001,0.2859999999999978,13.136666666666676,-1.0,0.6435,-0.01100000000000012,3.0733333333333297,1.4000000000000001,8
256,B3 LM,0,7,STUART,2936.0,24.203000000000003,0.653,2.6,8.3,4.099,2,0.3,3.5142000000000024,-0.12199999999999989,56.82253333333335,2.5620000000000047,13.145000000000008,-0.6499999999999986,0.6378999999999999,-0.014999999999999902,3.0833333333333295,1.3,8
257,B3 LM,0,7,STUART,2936.5,34.574,0.613,2.4,9.0,3.66,2,0.2,3.5322000000000022,-0.43900000000000006,55.815033333333346,10.370999999999995,13.125000000000007,0.6999999999999993,0.6332999999999999,-0.040000000000000036,3.0499999999999963,-0.20000000000000018,8
258,B3 LM,0,7,STUART,2937.0,45.231,0.5479999999999999,2.3,10.45,3.4960000000000004,2,0.1,3.547733333333335,-0.1639999999999997,54.99873333333335,10.657000000000004,13.060000000000008,1.4499999999999993,0.6278666666666665,-0.06500000000000006,3.026666666666663,-0.10000000000000009,8
259,B4 SH,1,8,STUART,2937.5,56.427,0.498,2.9,11.35,3.338,1,1.0,3.559533333333335,-0.15800000000000036,54.462600000000016,11.195999999999998,12.893333333333342,0.9000000000000004,0.6232333333333332,-0.04999999999999993,3.006666666666663,0.6000000000000001,2
260,B4 SH,1,8,STUART,2938.0,67.06,0.504,1.7,11.65,3.135,1,0.9440000000000001,3.5668666666666686,-0.2030000000000003,54.208000000000006,10.633000000000003,12.58833333333334,0.3000000000000007,0.6225333333333333,0.006000000000000005,2.8833333333333298,-1.2,2
261,B4 SH,1,8,STUART,2938.5,70.83800000000001,0.5579999999999999,2.0,10.8,3.012,1,0.889,3.570100000000002,-0.12299999999999978,54.07933333333334,3.778000000000006,12.255000000000006,-0.8499999999999996,0.6236333333333334,0.05399999999999994,2.769999999999996,0.30000000000000004,2
262,B4 SH,1,8,STUART,2939.0,69.932,0.612,3.3,10.05,3.0660000000000003,1,0.833,3.5749666666666684,0.05400000000000027,53.962900000000005,-0.9060000000000059,11.870000000000006,-0.75,0.6287666666666667,0.05400000000000005,2.7066666666666626,1.2999999999999998,2
263,B4 SH,1,8,STUART,2939.5,74.52600000000001,0.633,4.1,10.25,3.109,1,0.778,3.578766666666668,0.042999999999999705,54.06950000000001,4.594000000000008,11.633333333333338,0.1999999999999993,0.6336666666666666,0.02100000000000002,2.7399999999999958,0.7999999999999998,2
264,B4 SH,1,8,STUART,2940.0,77.611,0.626,5.0,11.0,3.063,1,0.722,3.5768000000000013,-0.04599999999999982,54.35863333333335,3.0849999999999937,11.558333333333339,0.75,0.6349666666666667,-0.007000000000000006,2.769999999999996,0.9000000000000004,2
265,B4 SH,1,8,STUART,2940.5,78.59,0.605,5.9,11.55,3.092,1,0.667,3.5717666666666683,0.028999999999999915,54.759566666666686,0.9789999999999992,11.501666666666672,0.5500000000000007,0.6327666666666667,-0.02100000000000002,2.92333333333333,0.9000000000000004,2
266,B4 SH,1,8,STUART,2941.0,76.729,0.591,5.7,11.95,3.051,1,0.611,3.562666666666668,-0.040999999999999925,55.16266666666669,-1.8610000000000042,11.456666666666672,0.3999999999999986,0.6303666666666667,-0.014000000000000012,3.006666666666663,-0.20000000000000018,2
267,B4 SH,1,8,STUART,2941.5,74.11,0.608,3.7,10.95,3.07,1,0.556,3.5540000000000016,0.018999999999999684,55.412366666666685,-2.6189999999999998,11.368333333333338,-1.0,0.6298,0.017000000000000015,2.996666666666663,-2.0,2
268,B4 SH,1,8,STUART,2942.0,66.407,0.653,2.2,9.6,2.997,1,0.5,3.5429000000000017,-0.07299999999999995,55.40530000000002,-7.703000000000003,11.235000000000005,-1.3499999999999996,0.6307333333333334,0.04500000000000004,2.936666666666663,-1.5,2
269,B4 SH,1,8,STUART,2942.5,64.081,0.693,1.4,8.6,3.093,1,0.444,3.5357000000000016,0.09600000000000009,55.35386666666668,-2.3259999999999934,11.10833333333334,-1.0,0.6326666666666667,0.039999999999999925,2.8766666666666634,-0.8000000000000003,2
270,B4 SH,1,8,STUART,2943.0,65.885,0.705,0.9,8.55,3.1060000000000003,1,0.389,3.528733333333335,0.013000000000000345,55.372633333333354,1.804000000000002,11.071666666666674,-0.049999999999998934,0.6335,0.01200000000000001,2.7966666666666637,-0.4999999999999999,2
271,B4 SH,1,8,STUART,2943.5,70.29899999999999,0.696,1.4,9.0,3.085,1,0.33299999999999996,3.523833333333335,-0.02100000000000035,55.48143333333335,4.413999999999987,11.085000000000006,0.4499999999999993,0.6331333333333333,-0.009000000000000008,2.76333333333333,0.4999999999999999,2
272,B4 SH,1,8,STUART,2944.0,70.29899999999999,0.696,1.4,9.0,3.085,1,0.33299999999999996,3.5214333333333347,0.0,55.551600000000015,0.0,11.091666666666672,0.0,0.6332333333333333,0.0,2.709999999999997,0.0,2
273,B4 SH,1,8,STUART,2944.5,74.551,0.677,3.1,9.65,3.0660000000000003,1,0.278,3.5225000000000013,-0.018999999999999684,55.731666666666676,4.2520000000000095,11.066666666666672,0.6500000000000004,0.6342666666666666,-0.018999999999999906,2.7133333333333303,1.7000000000000002,2
274,B4 SH,1,8,STUART,2945.0,79.65899999999999,0.643,3.4,12.5,2.9019999999999997,1,0.222,3.517500000000001,-0.1640000000000006,55.98026666666668,5.10799999999999,11.04333333333334,2.8499999999999996,0.6361,-0.03400000000000003,2.719999999999997,0.2999999999999998,2
275,B4 SH,1,8,STUART,2945.5,80.402,0.573,-2.8,19.3,2.9819999999999998,1,0.16699999999999998,3.512500000000001,0.08000000000000007,56.201133333333345,0.7430000000000092,11.15333333333334,6.800000000000001,0.6371333333333332,-0.07000000000000006,2.479999999999997,-6.199999999999999,2
276,B4 SH,1,8,STUART,2946.0,74.649,0.483,-0.5,23.95,3.14,1,0.111,3.506833333333334,0.15800000000000036,56.26913333333335,-5.753,11.366666666666672,4.649999999999999,0.6357333333333333,-0.08999999999999997,2.2799999999999967,2.3,2
277,B4 SH,1,8,STUART,2946.5,63.428999999999995,0.461,0.2,24.2,3.3939999999999997,1,0.055999999999999994,3.4991333333333343,0.25399999999999956,56.15463333333335,-11.220000000000006,11.621666666666671,0.25,0.6327666666666666,-0.021999999999999964,2.109999999999997,0.7,3
278,B4 LM,0,9,STUART,2947.0,47.916000000000004,0.598,-7.6,18.9,3.762,2,1.0,3.491100000000001,0.3680000000000003,55.96176666666668,-15.512999999999991,11.793333333333338,-5.300000000000001,0.6320333333333331,0.13699999999999996,1.6666666666666636,-7.8,8
279,B4 LM,0,9,STUART,2947.5,32.469,0.912,-1.4,9.8,4.314,2,0.929,3.4923000000000006,0.552,55.69493333333335,-15.447000000000003,11.748333333333338,-9.099999999999998,0.6386666666666664,0.31400000000000006,1.4633333333333303,6.199999999999999,8
280,B4 LM,0,9,STUART,2948.0,20.718000000000004,1.222,-2.9,7.85,4.863,2,0.857,3.503166666666667,0.5490000000000004,55.44820000000003,-11.750999999999998,11.660000000000005,-1.950000000000001,0.6535999999999997,0.30999999999999994,1.2933333333333301,-1.5,8
281,B4 LM,0,9,STUART,2948.5,15.015,1.2329999999999999,-1.6,6.4,4.813,2,0.7859999999999999,3.507533333333334,-0.05000000000000071,55.274933333333365,-5.703000000000003,11.508333333333338,-1.4499999999999993,0.6690666666666665,0.010999999999999899,1.2766666666666635,1.2999999999999998,8
282,B4 LM,0,9,STUART,2949.0,14.084000000000001,1.084,-1.1,6.55,4.644,2,0.7140000000000001,3.5108000000000006,-0.1689999999999996,55.10463333333337,-0.9309999999999992,11.356666666666673,0.14999999999999947,0.6807999999999998,-0.1489999999999998,1.27333333333333,0.5,8
283,B4 LM,0,9,STUART,2949.5,15.937000000000001,0.9620000000000001,-0.4,7.4,4.6339999999999995,2,0.643,3.5190666666666672,-0.010000000000000675,54.95423333333336,1.8529999999999998,11.248333333333338,0.8500000000000005,0.6895666666666664,-0.122,1.2833333333333303,0.7000000000000001,8
284,B4 LM,0,9,STUART,2950.0,19.348,0.9009999999999999,-1.0,7.9,4.545,2,0.5710000000000001,3.5279000000000007,-0.08899999999999952,54.88733333333336,3.410999999999998,11.180000000000005,0.5,0.6969666666666665,-0.061000000000000165,1.2533333333333303,-0.6,8
285,B4 LM,0,9,STUART,2950.5,21.469,0.9059999999999999,-1.1,6.75,4.5760000000000005,2,0.5,3.5397333333333334,0.031000000000000583,54.88160000000003,2.121000000000002,11.106666666666673,-1.1500000000000004,0.7048999999999999,0.0050000000000000044,1.1733333333333305,-0.10000000000000009,8
286,B4 LM,0,9,STUART,2951.0,22.587,0.9690000000000001,-1.4,5.5,4.527,2,0.429,3.5540000000000003,-0.04900000000000038,54.82773333333336,1.1179999999999986,11.013333333333339,-1.25,0.7154333333333333,0.06300000000000017,1.039999999999997,-0.2999999999999998,8
287,B4 LM,0,9,STUART,2951.5,25.721,1.079,-0.9,4.45,4.512,2,0.35700000000000004,3.5824000000000003,-0.015000000000000568,54.53263333333336,3.1340000000000003,10.861666666666672,-1.0499999999999998,0.7309666666666667,0.10999999999999988,0.9299999999999972,0.4999999999999999,8
288,B4 LM,0,9,STUART,2952.0,29.45,1.2,0.0,4.0,4.437,2,0.28600000000000003,3.6137666666666672,-0.07499999999999929,54.00660000000003,3.728999999999999,10.646666666666672,-0.4500000000000002,0.7527,0.121,0.8533333333333304,0.9,8
289,B4 LM,0,9,STUART,2952.5,36.313,1.169,-3.3,6.95,3.97,2,0.214,3.634833333333334,-0.4670000000000001,53.336133333333365,6.863000000000003,10.500000000000004,2.95,0.7750666666666667,-0.030999999999999917,0.6466666666666637,-3.3,8
290,B4 LM,0,9,STUART,2953.0,49.49100000000001,0.909,-8.9,13.85,3.695,2,0.14300000000000002,3.6535,-0.27500000000000036,52.75050000000003,13.178000000000004,10.57333333333334,6.8999999999999995,0.7885666666666665,-0.26,0.29333333333333045,-5.6000000000000005,6
291,B5 SH,1,10,STUART,2953.5,69.222,0.469,-6.0,27.9,3.3510000000000004,1,1.0,3.6648,-0.3439999999999994,52.69663333333337,19.730999999999987,11.143333333333338,14.049999999999999,0.7856,-0.44000000000000006,0.02666666666666379,2.9000000000000004,3
292,B5 SH,1,10,STUART,2954.0,70.968,0.444,-2.5,28.85,3.49,1,0.75,3.678933333333333,0.1389999999999998,52.7311666666667,1.7460000000000093,11.770000000000005,0.9500000000000028,0.7799999999999999,-0.024999999999999967,-0.16666666666666954,3.5,3
293,B5 SH,1,10,STUART,2954.5,65.37899999999999,0.501,-0.3,22.75,3.9,1,0.5,3.7053000000000003,0.4099999999999997,52.4262666666667,-5.589000000000013,12.186666666666671,-6.100000000000001,0.7756000000000001,0.056999999999999995,-0.3133333333333362,2.2,3
294,B5 SH,1,10,STUART,2955.0,54.093,0.56,-0.5,16.75,4.126,1,0.25,3.7407333333333335,0.22600000000000042,51.64233333333336,-11.285999999999987,12.378333333333337,-6.0,0.7734,0.05900000000000005,-0.49666666666666953,-0.2,3
295,B5 LM,0,11,STUART,2955.5,41.633,0.541,3.9,11.55,4.482,2,1.0,3.787066666666667,0.35599999999999987,50.410433333333366,-12.46,12.378333333333337,-5.199999999999999,0.7712666666666667,-0.019000000000000017,-0.5633333333333361,4.4,8
296,B5 LM,0,11,STUART,2956.0,33.644,0.439,3.8,11.7,4.707,2,0.976,3.8422666666666667,0.22499999999999964,48.9742666666667,-7.989000000000004,12.370000000000005,0.14999999999999858,0.7661999999999999,-0.10200000000000004,-0.6266666666666694,-0.10000000000000009,9
297,B5 LM,0,11,STUART,2956.5,28.976999999999997,0.321,1.3,14.45,4.447,2,0.951,3.888166666666667,-0.2599999999999998,47.46983333333337,-4.667000000000002,12.486666666666672,2.75,0.7566333333333333,-0.118,-0.7066666666666693,-2.5,9
