,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies,GR025,GR2,PHIND025,PHIND2,DeltaPHIlog,DeltaPHI05,NM_M_GR,NM_M_PHIND,NM_M_DeltaPHI,GR_PHIND,NM_M_ILD_log10,NM_M_ILD_log10_GR,NM_M_ILD_log10_GR_PHIND,ILD_log10_GR_PHIND,ILD_log10_GR_PHIND_DeltaPHI
185,B2 SH,STUART,2900.5,89.93299999999999,0.591,3.9,18.55,2.7889999999999997,1,0.8420000000000001,3,3.0794968928396598,8087.944488999999,2.075324334524993,344.1025,15.209999999999999,59.318999999999996,89.93299999999999,18.55,3.9,1668.25715,0.591,53.15040299999999,985.9399756499998,985.9399756499998,3845.1659050349995
186,B2 SH,STUART,2901.0,89.38600000000001,0.539,4.5,22.55,2.861,1,0.789,3,3.074803563997016,7989.856996000001,2.179147546228457,508.50250000000005,20.25,91.125,89.38600000000001,22.55,4.5,2015.6543000000004,0.539,48.17905400000001,1086.4376677000002,1086.4376677000002,4888.969504650001
187,B2 SH,STUART,2901.5,89.427,0.479,6.2,25.4,2.935,1,0.737,3,3.075156094783581,7997.188329000001,2.244959079213174,645.16,38.440000000000005,238.32800000000003,89.427,25.4,6.2,2271.4458,0.479,42.835533,1088.0225381999999,1088.0225381999999,6745.73973684
188,B2 SH,STUART,2902.0,87.51700000000001,0.461,7.6,24.4,3.128,1,0.684,3,3.058602967209925,7659.225289000002,2.222529103092103,595.3599999999999,57.76,438.97599999999994,87.51700000000001,24.4,7.6,2135.4148,0.461,40.34533700000001,984.4262228000001,984.4262228000001,7481.639293280001
189,B2 SH,STUART,2902.5,83.74700000000001,0.485,8.7,23.15,3.284,1,0.632,3,3.0251179646229165,7013.5600090000025,2.1935005560719065,535.9224999999999,75.68999999999998,658.5029999999998,83.74700000000001,23.15,8.7,1938.7430500000003,0.485,40.617295000000006,940.2903792500001,940.2903792500001,8180.526299475
190,B2 SH,STUART,2903.0,78.304,0.541,6.1,21.25,3.332,1,0.579,3,2.9747192708779964,6131.516416,2.1470380128554885,451.5625,37.209999999999994,226.98099999999997,78.304,21.25,6.1,1663.96,0.541,42.362464,900.2023600000001,900.2023600000001,5491.234396000001
191,B2 SH,STUART,2903.5,71.858,0.635,8.5,15.95,3.485,1,0.526,2,2.9115133203049632,5163.572164,1.9984356656002644,254.40249999999997,72.25,614.125,71.858,15.95,8.5,1146.1351,0.635,45.629830000000005,727.7957885000001,727.7957885000001,6186.26420225
192,B2 SH,STUART,2904.0,64.70100000000001,0.737,5.0,15.7,3.471,1,0.474,2,2.8361405433471574,4186.219401000001,1.9905583516269474,246.48999999999998,25.0,125.0,64.70100000000001,15.7,5.0,1015.8057000000001,0.737,47.684637,748.6488009,748.6488009,3743.2440045
193,B2 SH,STUART,2904.5,64.293,0.752,1.7,17.15,3.45,1,0.42100000000000004,2,2.8316588051196474,4133.589849000001,2.0350075793887674,294.12249999999995,2.8899999999999997,4.912999999999999,64.293,17.15,1.7,1102.6249500000001,0.752,48.348336,829.1739623999999,829.1739623999999,1409.5957360799998
194,B2 SH,STUART,2905.0,67.158,0.6859999999999999,-0.3,19.95,3.2760000000000002,1,0.368,2,2.862690775246174,4510.196964,2.1134195718847355,398.0025,0.09,-0.026999999999999996,67.158,19.95,-0.3,1339.8020999999999,0.6859999999999999,46.070387999999994,919.1042405999998,919.1042405999998,-275.7312721799999
195,B2 SH,STUART,2905.5,72.47800000000001,0.631,0.2,20.4,3.1710000000000003,1,0.316,3,2.9177733291776398,5253.060484000001,2.1252378493369832,416.15999999999997,0.04000000000000001,0.008000000000000002,72.47800000000001,20.4,0.2,1478.5512,0.631,45.73361800000001,932.9658072000001,932.9658072000001,186.59316144000002
196,B2 SH,STUART,2906.0,78.068,0.614,5.0,18.1,3.252,1,0.21100000000000002,3,2.972475360631802,6094.612623999999,2.0626219908738803,327.61000000000007,25.0,125.0,78.068,18.1,5.0,1413.0308,0.614,47.933752,867.6009112,867.6009112,4338.004556
197,B2 SH,STUART,2906.5,73.008,0.5920000000000001,2.4,20.1,3.175,1,0.158,3,2.9230928649429857,5330.1680639999995,2.1173810130186723,404.01000000000005,5.76,13.823999999999998,73.008,20.1,2.4,1467.4608,0.5920000000000001,43.220736,868.7367936,868.7367936,2084.96830464
198,B2 SH,STUART,2907.0,64.64399999999999,0.5429999999999999,1.7,22.35,3.302,1,0.105,3,2.835515694251401,4178.846735999999,2.1742995795035065,499.52250000000004,2.8899999999999997,4.912999999999999,64.64399999999999,22.35,1.7,1444.7933999999998,0.5429999999999999,35.10169199999999,784.5228161999999,784.5228161999999,1333.6887875399998
199,B2 SH,STUART,2907.5,49.801,0.5379999999999999,0.0,20.8,3.551,1,0.053,3,2.656498138136072,2480.1396010000003,2.1355799447448818,432.64000000000004,0.0,0.0,49.801,20.8,0.0,1035.8608000000002,0.5379999999999999,26.792937999999996,557.2931103999999,557.2931103999999,0.0
200,B2 LM,STUART,2908.0,35.937,0.628,-2.8,16.8,3.96,2,1.0,8,2.4484173870304535,1291.4679689999998,2.0245444688580787,282.24,7.839999999999999,-21.951999999999995,71.874,33.6,-5.6,603.7416,1.256,45.136872,758.2994496,379.1497248,-1061.61922944
201,B2 LM,STUART,2908.5,24.203000000000003,0.743,-0.3,12.35,4.454,2,0.963,8,2.2180294090500112,585.7852090000001,1.8746350786649426,152.52249999999998,0.09,-0.026999999999999996,48.406000000000006,24.7,-0.6,298.90705,1.486,35.965658000000005,444.1758763,222.08793815,-66.626381445
202,B2 LM,STUART,2909.0,15.985999999999999,0.777,-0.2,11.5,4.657,2,0.9259999999999999,8,1.9995623563719958,255.55219599999995,1.8415116050578215,132.25,0.04000000000000001,-0.008000000000000002,31.971999999999998,23.0,-0.4,183.839,1.554,24.842243999999997,285.68580599999996,142.84290299999998,-28.568580599999997
203,B2 LM,STUART,2909.5,12.036,0.773,-0.5,10.55,4.593999999999999,2,0.889,8,1.8626040578396896,144.865296,1.802242035294467,111.30250000000001,0.25,-0.125,24.072,21.1,-1.0,126.9798,1.546,18.607656,196.3107708,98.1553854,-49.0776927
204,B2 LM,STUART,2910.0,12.745999999999999,0.787,-1.2,9.2,4.437,2,0.852,8,1.8894851304788205,162.46051599999996,1.741594148365405,84.63999999999999,1.44,-1.7279999999999998,25.491999999999997,18.4,-2.4,117.26319999999998,1.574,20.062203999999998,184.57227679999997,92.28613839999998,-110.74336607999997
205,B2 LM,STUART,2910.5,14.843,0.809,-1.6,7.7,4.351,2,0.815,8,1.9628197619173884,220.314649,1.665799323178612,59.290000000000006,2.5600000000000005,-4.096000000000001,29.686,15.4,-3.2,114.2911,1.618,24.015974,184.9229998,92.4614999,-147.93839984000002
206,B2 LM,STUART,2911.0,17.087,0.8059999999999999,-1.0,6.8,4.242,2,0.778,8,2.0331361148625957,291.965569,1.6148315584236825,46.239999999999995,1.0,-1.0,34.174,13.6,-2.0,116.1916,1.6119999999999999,27.544244,187.3008592,93.6504296,-93.6504296
207,B2 LM,STUART,2911.5,17.977,0.765,0.3,6.45,4.105,2,0.741,8,2.059108847218294,323.172529,1.5936389239222475,41.6025,0.09,0.026999999999999996,35.954,12.9,0.6,115.95165,1.53,27.504810000000003,177.40602450000003,88.70301225000001,26.610903675000003
208,B2 LM,STUART,2912.0,18.834,0.701,-0.1,7.15,4.279,2,0.7040000000000001,8,2.083222423143544,354.719556,1.635221205655121,51.1225,0.010000000000000002,-0.0010000000000000002,37.668,14.3,-0.2,134.66310000000001,1.402,26.405268,188.7976662,94.3988331,-9.43988331
209,B2 LM,STUART,2912.5,19.258,0.644,0.4,7.4,4.669,2,0.667,8,2.09484934627933,370.87056399999994,1.6493314105258192,54.760000000000005,0.16000000000000003,0.06400000000000002,38.516,14.8,0.8,142.5092,1.288,24.804304,183.5518496,91.7759248,36.71036992
210,B2 LM,STUART,2913.0,19.062,0.61,0.6,7.8,5.19,2,0.63,8,2.089498753034884,363.35984400000007,1.6711816205169887,60.839999999999996,0.36,0.21599999999999997,38.124,15.6,1.2,148.6836,1.22,23.25564,181.393992,90.696996,54.4181976
211,B2 LM,STUART,2913.5,18.637999999999998,0.6,1.8,7.6,5.527,2,0.593,8,2.0777812691050865,347.37504399999995,1.6603643426724282,57.76,3.24,5.832000000000001,37.275999999999996,15.2,3.6,141.64879999999997,1.2,22.365599999999997,169.97855999999996,84.98927999999998,152.98070399999997
212,B2 LM,STUART,2914.0,19.462,0.598,3.4,6.8,6.321000000000001,2,0.556,9,2.1003751289293815,378.76944399999996,1.6148315584236825,46.239999999999995,11.559999999999999,39.303999999999995,38.924,13.6,6.8,132.3416,1.196,23.276552,158.2805536,79.1402768,269.07694111999996
213,B2 LM,STUART,2914.5,19.552,0.581,3.1,6.95,6.16,2,0.519,9,2.1027991710430536,382.28070399999996,1.6236641479360236,48.3025,9.610000000000001,29.791000000000004,39.104,13.9,6.2,135.8864,1.162,22.719423999999997,157.89999679999997,78.94999839999998,244.74499503999996
214,B2 LM,STUART,2915.0,20.653000000000002,0.529,0.9,8.65,5.865,2,0.48100000000000004,9,2.1317967032878555,426.5464090000001,1.714960126058489,74.8225,0.81,0.7290000000000001,41.306000000000004,17.3,1.8,178.64845000000003,1.058,21.850874000000005,189.01006010000006,94.50503005000003,85.05452704500003
215,B2 LM,STUART,2915.5,23.371,0.45,-1.0,11.3,5.315,2,0.444,8,2.1987169471313948,546.203641,1.8334522799337654,127.69000000000001,1.0,-1.0,46.742,22.6,-2.0,264.0923,0.9,21.0339,237.68307000000001,118.84153500000001,-118.84153500000001
216,B2 LM,STUART,2916.0,25.468000000000004,0.391,-1.3,13.75,4.918,2,0.40700000000000003,8,2.246460104784602,648.6190240000002,1.9256425534215407,189.0625,1.6900000000000002,-2.197,50.93600000000001,27.5,-2.6,350.18500000000006,0.782,19.915976000000004,273.84467000000006,136.92233500000003,-177.99903550000005
217,B2 LM,STUART,2916.5,26.291999999999998,0.377,-2.3,14.85,4.521,2,0.37,8,2.2644143889942847,691.2692639999999,1.9630511388141518,220.52249999999998,5.289999999999999,-12.166999999999998,52.583999999999996,29.7,-4.6,390.4362,0.754,19.824168,294.3888948,147.1944474,-338.54722902
218,B2 LM,STUART,2917.0,27.736,0.41100000000000003,-3.6,14.1,4.4430000000000005,2,0.33299999999999996,8,2.2948851578218368,769.285696,1.9377813785625346,198.81,12.96,-46.656000000000006,55.472,28.2,-7.2,391.0776,0.8220000000000001,22.798992000000002,321.4657872,160.7328936,-578.6384169600001
219,B2 LM,STUART,2917.5,29.784000000000002,0.48200000000000004,-3.1,11.85,4.3469999999999995,2,0.29600000000000004,8,2.3361232720490457,887.0866560000002,1.8553659734973316,140.42249999999999,9.610000000000001,-29.791000000000004,59.568000000000005,23.7,-6.2,352.9404,0.9640000000000001,28.711776000000004,340.23454560000005,170.11727280000002,-527.3635456800001
220,B2 LM,STUART,2918.0,31.041,0.578,-2.2,9.4,4.416,2,0.259,8,2.3603908690978854,963.543681,1.7509831362269537,88.36000000000001,4.840000000000001,-10.648000000000003,62.082,18.8,-4.4,291.78540000000004,1.156,35.883396,337.3039224,168.6519612,-371.03431464
221,B2 LM,STUART,2918.5,30.837,0.6829999999999999,-0.4,7.4,4.394,2,0.222,6,2.3565031802004026,950.920569,1.6493314105258192,54.760000000000005,0.16000000000000003,-0.06400000000000002,61.674,14.8,-0.8,228.1938,1.3659999999999999,42.123341999999994,311.7127308,155.8563654,-62.34254616
222,B2 LM,STUART,2919.0,32.64,0.807,1.0,5.6,4.343,2,0.185,6,2.390218137081693,1065.3696,1.5383211346269174,31.359999999999996,1.0,1.0,65.28,11.2,2.0,182.784,1.614,52.680960000000006,295.013376,147.506688,147.506688
223,B2 LM,STUART,2919.5,33.571,0.9420000000000001,1.6,4.5,4.086,2,0.14800000000000002,6,2.4070830211761667,1127.012041,1.4564753151219703,20.25,2.5600000000000005,4.096000000000001,67.142,9.0,3.2,151.0695,1.8840000000000001,63.247764000000004,284.614938,142.307469,227.6919504
224,B2 LM,STUART,2920.0,39.56,1.003,1.9,4.55,3.8110000000000004,2,0.111,6,2.5079222630310047,1564.9936000000002,1.460504330965901,20.702499999999997,3.61,6.858999999999999,79.12,9.1,3.8,179.998,2.006,79.35736,361.075988,180.537994,343.0221886
225,B2 LM,STUART,2920.5,47.475,0.9309999999999999,1.5,6.15,3.625,2,0.07400000000000001,6,2.62492103628157,2253.875625,1.5747759693135557,37.822500000000005,2.25,3.375,94.95,12.3,3.0,291.97125,1.8619999999999999,88.39845,543.6504675,271.82523375,407.73785062499996
226,B2 LM,STUART,2921.0,56.443000000000005,0.821,2.3,8.05,3.3930000000000002,2,0.037000000000000005,4,2.740958892216292,3185.8122490000005,1.684414495254129,64.80250000000001,5.289999999999999,12.166999999999998,112.88600000000001,16.1,4.6,454.36615000000006,1.642,92.679406,746.0692183000001,373.03460915000005,857.9796010450001
227,B3 SH,STUART,2921.5,64.79899999999999,0.7509999999999999,3.4,9.6,3.12,1,1.0,3,2.837213880862744,4198.910400999999,1.7602234735867868,92.16,11.559999999999999,39.303999999999995,64.79899999999999,9.6,3.4,622.0704,0.7509999999999999,48.664048999999984,467.1748703999998,467.1748703999998,1588.3945593599992
228,B3 SH,STUART,2922.0,69.72,0.711,3.0,12.4,3.03,1,0.95,3,2.8896107519974454,4860.8784,1.876529608701073,153.76000000000002,9.0,27.0,69.72,12.4,3.0,864.528,0.711,49.570919999999994,614.679408,614.679408,1844.038224
229,B3 SH,STUART,2922.5,72.51100000000001,0.637,3.5,16.35,2.984,1,0.9,3,2.918105395750001,5257.845121000001,2.0108489062659944,267.32250000000005,12.25,42.875,72.51100000000001,16.35,3.5,1185.5548500000002,0.637,46.189507000000006,755.1984394500001,755.1984394500001,2643.1945380750003
230,B3 SH,STUART,2923.0,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85,3,2.9398640227175856,5579.791204000001,2.1355799447448818,432.64000000000004,29.160000000000004,157.46400000000003,74.69800000000001,20.8,5.4,1553.7184000000002,0.525,39.21645000000001,815.7021600000002,815.7021600000002,4404.791664000001
231,B3 SH,STUART,2923.5,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85,3,2.9398640227175856,5579.791204000001,2.1355799447448818,432.64000000000004,29.160000000000004,157.46400000000003,74.69800000000001,20.8,5.4,1553.7184000000002,0.525,39.21645000000001,815.7021600000002,815.7021600000002,4404.791664000001
232,B3 SH,STUART,2924.0,73.425,0.45799999999999996,5.2,21.6,2.92,1,0.8,3,2.927257913902714,5391.230624999999,2.1558246717785052,466.56000000000006,27.040000000000003,140.608,73.425,21.6,5.2,1585.98,0.45799999999999996,33.62864999999999,726.3788399999999,726.3788399999999,3777.1699679999992
233,B3 SH,STUART,2924.5,71.328,0.486,3.1,17.35,2.995,1,0.75,2,2.906129825987871,5087.683584,2.040914775273996,301.02250000000004,9.610000000000001,29.791000000000004,71.328,17.35,3.1,1237.5408000000002,0.486,34.665408,601.4448288,601.4448288,1864.47896928
234,B3 SH,STUART,2925.0,68.937,0.5870000000000001,4.1,13.25,3.122,1,0.7,2,2.881463316190235,4752.309969,1.9078928021878638,175.5625,16.81,68.92099999999998,68.937,13.25,4.1,913.41525,0.5870000000000001,40.466019,536.17475175,536.17475175,2198.316482175
235,B3 SH,STUART,2925.5,66.562,0.6709999999999999,1.3,13.25,3.2430000000000003,1,0.65,2,2.85631822341492,4430.499844,1.9078928021878638,175.5625,1.6900000000000002,2.197,66.562,13.25,1.3,881.9465,0.6709999999999999,44.663101999999995,591.7861015,591.7861015,769.32193195
236,B3 SH,STUART,2926.0,64.63600000000001,0.6629999999999999,3.2,13.3,3.324,1,0.6,2,2.8354279630684784,4177.812496000001,1.9096901596233076,176.89000000000001,10.240000000000002,32.76800000000001,64.63600000000001,13.3,3.2,859.6588000000002,0.6629999999999999,42.853668,569.9537844,569.9537844,1823.85211008
237,B3 SH,STUART,2926.5,66.619,0.625,4.0,13.6,3.33,1,0.55,2,2.8569295252153135,4438.091161,1.9203691788083757,184.95999999999998,16.0,64.0,66.619,13.6,4.0,906.0183999999999,0.625,41.636875,566.2615000000001,566.2615000000001,2265.0460000000003
238,B3 SH,STUART,2927.0,66.619,0.625,4.0,13.6,3.33,1,0.55,2,2.8569295252153135,4438.091161,1.9203691788083757,184.95999999999998,16.0,64.0,66.619,13.6,4.0,906.0183999999999,0.625,41.636875,566.2615000000001,566.2615000000001,2265.0460000000003
239,B3 SH,STUART,2927.5,65.624,0.635,3.2,12.4,3.3089999999999997,1,0.5,2,2.8462017060346776,4306.509375999999,1.876529608701073,153.76000000000002,10.240000000000002,32.76800000000001,65.624,12.4,3.2,813.7375999999999,0.635,41.67124,516.723376,516.723376,1653.5148032000002
240,B3 SH,STUART,2928.0,65.322,0.68,3.3,9.65,3.315,1,0.45,2,2.842921502620964,4266.963684,1.7625109683068112,93.1225,10.889999999999999,35.937,65.322,9.65,3.3,630.3573,0.68,44.418960000000006,428.64296400000006,428.64296400000006,1414.5217812
241,B3 SH,STUART,2928.5,67.035,0.7070000000000001,2.4,8.6,3.2319999999999998,1,0.4,2,2.861379118189288,4493.691225,1.7124764698304722,73.96,5.76,13.823999999999998,67.035,8.6,2.4,576.501,0.7070000000000001,47.393745,407.586207,407.586207,978.2068968
242,B3 SH,STUART,2929.0,68.194,0.693,3.0,8.8,3.157,1,0.35,2,2.8736676654103737,4650.421636,1.722347059926734,77.44000000000001,9.0,27.0,68.194,8.8,3.0,600.1072,0.693,47.258441999999995,415.8742896,415.8742896,1247.6228688
243,B3 SH,STUART,2929.5,69.149,0.6459999999999999,3.0,10.4,3.034,1,0.3,2,2.8836760865899334,4781.584201000001,1.7958015200236968,108.16000000000001,9.0,27.0,69.149,10.4,3.0,719.1496000000001,0.6459999999999999,44.67025399999999,464.57064159999993,464.57064159999993,1393.7119248
244,B3 SH,STUART,2930.0,72.20100000000001,0.588,3.2,13.2,3.052,1,0.25,2,2.914981502203675,5212.9844010000015,1.906090350669923,174.23999999999998,10.240000000000002,32.76800000000001,72.20100000000001,13.2,3.2,953.0532000000001,0.588,42.454188,560.3952816,560.3952816,1793.26490112
245,B3 SH,STUART,2930.5,73.77600000000001,0.542,4.4,16.0,3.1319999999999997,1,0.2,2,2.930750017280543,5442.8981760000015,2.0,256.0,19.360000000000003,85.18400000000003,73.77600000000001,16.0,4.4,1180.4160000000002,0.542,39.98659200000001,639.7854720000001,639.7854720000001,2815.056076800001
246,B3 SH,STUART,2931.0,72.609,0.525,5.5,17.55,3.31,1,0.15,3,2.9190908652150935,5272.066880999999,2.0467711188920665,308.0025,30.25,166.375,72.609,17.55,5.5,1274.28795,0.525,38.119724999999995,669.0011737499999,669.0011737499999,3679.5064556249995
247,B3 SH,STUART,2931.5,66.86399999999999,0.55,5.3,16.55,3.625,1,0.1,3,2.859552592559641,4470.794495999999,2.01697028271653,273.90250000000003,28.09,148.87699999999998,66.86399999999999,16.55,5.3,1106.5991999999999,0.55,36.7752,608.62956,608.62956,3225.7366679999996
248,B3 SH,STUART,2932.0,53.702,0.62,5.7,13.75,4.003,1,0.05,3,2.7070583379948525,2883.904804,1.9256425534215407,189.0625,32.49,185.193,53.702,13.75,5.7,738.4024999999999,0.62,33.29524,457.80955,457.80955,2609.514435
249,B3 LM,STUART,2932.5,40.474000000000004,0.713,4.7,11.15,4.2780000000000005,2,1.0,8,2.522284272202677,1638.1446760000003,1.8273372899967866,124.3225,22.090000000000003,103.82300000000001,80.94800000000001,22.3,9.4,451.28510000000006,1.426,57.715924,643.5325526,321.7662763,1512.3014986100002
250,B3 LM,STUART,2933.0,28.12,0.774,2.2,10.5,4.537,2,0.9,8,2.3027873183221113,790.7344,1.8001028718392542,110.25,4.840000000000001,10.648000000000003,56.24,21.0,4.4,295.26,1.548,43.52976,457.06248000000005,228.53124000000003,502.7687280000001
251,B3 LM,STUART,2933.5,20.213,0.769,-1.1,10.95,4.6819999999999995,2,0.8,8,2.1203506807262684,408.56536900000003,1.8190872495718449,119.90249999999999,1.2100000000000002,-1.3310000000000004,40.426,21.9,-2.2,221.33235,1.538,31.087594000000003,340.4091543,170.20457715,-187.22503486500003
252,B3 LM,STUART,2934.0,19.192999999999998,0.732,-1.0,11.1,4.546,2,0.7,8,2.0930794598297484,368.3712489999999,1.825285251622753,123.21,1.0,-1.0,38.385999999999996,22.2,-2.0,213.04229999999998,1.464,28.098551999999998,311.89392719999995,155.94696359999998,-155.94696359999998
253,B3 LM,STUART,2934.5,20.449,0.6990000000000001,-0.7,10.65,4.386,2,0.6,8,2.1265128859333964,418.1616010000001,1.806497654140781,113.42250000000001,0.48999999999999994,-0.3429999999999999,40.898,21.3,-1.4,217.78185000000002,1.3980000000000001,28.587702000000004,304.45902630000006,152.22951315000003,-106.56065920500002
254,B3 LM,STUART,2935.0,21.355,0.679,-0.1,9.95,4.28,2,0.5,8,2.149685335986269,456.036025,1.7760523807358557,99.00249999999998,0.010000000000000002,-0.0010000000000000002,42.71,19.9,-0.2,212.48225,1.358,29.000090000000004,288.5508955,144.27544775,-14.427544775000001
255,B3 LM,STUART,2935.5,21.641,0.6679999999999999,1.3,8.95,4.221,2,0.4,8,2.1568469630455027,468.33288099999993,1.7296401534221846,80.10249999999999,1.6900000000000002,2.197,43.282,17.9,2.6,193.68694999999997,1.3359999999999999,28.912375999999995,258.7657651999999,129.38288259999996,168.19774737999995
256,B3 LM,STUART,2936.0,24.203000000000003,0.653,2.6,8.3,4.099,2,0.3,8,2.2180294090500112,585.7852090000001,1.6973426460728507,68.89000000000001,6.760000000000001,17.576,48.406000000000006,16.6,5.2,200.88490000000004,1.306,31.609118000000006,262.3556794000001,131.17783970000005,341.06238322000013
257,B3 LM,STUART,2936.5,34.574,0.613,2.4,9.0,3.66,2,0.2,8,2.4248641170787653,1195.3614759999998,1.7320508075688772,81.0,5.76,13.823999999999998,69.148,18.0,4.8,311.166,1.226,42.387724,381.489516,190.744758,457.7874192
258,B3 LM,STUART,2937.0,45.231,0.5479999999999999,2.3,10.45,3.4960000000000004,2,0.1,6,2.593337543857275,2045.8433610000002,1.797956054815835,109.20249999999999,5.289999999999999,12.166999999999998,90.462,20.9,4.6,472.66395,1.0959999999999999,49.573176,518.0396891999999,259.01984459999994,595.7456425799999
259,B4 SH,STUART,2937.5,56.427,0.498,2.9,11.35,3.338,1,1.0,2,2.740764625411931,3184.006329,1.8354770784688659,128.8225,8.41,24.389,56.427,11.35,2.9,640.44645,0.498,28.100646,318.9423321,318.9423321,924.93276309
260,B4 SH,STUART,2938.0,67.06,0.504,1.7,11.65,3.135,1,0.9440000000000001,2,2.8616458612185567,4497.0436,1.8474873837661794,135.7225,2.8899999999999997,4.912999999999999,67.06,11.65,1.7,781.249,0.504,33.79824,393.749496,393.749496,669.3741432
261,B4 SH,STUART,2938.5,70.83800000000001,0.5579999999999999,2.0,10.8,3.012,1,0.889,2,2.901125876629208,5018.022244000002,1.8128252384140608,116.64000000000001,4.0,8.0,70.83800000000001,10.8,2.0,765.0504000000001,0.5579999999999999,39.527604000000004,426.89812320000004,426.89812320000004,853.7962464000001
262,B4 SH,STUART,2939.0,69.932,0.612,3.3,10.05,3.0660000000000003,1,0.833,2,2.891804886342097,4890.484624000001,1.7804981035736802,101.00250000000001,10.889999999999999,35.937,69.932,10.05,3.3,702.8166000000001,0.612,42.798384,430.1237592,430.1237592,1419.40840536
263,B4 SH,STUART,2939.5,74.52600000000001,0.633,4.1,10.25,3.109,1,0.778,2,2.938170222943415,5554.124676000001,1.7892909541816904,105.0625,16.81,68.92099999999998,74.52600000000001,10.25,4.1,763.8915000000001,0.633,47.174958000000004,483.54331950000005,483.54331950000005,1982.52760995
264,B4 SH,STUART,2940.0,77.611,0.626,5.0,11.0,3.063,1,0.722,2,2.9681156566803963,6023.467321000001,1.8211602868378718,121.0,25.0,125.0,77.611,11.0,5.0,853.721,0.626,48.584486000000005,534.429346,534.429346,2672.14673
265,B4 SH,STUART,2940.5,78.59,0.605,5.9,11.55,3.092,1,0.667,2,2.9774317980833542,6176.3881,1.8435099928108027,133.4025,34.81,205.37900000000005,78.59,11.55,5.9,907.7145,0.605,47.54695,549.1672725000001,549.1672725000001,3240.0869077500006
266,B4 SH,STUART,2941.0,76.729,0.591,5.7,11.95,3.051,1,0.611,2,2.959646789511615,5887.339441,1.8592679213843069,142.80249999999998,32.49,185.193,76.729,11.95,5.7,916.9115499999999,0.591,45.346838999999996,541.8947260499999,541.8947260499999,3088.7999384849995
267,B4 SH,STUART,2941.5,74.11,0.608,3.7,10.95,3.07,1,0.556,2,2.934061436461474,5492.2921,1.8190872495718449,119.90249999999999,13.690000000000001,50.653000000000006,74.11,10.95,3.7,811.5044999999999,0.608,45.05888,493.39473599999997,493.39473599999997,1825.5605232
268,B4 SH,STUART,2942.0,66.407,0.653,2.2,9.6,2.997,1,0.5,2,2.8546539237309854,4409.889649,1.7602234735867868,92.16,4.840000000000001,10.648000000000003,66.407,9.6,2.2,637.5071999999999,0.653,43.363771,416.2922016,416.2922016,915.8428435200001
269,B4 SH,STUART,2942.5,64.081,0.693,1.4,8.6,3.093,1,0.444,2,2.82932163233631,4106.3745610000005,1.7124764698304722,73.96,1.9599999999999997,2.7439999999999993,64.081,8.6,1.4,551.0966,0.693,44.408133,381.90994379999995,381.90994379999995,534.6739213199999
270,B4 SH,STUART,2943.0,65.885,0.705,0.9,8.55,3.1060000000000003,1,0.389,2,2.849027475841573,4340.833225,1.7099819599758033,73.1025,0.81,0.7290000000000001,65.885,8.55,0.9,563.3167500000001,0.705,46.448925,397.1383087500001,397.1383087500001,357.4244778750001
271,B4 SH,STUART,2943.5,70.29899999999999,0.696,1.4,9.0,3.085,1,0.33299999999999996,2,2.8955914581496724,4941.949400999999,1.7320508075688772,81.0,1.9599999999999997,2.7439999999999993,70.29899999999999,9.0,1.4,632.6909999999999,0.696,48.92810399999999,440.3529359999999,440.3529359999999,616.4941103999998
272,B4 SH,STUART,2944.0,70.29899999999999,0.696,1.4,9.0,3.085,1,0.33299999999999996,2,2.8955914581496724,4941.949400999999,1.7320508075688772,81.0,1.9599999999999997,2.7439999999999993,70.29899999999999,9.0,1.4,632.6909999999999,0.696,48.92810399999999,440.3529359999999,440.3529359999999,616.4941103999998
273,B4 SH,STUART,2944.5,74.551,0.677,3.1,9.65,3.0660000000000003,1,0.278,2,2.9384165967498763,5557.851601,1.7625109683068112,93.1225,9.610000000000001,29.791000000000004,74.551,9.65,3.1,719.41715,0.677,50.47102700000001,487.0454105500001,487.0454105500001,1509.8407727050003
274,B4 SH,STUART,2945.0,79.65899999999999,0.643,3.4,12.5,2.9019999999999997,1,0.222,2,2.987505493489094,6345.556280999998,1.8803015465431967,156.25,11.559999999999999,39.303999999999995,79.65899999999999,12.5,3.4,995.7375,0.643,51.22073699999999,640.2592124999999,640.2592124999999,2176.8813224999994
275,B4 SH,STUART,2945.5,80.402,0.573,-2.8,19.3,2.9819999999999998,1,0.16699999999999998,3,2.994447567219134,6464.4816040000005,2.0959905837807953,372.49,7.839999999999999,-21.951999999999995,80.402,19.3,-2.8,1551.7586000000001,0.573,46.070345999999994,889.1576777999999,889.1576777999999,-2489.6414978399994
276,B4 SH,STUART,2946.0,74.649,0.483,-0.5,23.95,3.14,1,0.111,3,2.9393817849520683,5572.473201,2.2122101440181634,573.6025,0.25,-0.125,74.649,23.95,-0.5,1787.84355,0.483,36.055467,863.52843465,863.52843465,-431.764217325
277,B4 SH,STUART,2946.5,63.428999999999995,0.461,0.2,24.2,3.3939999999999997,1,0.055999999999999994,3,2.8220971888055204,4023.238040999999,2.217960673794632,585.64,0.04000000000000001,0.008000000000000002,63.428999999999995,24.2,0.2,1534.9817999999998,0.461,29.240769,707.6266098,707.6266098,141.52532196
