,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies,GR025,GR2,PHIND025,PHIND2,DeltaPHIlog,DeltaPHI05,NM_M_GR,NM_M_PHIND,NM_M_DeltaPHI,GR_PHIND,NM_M_PE,NM_M_PE_GR,NM_M_PE_GR_PHIND,PE_GR_PHIND,PE_GR_PHIND_DeltaPHI
175,B1 LM,STUART,2895.5,74.208,1.095,0.3,6.85,4.478,2,0.19399999999999998,6,2.9350309262233614,5506.827264,1.617791848681554,46.92249999999999,0.09,0.026999999999999996,148.416,13.7,0.6,508.3248,8.956,664.6068479999999,4552.556908799999,2276.2784543999996,682.8835363199998
176,B1 LM,STUART,2896.0,67.819,1.072,-0.7,7.55,4.444,2,0.161,6,2.8697089053464664,4599.416761,1.6576267169682133,57.0025,0.48999999999999994,-0.3429999999999999,135.638,15.1,-1.4,512.03345,8.888,602.775272,4550.953303599999,2275.4766517999997,-1592.8336562599998
177,B1 LM,STUART,2896.5,61.625,1.057,-1.2,7.4,4.439,2,0.129,6,2.8018135616157243,3797.640625,1.6493314105258192,54.760000000000005,1.44,-1.7279999999999998,123.25,14.8,-2.4,456.02500000000003,8.878,547.10675,4048.5899500000005,2024.2949750000002,-2429.1539700000003
178,B1 LM,STUART,2897.0,61.625,1.057,-1.2,7.4,4.439,2,0.129,6,2.8018135616157243,3797.640625,1.6493314105258192,54.760000000000005,1.44,-1.7279999999999998,123.25,14.8,-2.4,456.02500000000003,8.878,547.10675,4048.5899500000005,2024.2949750000002,-2429.1539700000003
179,B1 LM,STUART,2897.5,55.481,1.041,-0.9,6.55,4.335,2,0.09699999999999999,6,2.7292044458438136,3078.141361,1.5997802281607139,42.902499999999996,0.81,-0.7290000000000001,110.962,13.1,-1.8,363.40055,8.67,481.02027,3150.6827685,1575.34138425,-1417.8072458249999
180,B1 LM,STUART,2898.0,57.251000000000005,0.98,-0.1,5.75,3.907,2,0.065,6,2.7507160989062935,3277.6770010000005,1.5485205073412363,33.0625,0.010000000000000002,-0.0010000000000000002,114.50200000000001,11.5,-0.2,329.19325000000003,7.814,447.35931400000004,2572.3160555000004,1286.1580277500002,-128.61580277500002
181,B1 LM,STUART,2898.5,67.28,0.84,-0.6,7.1,3.58,2,0.032,6,2.8639899898155985,4526.5984,1.632354899798094,50.41,0.36,-0.21599999999999997,134.56,14.2,-1.2,477.688,7.16,481.7248,3420.24608,1710.12304,-1026.0738239999998
182,B2 SH,STUART,2899.0,76.02,0.6859999999999999,0.7,9.45,3.23,1,1.0,3,2.9527859540262864,5779.040399999999,1.7533069411223694,89.30249999999998,0.48999999999999994,0.3429999999999999,76.02,9.45,0.7,718.3889999999999,3.23,245.54459999999997,2320.3964699999997,2320.3964699999997,1624.2775289999997
183,B2 SH,STUART,2899.5,84.45700000000001,0.603,2.5,12.45,2.967,1,0.9470000000000001,3,3.031509354453196,7132.984849000001,1.878418417945126,155.00249999999997,6.25,15.625,84.45700000000001,12.45,2.5,1051.48965,2.967,250.58391900000004,3119.7697915500003,3119.7697915500003,7799.424478875
184,B2 SH,STUART,2900.0,89.01899999999999,0.595,4.6,14.9,2.7939999999999996,1,0.895,3,3.0716425697506002,7924.382360999998,1.9647014564874117,222.01000000000002,21.159999999999997,97.33599999999998,89.01899999999999,14.9,4.6,1326.3831,2.7939999999999996,248.71908599999995,3705.9143813999995,3705.9143813999995,17047.206154439995
185,B2 SH,STUART,2900.5,89.93299999999999,0.591,3.9,18.55,2.7889999999999997,1,0.8420000000000001,3,3.0794968928396598,8087.944488999999,2.075324334524993,344.1025,15.209999999999999,59.318999999999996,89.93299999999999,18.55,3.9,1668.25715,2.7889999999999997,250.82313699999995,4652.769191349999,4652.769191349999,18145.799846264996
186,B2 SH,STUART,2901.0,89.38600000000001,0.539,4.5,22.55,2.861,1,0.789,3,3.074803563997016,7989.856996000001,2.179147546228457,508.50250000000005,20.25,91.125,89.38600000000001,22.55,4.5,2015.6543000000004,2.861,255.73334600000004,5766.786952300001,5766.786952300001,25950.541285350002
187,B2 SH,STUART,2901.5,89.427,0.479,6.2,25.4,2.935,1,0.737,3,3.075156094783581,7997.188329000001,2.244959079213174,645.16,38.440000000000005,238.32800000000003,89.427,25.4,6.2,2271.4458,2.935,262.468245,6666.693423000001,6666.693423000001,41333.4992226
188,B2 SH,STUART,2902.0,87.51700000000001,0.461,7.6,24.4,3.128,1,0.684,3,3.058602967209925,7659.225289000002,2.222529103092103,595.3599999999999,57.76,438.97599999999994,87.51700000000001,24.4,7.6,2135.4148,3.128,273.75317600000005,6679.577494400001,6679.577494400001,50764.78895744001
189,B2 SH,STUART,2902.5,83.74700000000001,0.485,8.7,23.15,3.284,1,0.632,3,3.0251179646229165,7013.5600090000025,2.1935005560719065,535.9224999999999,75.68999999999998,658.5029999999998,83.74700000000001,23.15,8.7,1938.7430500000003,3.284,275.02514800000006,6366.832176200001,6366.832176200001,55391.43993294001
190,B2 SH,STUART,2903.0,78.304,0.541,6.1,21.25,3.332,1,0.579,3,2.9747192708779964,6131.516416,2.1470380128554885,451.5625,37.209999999999994,226.98099999999997,78.304,21.25,6.1,1663.96,3.332,260.908928,5544.31472,5544.31472,33820.319792
191,B2 SH,STUART,2903.5,71.858,0.635,8.5,15.95,3.485,1,0.526,3,2.9115133203049632,5163.572164,1.9984356656002644,254.40249999999997,72.25,614.125,71.858,15.95,8.5,1146.1351,3.485,250.42513,3994.2808234999998,3994.2808234999998,33951.38699975
192,B2 SH,STUART,2904.0,64.70100000000001,0.737,5.0,15.7,3.471,1,0.474,3,2.8361405433471574,4186.219401000001,1.9905583516269474,246.48999999999998,25.0,125.0,64.70100000000001,15.7,5.0,1015.8057000000001,3.471,224.57717100000002,3525.8615847,3525.8615847,17629.3079235
193,B2 SH,STUART,2904.5,64.293,0.752,1.7,17.15,3.45,1,0.42100000000000004,3,2.8316588051196474,4133.589849000001,2.0350075793887674,294.12249999999995,2.8899999999999997,4.912999999999999,64.293,17.15,1.7,1102.6249500000001,3.45,221.81085000000004,3804.0560775000004,3804.0560775000004,6466.895331750001
194,B2 SH,STUART,2905.0,67.158,0.6859999999999999,-0.3,19.95,3.2760000000000002,1,0.368,3,2.862690775246174,4510.196964,2.1134195718847355,398.0025,0.09,-0.026999999999999996,67.158,19.95,-0.3,1339.8020999999999,3.2760000000000002,220.00960800000001,4389.1916796000005,4389.1916796000005,-1316.75750388
195,B2 SH,STUART,2905.5,72.47800000000001,0.631,0.2,20.4,3.1710000000000003,1,0.316,3,2.9177733291776398,5253.060484000001,2.1252378493369832,416.15999999999997,0.04000000000000001,0.008000000000000002,72.47800000000001,20.4,0.2,1478.5512,3.1710000000000003,229.82773800000004,4688.4858552000005,4688.4858552000005,937.6971710400002
196,B2 SH,STUART,2906.0,78.068,0.614,5.0,18.1,3.252,1,0.21100000000000002,3,2.972475360631802,6094.612623999999,2.0626219908738803,327.61000000000007,25.0,125.0,78.068,18.1,5.0,1413.0308,3.252,253.87713599999998,4595.1761616,4595.1761616,22975.880808
197,B2 SH,STUART,2906.5,73.008,0.5920000000000001,2.4,20.1,3.175,1,0.158,3,2.9230928649429857,5330.1680639999995,2.1173810130186723,404.01000000000005,5.76,13.823999999999998,73.008,20.1,2.4,1467.4608,3.175,231.80039999999997,4659.18804,4659.18804,11182.051296
198,B2 SH,STUART,2907.0,64.64399999999999,0.5429999999999999,1.7,22.35,3.302,1,0.105,3,2.835515694251401,4178.846735999999,2.1742995795035065,499.52250000000004,2.8899999999999997,4.912999999999999,64.64399999999999,22.35,1.7,1444.7933999999998,3.302,213.45448799999997,4770.7078068,4770.7078068,8110.20327156
199,B2 SH,STUART,2907.5,49.801,0.5379999999999999,0.0,20.8,3.551,1,0.053,3,2.656498138136072,2480.1396010000003,2.1355799447448818,432.64000000000004,0.0,0.0,49.801,20.8,0.0,1035.8608000000002,3.551,176.843351,3678.3417008000006,3678.3417008000006,0.0
200,B2 LM,STUART,2908.0,35.937,0.628,-2.8,16.8,3.96,2,1.0,8,2.4484173870304535,1291.4679689999998,2.0245444688580787,282.24,7.839999999999999,-21.951999999999995,71.874,33.6,-5.6,603.7416,7.92,284.62104,4781.633472,2390.816736,-6694.2868608
201,B2 LM,STUART,2908.5,24.203000000000003,0.743,-0.3,12.35,4.454,2,0.963,8,2.2180294090500112,585.7852090000001,1.8746350786649426,152.52249999999998,0.09,-0.026999999999999996,48.406000000000006,24.7,-0.6,298.90705,8.908,215.600324,2662.6640014,1331.3320007,-399.39960020999996
202,B2 LM,STUART,2909.0,15.985999999999999,0.777,-0.2,11.5,4.657,2,0.9259999999999999,8,1.9995623563719958,255.55219599999995,1.8415116050578215,132.25,0.04000000000000001,-0.008000000000000002,31.971999999999998,23.0,-0.4,183.839,9.314,148.89360399999998,1712.2764459999999,856.1382229999999,-171.2276446
203,B2 LM,STUART,2909.5,12.036,0.773,-0.5,10.55,4.593999999999999,2,0.889,8,1.8626040578396896,144.865296,1.802242035294467,111.30250000000001,0.25,-0.125,24.072,21.1,-1.0,126.9798,9.187999999999999,110.58676799999998,1166.6904023999998,583.3452011999999,-291.67260059999995
204,B2 LM,STUART,2910.0,12.745999999999999,0.787,-1.2,9.2,4.437,2,0.852,8,1.8894851304788205,162.46051599999996,1.741594148365405,84.63999999999999,1.44,-1.7279999999999998,25.491999999999997,18.4,-2.4,117.26319999999998,8.874,113.108004,1040.5936367999998,520.2968183999999,-624.3561820799998
205,B2 LM,STUART,2910.5,14.843,0.809,-1.6,7.7,4.351,2,0.815,8,1.9628197619173884,220.314649,1.665799323178612,59.290000000000006,2.5600000000000005,-4.096000000000001,29.686,15.4,-3.2,114.2911,8.702,129.163786,994.5611521999999,497.28057609999996,-795.64892176
206,B2 LM,STUART,2911.0,17.087,0.8059999999999999,-1.0,6.8,4.242,2,0.778,8,2.0331361148625957,291.965569,1.6148315584236825,46.239999999999995,1.0,-1.0,34.174,13.6,-2.0,116.1916,8.484,144.966108,985.7695343999999,492.88476719999994,-492.88476719999994
207,B2 LM,STUART,2911.5,17.977,0.765,0.3,6.45,4.105,2,0.741,8,2.059108847218294,323.172529,1.5936389239222475,41.6025,0.09,0.026999999999999996,35.954,12.9,0.6,115.95165,8.21,147.59117,951.9630465,475.98152325,142.794456975
208,B2 LM,STUART,2912.0,18.834,0.701,-0.1,7.15,4.279,2,0.7040000000000001,8,2.083222423143544,354.719556,1.635221205655121,51.1225,0.010000000000000002,-0.0010000000000000002,37.668,14.3,-0.2,134.66310000000001,8.558,161.18137199999998,1152.4468098,576.2234049,-57.62234049
209,B2 LM,STUART,2912.5,19.258,0.644,0.4,7.4,4.669,2,0.667,8,2.09484934627933,370.87056399999994,1.6493314105258192,54.760000000000005,0.16000000000000003,0.06400000000000002,38.516,14.8,0.8,142.5092,9.338,179.83120399999999,1330.7509095999999,665.3754547999999,266.15018191999997
210,B2 LM,STUART,2913.0,19.062,0.61,0.6,7.8,5.19,2,0.63,8,2.089498753034884,363.35984400000007,1.6711816205169887,60.839999999999996,0.36,0.21599999999999997,38.124,15.6,1.2,148.6836,10.38,197.86356000000004,1543.3357680000001,771.6678840000001,463.0007304
211,B2 LM,STUART,2913.5,18.637999999999998,0.6,1.8,7.6,5.527,2,0.593,8,2.0777812691050865,347.37504399999995,1.6603643426724282,57.76,3.24,5.832000000000001,37.275999999999996,15.2,3.6,141.64879999999997,11.054,206.024452,1565.7858351999998,782.8929175999999,1409.20725168
212,B2 LM,STUART,2914.0,19.462,0.598,3.4,6.8,6.321000000000001,2,0.556,8,2.1003751289293815,378.76944399999996,1.6148315584236825,46.239999999999995,11.559999999999999,39.303999999999995,38.924,13.6,6.8,132.3416,12.642000000000001,246.03860400000002,1673.0625072,836.5312536,2844.20626224
213,B2 LM,STUART,2914.5,19.552,0.581,3.1,6.95,6.16,2,0.519,8,2.1027991710430536,382.28070399999996,1.6236641479360236,48.3025,9.610000000000001,29.791000000000004,39.104,13.9,6.2,135.8864,12.32,240.88064,1674.1204480000001,837.0602240000001,2594.8866944
214,B2 LM,STUART,2915.0,20.653000000000002,0.529,0.9,8.65,5.865,2,0.48100000000000004,8,2.1317967032878555,426.5464090000001,1.714960126058489,74.8225,0.81,0.7290000000000001,41.306000000000004,17.3,1.8,178.64845000000003,11.73,242.25969000000003,2095.5463185000003,1047.7731592500002,942.9958433250001
215,B2 LM,STUART,2915.5,23.371,0.45,-1.0,11.3,5.315,2,0.444,8,2.1987169471313948,546.203641,1.8334522799337654,127.69000000000001,1.0,-1.0,46.742,22.6,-2.0,264.0923,10.63,248.43373,2807.3011490000004,1403.6505745000002,-1403.6505745000002
216,B2 LM,STUART,2916.0,25.468000000000004,0.391,-1.3,13.75,4.918,2,0.40700000000000003,8,2.246460104784602,648.6190240000002,1.9256425534215407,189.0625,1.6900000000000002,-2.197,50.93600000000001,27.5,-2.6,350.18500000000006,9.836,250.50324800000004,3444.4196600000005,1722.2098300000002,-2238.8727790000003
217,B2 LM,STUART,2916.5,26.291999999999998,0.377,-2.3,14.85,4.521,2,0.37,8,2.2644143889942847,691.2692639999999,1.9630511388141518,220.52249999999998,5.289999999999999,-12.166999999999998,52.583999999999996,29.7,-4.6,390.4362,9.042,237.732264,3530.3241203999996,1765.1620601999998,-4059.8727384599993
218,B2 LM,STUART,2917.0,27.736,0.41100000000000003,-3.6,14.1,4.4430000000000005,2,0.33299999999999996,8,2.2948851578218368,769.285696,1.9377813785625346,198.81,12.96,-46.656000000000006,55.472,28.2,-7.2,391.0776,8.886000000000001,246.46209600000003,3475.1155536000006,1737.5577768000003,-6255.207996480001
219,B2 LM,STUART,2917.5,29.784000000000002,0.48200000000000004,-3.1,11.85,4.3469999999999995,2,0.29600000000000004,8,2.3361232720490457,887.0866560000002,1.8553659734973316,140.42249999999999,9.610000000000001,-29.791000000000004,59.568000000000005,23.7,-6.2,352.9404,8.693999999999999,258.942096,3068.4638376,1534.2319188,-4756.11894828
220,B2 LM,STUART,2918.0,31.041,0.578,-2.2,9.4,4.416,2,0.259,6,2.3603908690978854,963.543681,1.7509831362269537,88.36000000000001,4.840000000000001,-10.648000000000003,62.082,18.8,-4.4,291.78540000000004,8.832,274.154112,2577.0486528,1288.5243264,-2834.7535180800005
221,B2 LM,STUART,2918.5,30.837,0.6829999999999999,-0.4,7.4,4.394,2,0.222,6,2.3565031802004026,950.920569,1.6493314105258192,54.760000000000005,0.16000000000000003,-0.06400000000000002,61.674,14.8,-0.8,228.1938,8.788,270.995556,2005.3671144000002,1002.6835572000001,-401.07342288000007
222,B2 LM,STUART,2919.0,32.64,0.807,1.0,5.6,4.343,2,0.185,6,2.390218137081693,1065.3696,1.5383211346269174,31.359999999999996,1.0,1.0,65.28,11.2,2.0,182.784,8.686,283.51104,1587.6618239999998,793.8309119999999,793.8309119999999
223,B2 LM,STUART,2919.5,33.571,0.9420000000000001,1.6,4.5,4.086,2,0.14800000000000002,6,2.4070830211761667,1127.012041,1.4564753151219703,20.25,2.5600000000000005,4.096000000000001,67.142,9.0,3.2,151.0695,8.172,274.342212,1234.539954,617.269977,987.6319632000001
224,B2 LM,STUART,2920.0,39.56,1.003,1.9,4.55,3.8110000000000004,2,0.111,6,2.5079222630310047,1564.9936000000002,1.460504330965901,20.702499999999997,3.61,6.858999999999999,79.12,9.1,3.8,179.998,7.622000000000001,301.52632000000006,1371.944756,685.972378,1303.3475182
225,B2 LM,STUART,2920.5,47.475,0.9309999999999999,1.5,6.15,3.625,2,0.07400000000000001,6,2.62492103628157,2253.875625,1.5747759693135557,37.822500000000005,2.25,3.375,94.95,12.3,3.0,291.97125,7.25,344.19375,2116.7915625,1058.39578125,1587.593671875
226,B2 LM,STUART,2921.0,56.443000000000005,0.821,2.3,8.05,3.3930000000000002,2,0.037000000000000005,6,2.740958892216292,3185.8122490000005,1.684414495254129,64.80250000000001,5.289999999999999,12.166999999999998,112.88600000000001,16.1,4.6,454.36615000000006,6.7860000000000005,383.02219800000006,3083.328693900001,1541.6643469500004,3545.827997985001
227,B3 SH,STUART,2921.5,64.79899999999999,0.7509999999999999,3.4,9.6,3.12,1,1.0,3,2.837213880862744,4198.910400999999,1.7602234735867868,92.16,11.559999999999999,39.303999999999995,64.79899999999999,9.6,3.4,622.0704,3.12,202.17288,1940.8596479999999,1940.8596479999999,6598.922803199999
228,B3 SH,STUART,2922.0,69.72,0.711,3.0,12.4,3.03,1,0.95,3,2.8896107519974454,4860.8784,1.876529608701073,153.76000000000002,9.0,27.0,69.72,12.4,3.0,864.528,3.03,211.2516,2619.51984,2619.51984,7858.55952
229,B3 SH,STUART,2922.5,72.51100000000001,0.637,3.5,16.35,2.984,1,0.9,3,2.918105395750001,5257.845121000001,2.0108489062659944,267.32250000000005,12.25,42.875,72.51100000000001,16.35,3.5,1185.5548500000002,2.984,216.37282400000004,3537.695672400001,3537.695672400001,12381.934853400004
230,B3 SH,STUART,2923.0,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85,3,2.9398640227175856,5579.791204000001,2.1355799447448818,432.64000000000004,29.160000000000004,157.46400000000003,74.69800000000001,20.8,5.4,1553.7184000000002,2.915,217.74467,4529.0891360000005,4529.0891360000005,24457.081334400005
231,B3 SH,STUART,2923.5,74.69800000000001,0.525,5.4,20.8,2.915,1,0.85,3,2.9398640227175856,5579.791204000001,2.1355799447448818,432.64000000000004,29.160000000000004,157.46400000000003,74.69800000000001,20.8,5.4,1553.7184000000002,2.915,217.74467,4529.0891360000005,4529.0891360000005,24457.081334400005
232,B3 SH,STUART,2924.0,73.425,0.45799999999999996,5.2,21.6,2.92,1,0.8,3,2.927257913902714,5391.230624999999,2.1558246717785052,466.56000000000006,27.040000000000003,140.608,73.425,21.6,5.2,1585.98,2.92,214.40099999999998,4631.0616,4631.0616,24081.52032
233,B3 SH,STUART,2924.5,71.328,0.486,3.1,17.35,2.995,1,0.75,3,2.906129825987871,5087.683584,2.040914775273996,301.02250000000004,9.610000000000001,29.791000000000004,71.328,17.35,3.1,1237.5408000000002,2.995,213.62736,3706.4346960000003,3706.4346960000003,11489.9475576
234,B3 SH,STUART,2925.0,68.937,0.5870000000000001,4.1,13.25,3.122,1,0.7,2,2.881463316190235,4752.309969,1.9078928021878638,175.5625,16.81,68.92099999999998,68.937,13.25,4.1,913.41525,3.122,215.22131399999998,2851.6824104999996,2851.6824104999996,11691.897883049998
235,B3 SH,STUART,2925.5,66.562,0.6709999999999999,1.3,13.25,3.2430000000000003,1,0.65,2,2.85631822341492,4430.499844,1.9078928021878638,175.5625,1.6900000000000002,2.197,66.562,13.25,1.3,881.9465,3.2430000000000003,215.860566,2860.1524995,2860.1524995,3718.19824935
236,B3 SH,STUART,2926.0,64.63600000000001,0.6629999999999999,3.2,13.3,3.324,1,0.6,2,2.8354279630684784,4177.812496000001,1.9096901596233076,176.89000000000001,10.240000000000002,32.76800000000001,64.63600000000001,13.3,3.2,859.6588000000002,3.324,214.85006400000003,2857.5058512000005,2857.5058512000005,9144.018723840001
237,B3 SH,STUART,2926.5,66.619,0.625,4.0,13.6,3.33,1,0.55,2,2.8569295252153135,4438.091161,1.9203691788083757,184.95999999999998,16.0,64.0,66.619,13.6,4.0,906.0183999999999,3.33,221.84127,3017.041272,3017.041272,12068.165088
238,B3 SH,STUART,2927.0,66.619,0.625,4.0,13.6,3.33,1,0.55,2,2.8569295252153135,4438.091161,1.9203691788083757,184.95999999999998,16.0,64.0,66.619,13.6,4.0,906.0183999999999,3.33,221.84127,3017.041272,3017.041272,12068.165088
239,B3 SH,STUART,2927.5,65.624,0.635,3.2,12.4,3.3089999999999997,1,0.5,2,2.8462017060346776,4306.509375999999,1.876529608701073,153.76000000000002,10.240000000000002,32.76800000000001,65.624,12.4,3.2,813.7375999999999,3.3089999999999997,217.14981599999996,2692.6577183999993,2692.6577183999993,8616.504698879999
240,B3 SH,STUART,2928.0,65.322,0.68,3.3,9.65,3.315,1,0.45,2,2.842921502620964,4266.963684,1.7625109683068112,93.1225,10.889999999999999,35.937,65.322,9.65,3.3,630.3573,3.315,216.54243,2089.6344495,2089.6344495,6895.793683349999
241,B3 SH,STUART,2928.5,67.035,0.7070000000000001,2.4,8.6,3.2319999999999998,1,0.4,2,2.861379118189288,4493.691225,1.7124764698304722,73.96,5.76,13.823999999999998,67.035,8.6,2.4,576.501,3.2319999999999998,216.65711999999996,1863.2512319999996,1863.2512319999996,4471.802956799999
242,B3 SH,STUART,2929.0,68.194,0.693,3.0,8.8,3.157,1,0.35,2,2.8736676654103737,4650.421636,1.722347059926734,77.44000000000001,9.0,27.0,68.194,8.8,3.0,600.1072,3.157,215.28845800000002,1894.5384304000004,1894.5384304000004,5683.615291200002
243,B3 SH,STUART,2929.5,69.149,0.6459999999999999,3.0,10.4,3.034,1,0.3,2,2.8836760865899334,4781.584201000001,1.7958015200236968,108.16000000000001,9.0,27.0,69.149,10.4,3.0,719.1496000000001,3.034,209.79806599999998,2181.8998864,2181.8998864,6545.6996592
244,B3 SH,STUART,2930.0,72.20100000000001,0.588,3.2,13.2,3.052,1,0.25,2,2.914981502203675,5212.9844010000015,1.906090350669923,174.23999999999998,10.240000000000002,32.76800000000001,72.20100000000001,13.2,3.2,953.0532000000001,3.052,220.35745200000002,2908.7183664000004,2908.7183664000004,9307.89877248
245,B3 SH,STUART,2930.5,73.77600000000001,0.542,4.4,16.0,3.1319999999999997,1,0.2,2,2.930750017280543,5442.8981760000015,2.0,256.0,19.360000000000003,85.18400000000003,73.77600000000001,16.0,4.4,1180.4160000000002,3.1319999999999997,231.06643200000002,3697.0629120000003,3697.0629120000003,16267.076812800004
246,B3 SH,STUART,2931.0,72.609,0.525,5.5,17.55,3.31,1,0.15,2,2.9190908652150935,5272.066880999999,2.0467711188920665,308.0025,30.25,166.375,72.609,17.55,5.5,1274.28795,3.31,240.33578999999997,4217.8931145,4217.8931145,23198.41212975
247,B3 SH,STUART,2931.5,66.86399999999999,0.55,5.3,16.55,3.625,1,0.1,3,2.859552592559641,4470.794495999999,2.01697028271653,273.90250000000003,28.09,148.87699999999998,66.86399999999999,16.55,5.3,1106.5991999999999,3.625,242.38199999999998,4011.4221,4011.4221,21260.537129999997
248,B3 SH,STUART,2932.0,53.702,0.62,5.7,13.75,4.003,1,0.05,3,2.7070583379948525,2883.904804,1.9256425534215407,189.0625,32.49,185.193,53.702,13.75,5.7,738.4024999999999,4.003,214.969106,2955.8252075,2955.8252075,16848.20368275
249,B3 LM,STUART,2932.5,40.474000000000004,0.713,4.7,11.15,4.2780000000000005,2,1.0,8,2.522284272202677,1638.1446760000003,1.8273372899967866,124.3225,22.090000000000003,103.82300000000001,80.94800000000001,22.3,9.4,451.28510000000006,8.556000000000001,346.29554400000006,3861.195315600001,1930.5976578000004,9073.808991660002
250,B3 LM,STUART,2933.0,28.12,0.774,2.2,10.5,4.537,2,0.9,8,2.3027873183221113,790.7344,1.8001028718392542,110.25,4.840000000000001,10.648000000000003,56.24,21.0,4.4,295.26,9.074,255.16088,2679.1892399999997,1339.5946199999998,2947.1081639999998
251,B3 LM,STUART,2933.5,20.213,0.769,-1.1,10.95,4.6819999999999995,2,0.8,8,2.1203506807262684,408.56536900000003,1.8190872495718449,119.90249999999999,1.2100000000000002,-1.3310000000000004,40.426,21.9,-2.2,221.33235,9.363999999999999,189.274532,2072.5561254,1036.2780627,-1139.90586897
252,B3 LM,STUART,2934.0,19.192999999999998,0.732,-1.0,11.1,4.546,2,0.7,8,2.0930794598297484,368.3712489999999,1.825285251622753,123.21,1.0,-1.0,38.385999999999996,22.2,-2.0,213.04229999999998,9.092,174.50275599999998,1936.9805915999996,968.4902957999998,-968.4902957999998
253,B3 LM,STUART,2934.5,20.449,0.6990000000000001,-0.7,10.65,4.386,2,0.6,8,2.1265128859333964,418.1616010000001,1.806497654140781,113.42250000000001,0.48999999999999994,-0.3429999999999999,40.898,21.3,-1.4,217.78185000000002,8.772,179.37862800000002,1910.3823882000004,955.1911941000002,-668.6338358700001
254,B3 LM,STUART,2935.0,21.355,0.679,-0.1,9.95,4.28,2,0.5,8,2.149685335986269,456.036025,1.7760523807358557,99.00249999999998,0.010000000000000002,-0.0010000000000000002,42.71,19.9,-0.2,212.48225,8.56,182.79880000000003,1818.8480600000003,909.4240300000001,-90.94240300000001
255,B3 LM,STUART,2935.5,21.641,0.6679999999999999,1.3,8.95,4.221,2,0.4,8,2.1568469630455027,468.33288099999993,1.7296401534221846,80.10249999999999,1.6900000000000002,2.197,43.282,17.9,2.6,193.68694999999997,8.442,182.693322,1635.1052318999998,817.5526159499999,1062.8184007349998
256,B3 LM,STUART,2936.0,24.203000000000003,0.653,2.6,8.3,4.099,2,0.3,8,2.2180294090500112,585.7852090000001,1.6973426460728507,68.89000000000001,6.760000000000001,17.576,48.406000000000006,16.6,5.2,200.88490000000004,8.198,198.41619400000005,1646.8544102000005,823.4272051000003,2140.9107332600006
257,B3 LM,STUART,2936.5,34.574,0.613,2.4,9.0,3.66,2,0.2,8,2.4248641170787653,1195.3614759999998,1.7320508075688772,81.0,5.76,13.823999999999998,69.148,18.0,4.8,311.166,7.32,253.08168,2277.7351200000003,1138.8675600000001,2733.2821440000002
258,B3 LM,STUART,2937.0,45.231,0.5479999999999999,2.3,10.45,3.4960000000000004,2,0.1,6,2.593337543857275,2045.8433610000002,1.797956054815835,109.20249999999999,5.289999999999999,12.166999999999998,90.462,20.9,4.6,472.66395,6.992000000000001,316.25515200000007,3304.8663384000006,1652.4331692000003,3800.59628916
259,B4 SH,STUART,2937.5,56.427,0.498,2.9,11.35,3.338,1,1.0,2,2.740764625411931,3184.006329,1.8354770784688659,128.8225,8.41,24.389,56.427,11.35,2.9,640.44645,3.338,188.353326,2137.8102501,2137.8102501,6199.649725289999
260,B4 SH,STUART,2938.0,67.06,0.504,1.7,11.65,3.135,1,0.9440000000000001,2,2.8616458612185567,4497.0436,1.8474873837661794,135.7225,2.8899999999999997,4.912999999999999,67.06,11.65,1.7,781.249,3.135,210.23309999999998,2449.2156149999996,2449.2156149999996,4163.666545499999
261,B4 SH,STUART,2938.5,70.83800000000001,0.5579999999999999,2.0,10.8,3.012,1,0.889,2,2.901125876629208,5018.022244000002,1.8128252384140608,116.64000000000001,4.0,8.0,70.83800000000001,10.8,2.0,765.0504000000001,3.012,213.36405600000003,2304.3318048000006,2304.3318048000006,4608.663609600001
262,B4 SH,STUART,2939.0,69.932,0.612,3.3,10.05,3.0660000000000003,1,0.833,2,2.891804886342097,4890.484624000001,1.7804981035736802,101.00250000000001,10.889999999999999,35.937,69.932,10.05,3.3,702.8166000000001,3.0660000000000003,214.41151200000002,2154.8356956000002,2154.8356956000002,7110.957795480001
263,B4 SH,STUART,2939.5,74.52600000000001,0.633,4.1,10.25,3.109,1,0.778,2,2.938170222943415,5554.124676000001,1.7892909541816904,105.0625,16.81,68.92099999999998,74.52600000000001,10.25,4.1,763.8915000000001,3.109,231.70133400000003,2374.9386735000003,2374.9386735000003,9737.248561350001
264,B4 SH,STUART,2940.0,77.611,0.626,5.0,11.0,3.063,1,0.722,2,2.9681156566803963,6023.467321000001,1.8211602868378718,121.0,25.0,125.0,77.611,11.0,5.0,853.721,3.063,237.72249300000001,2614.947423,2614.947423,13074.737115
265,B4 SH,STUART,2940.5,78.59,0.605,5.9,11.55,3.092,1,0.667,2,2.9774317980833542,6176.3881,1.8435099928108027,133.4025,34.81,205.37900000000005,78.59,11.55,5.9,907.7145,3.092,243.00028,2806.6532340000003,2806.6532340000003,16559.254080600003
266,B4 SH,STUART,2941.0,76.729,0.591,5.7,11.95,3.051,1,0.611,2,2.959646789511615,5887.339441,1.8592679213843069,142.80249999999998,32.49,185.193,76.729,11.95,5.7,916.9115499999999,3.051,234.100179,2797.49713905,2797.49713905,15945.733692585
