"Well.Name","Formation","Depth","GR","ILD_log10","DeltaPHI","PHIND","PE","NM_M","RELPOS","RELPOS_next","Facies.predict","Facies.p1","Facies.p2","Facies.p3","Facies.p4","Facies.p5","Facies.p6","Facies.p7","Facies.p8","Facies.p9"
"STUART","B2 LM",2909,15.986,0.777,-0.2,11.5,4.657,1,0.926,0.0369999999999999,"8",4.73859478616942e-09,3.30296701971523e-07,0.000941754130298648,2.47387439998289e-06,0.0172915877752103,0.0668366358009785,0.000133613403589168,0.799394285858453,0.115399314121773
"STUART","B2 LM",2909.5,12.036,0.773,-0.5,10.55,4.594,1,0.889,0.037,"8",1.32484072122932e-08,3.45078941247508e-07,0.000454770470909296,2.69689062982727e-06,0.017509115042933,0.0815971145046782,0.000155551552579472,0.788081829535017,0.112198563675904
"STUART","B2 LM",2910,12.746,0.787,-1.2,9.2,4.437,1,0.852,0.037,"8",1.25089588451309e-07,9.22732559021177e-07,0.000376567615060139,8.48436522869456e-06,0.035536149269319,0.147720080054881,0.000234423307127579,0.7016356825923,0.114487564973935
"STUART","B2 LM",2910.5,14.843,0.809,-1.6,7.7,4.351,1,0.815,0.037,"8",9.04560695242572e-07,2.50253604943446e-06,0.00036142172119462,3.37779162412696e-05,0.0690092249171926,0.243370580770383,0.000343614798451278,0.564556300756315,0.122321672023477
"STUART","B2 LM",2911,17.087,0.806,-1,6.8,4.242,1,0.778,0.0369999999999999,"8",4.66479005910669e-06,7.00466577443609e-06,0.000376758128921057,0.000144085118283513,0.111081736457917,0.35542247739328,0.000740604740636612,0.464238471508734,0.0679841971963945
"STUART","B2 LM",2911.5,17.977,0.765,0.3,6.45,4.105,1,0.741,0.037,"6",1.75768658312605e-05,2.17146231315496e-05,0.000355959498345836,0.000397028745659503,0.143512326694731,0.451907629403667,0.00216564124946329,0.381254000281863,0.0203681226373079
"STUART","B2 LM",2912,18.834,0.701,-0.1,7.15,4.279,1,0.704,0.037,"6",1.10478975599581e-05,2.28978397991587e-05,0.00034038613859798,0.000269847339681685,0.0734998867407417,0.466078787799237,0.00445341201265215,0.431248429054277,0.0240753051774536
"STUART","B2 LM",2912.5,19.258,0.644,0.4,7.4,4.669,1,0.667,0.0369999999999999,"8",1.79776054078881e-06,1.26025233432572e-05,0.000327049248598192,0.000185469978984262,0.0329790790495441,0.418843684348341,0.00614412877072491,0.490363250703247,0.0511429376166764
"STUART","B2 LM",2913,19.062,0.61,0.6,7.8,5.19,1,0.63,0.037,"8",1.3454410836295e-07,2.92897379923527e-06,0.00021777806597757,4.76431979528938e-05,0.0143110370083591,0.247884780104429,0.00354542775143112,0.45789112614051,0.276099144213433
"STUART","B2 LM",2913.5,18.638,0.6,1.8,7.6,5.527,1,0.593,0.037,"9",2.99190736078883e-08,1.5928463627392e-06,0.000103038946828126,1.79640717210592e-05,0.00895301761107696,0.0990801677937421,0.00151944824487578,0.266388207625158,0.623936532941162
"STUART","B2 LM",2914,19.462,0.598,3.4,6.8,6.321,1,0.556,0.0369999999999999,"9",6.63146599446536e-10,4.89646391360857e-07,3.35769123652021e-05,1.86407748844152e-06,0.00177798655400339,0.0107076586874904,0.000143866762353479,0.0593289339479653,0.928005622748796
"STUART","B2 LM",2914.5,19.552,0.581,3.1,6.95,6.16,1,0.519,0.037,"9",1.45263218487368e-09,4.45405010305678e-07,2.25856929764027e-05,2.44822684648647e-06,0.0018018396794836,0.0111334403781387,0.000196727798039474,0.0559812150679075,0.930861296298965
"STUART","B2 LM",2915,20.653,0.529,0.9,8.65,5.865,1,0.481,0.038,"9",2.03566977034791e-09,1.39109518236399e-07,9.83061926354071e-06,8.57504158881585e-07,0.000729586841339089,0.00588146975828721,9.8924357514977e-05,0.0343091568088187,0.95897003296543
"STUART","B2 LM",2915.5,23.371,0.45,-1,11.3,5.315,1,0.444,0.037,"9",2.43597119469959e-08,2.66167298589631e-07,1.8156336677617e-05,2.1350891515202e-06,0.000944874111643877,0.00839396809039316,0.000453974847011283,0.0678699448418902,0.922316656156222
"STUART","B2 LM",2916,25.468,0.391,-1.3,13.75,4.918,1,0.407,0.037,"9",2.0874721317735e-07,5.9235038233978e-07,2.95177923033228e-05,5.79388864323062e-06,0.00153574572643664,0.00744650707839621,0.00208844979693092,0.0871496834174868,0.901743501202207
"STUART","B2 LM",2916.5,26.292,0.377,-2.3,14.85,4.521,1,0.37,0.037,"9",4.56042579985938e-06,6.37637130028339e-06,0.00018478750831371,3.81344996799152e-05,0.00594143413202658,0.0297168156234884,0.0156678600806471,0.308548323221414,0.63989170813733
"STUART","B2 LM",2917,27.736,0.411,-3.6,14.1,4.443,1,0.333,0.037,"8",9.80412909870669e-06,2.76115273121293e-05,0.000659767851776712,9.12705914354111e-05,0.009904300595756,0.0775659986345819,0.0165625168504085,0.568740284802934,0.326438445016696
"STUART","B2 LM",2917.5,29.784,0.482,-3.1,11.85,4.347,1,0.296,0.037,"8",2.54495055437859e-05,0.000122150048915738,0.00135840161196104,0.000489580249249939,0.014707192834644,0.265822138325958,0.014557020832579,0.616058829408095,0.0868592371830531
"STUART","B2 LM",2918,31.041,0.578,-2.2,9.4,4.416,1,0.259,0.037,"6",2.57476073402662e-05,0.000195726927975884,0.00170446274062243,0.00193109245661677,0.0171313983072888,0.471848958701707,0.00845121283201066,0.455524539049622,0.0431868613768163
"STUART","B2 LM",2918.5,30.837,0.683,-0.4,7.4,4.394,1,0.222,0.037,"6",3.85053860542893e-05,0.000333639336816088,0.00190798695432279,0.00895427009531819,0.0296179813372804,0.613908747887146,0.00789187862534176,0.314039286201347,0.0233077041763732
"STUART","B2 LM",2919,32.64,0.807,1,5.6,4.343,1,0.185,0.037,"6",5.04942867288343e-05,0.000395034736648076,0.00150042365875167,0.0178272470275267,0.0317980852739229,0.690103314526016,0.00322958053902751,0.240448573409566,0.0146472465418124
"STUART","B2 LM",2919.5,33.571,0.942,1.6,4.5,4.086,1,0.148,0.037,"6",0.000102699264740788,0.000350809297009344,0.00100529958103537,0.0245395221844718,0.0316554648803211,0.723707539120218,0.000930579587788911,0.20620894758459,0.0114991384998246
"STUART","B2 LM",2920,39.56,1.003,1.9,4.55,3.811,1,0.111,0.037,"6",0.000118207248711941,0.000394402318314902,0.00124919285409081,0.0292206718419271,0.0396906264307881,0.720189034533496,0.000636607245770481,0.195145019468385,0.0133562380585155
"STUART","B2 LM",2920.5,47.475,0.931,1.5,6.15,3.625,1,0.074,0.037,"6",0.000214589168944843,0.00104363754360841,0.00425666935319153,0.0469811306625537,0.0494058820518573,0.692534835921625,0.00129586543724913,0.191973890667918,0.0122934991930519
"STUART","B2 LM",2921,56.443,0.821,2.3,8.05,3.393,1,0.037,0.037,"6",0.000527946180387981,0.00335329635962286,0.0164330308731369,0.090538043380144,0.0697190181382028,0.61576703939463,0.00331789041295096,0.188799091589448,0.0115446436714768
"STUART","B3 SH",2921.5,64.799,0.751,3.4,9.6,3.12,0,1,-0.963,"3",3.54679868178208e-06,0.0122774634095938,0.986134830970515,2.22751714238847e-06,7.37604783506981e-05,1.51040486406005e-05,8.03497606180182e-08,0.0014919386255908,1.04780172421732e-06
"STUART","B3 SH",2922,69.72,0.711,3,12.4,3.03,0,0.95,0.05,"3",1.26433070005631e-06,0.0466706972527465,0.953316446341817,2.97933076555471e-07,5.76319259615374e-06,1.26178698530439e-07,2.9371130315427e-08,5.37292710352457e-06,2.47213176211538e-09
"STUART","B3 SH",2922.5,72.511,0.637,3.5,16.35,2.984,0,0.9,0.0499999999999999,"3",3.7615798034072e-07,0.018960231168246,0.981032647302615,2.46693049567892e-07,2.50466439656503e-06,5.63058599219407e-08,4.56958796014244e-08,3.89079560069732e-06,1.21637218773552e-09
"STUART","B3 SH",2923,74.698,0.525,5.4,20.8,2.915,0,0.85,0.05,"3",7.35866191062929e-08,0.00638795432631413,0.993609275062073,7.33033314862424e-08,6.26923948429214e-07,1.71299886990476e-08,8.13722030754504e-08,1.89805813391614e-06,2.37388046330763e-10
"STUART","B3 SH",2923.5,74.698,0.525,5.4,20.8,2.915,0,0.85,0,"3",9.27013652039936e-08,0.00714149956056182,0.992854774893941,1.06386021445834e-07,8.09941223830793e-07,2.50712723395961e-08,9.8777393111943e-08,2.59234554645737e-06,3.22674768744477e-10
"STUART","B3 SH",2924,73.425,0.458,5.2,21.6,2.92,0,0.8,0.0499999999999999,"3",1.24619037215562e-07,0.00574502692257717,0.994251748783852,6.58538745933105e-08,8.10889821220433e-07,1.53221412218332e-08,1.52320043795356e-07,2.0550029474399e-06,2.85705374966299e-10
"STUART","B3 SH",2924.5,71.328,0.486,3.1,17.35,2.995,0,0.75,0.05,"3",7.02771136902163e-06,0.0479389863963516,0.952039701339515,4.43640399022632e-07,5.25387525968937e-06,1.24577410750896e-07,3.58075601533018e-07,8.1026830305716e-06,1.7010628430428e-09
"STUART","B3 SH",2925,68.937,0.587,4.1,13.25,3.122,0,0.7,0.05,"3",5.63477421851682e-05,0.270072639109471,0.729841935721397,1.54964309238331e-06,9.75720045799504e-06,4.59076263378264e-07,6.17026831299168e-07,1.66854409756021e-05,9.03932588958895e-09
"STUART","B3 SH",2925.5,66.562,0.671,1.3,13.25,3.243,0,0.65,0.0499999999999999,"3",0.000201293304270997,0.26344692991588,0.736266653685892,3.47573094078956e-06,2.91514160649738e-05,2.24057192067474e-06,8.19054583238889e-07,4.91623746038127e-05,2.73945844130479e-07
"STUART","B3 SH",2926,64.636,0.663,3.2,13.3,3.324,0,0.6,0.05,"3",0.000136363469886282,0.245411449674773,0.754354595169635,4.30858673451165e-06,2.37419194241296e-05,2.23568366269622e-06,1.02831971604382e-06,6.59377547481865e-05,3.39421420215262e-07
"STUART","B3 SH",2926.5,66.619,0.625,4,13.6,3.33,0,0.55,0.0499999999999999,"3",0.000173307402839527,0.256257294420107,0.743446043894704,7.21336739535783e-06,2.89267426031479e-05,2.49339734263155e-06,1.51205050243761e-06,8.28019449963058e-05,4.06779509535896e-07
"STUART","B3 SH",2927,66.619,0.625,4,13.6,3.33,0,0.55,0,"3",0.000203836470841701,0.263739135210777,0.735912730626776,8.3875309424383e-06,3.30872845980354e-05,3.07189116789045e-06,1.70002362470581e-06,9.75698032559558e-05,4.81158016817148e-07
"STUART","B3 SH",2927.5,65.624,0.635,3.2,12.4,3.309,0,0.5,0.05,"3",0.000918640489401129,0.420644477440596,0.578257895704627,1.23599723767427e-05,5.76306672688043e-05,5.09714712028151e-06,1.97967836697974e-06,0.000100925982442766,9.92917800048713e-07
"STUART","B3 SH",2928,65.322,0.68,3.3,9.65,3.315,0,0.45,0.05,"2",0.00287683520561088,0.622016123291473,0.374905951240098,1.55338801287169e-05,8.36631089864704e-05,7.99494374126966e-06,1.53426148454519e-06,9.03359716094849e-05,2.02809686742523e-06
"STUART","B3 SH",2928.5,67.035,0.707,2.4,8.6,3.232,0,0.4,0.05,"2",0.00673174672520249,0.725612957178825,0.267363704032742,2.00439886558291e-05,0.000145335600920415,1.61849055053349e-05,2.2277523198753e-06,0.000102449454957478,5.35036087106587e-06
"STUART","B3 SH",2929,68.194,0.693,3,8.8,3.157,0,0.35,0.05,"2",0.00913162673559738,0.729406306695014,0.261083742204038,2.95282895692809e-05,0.000190479086952938,2.06751934702765e-05,3.4284615552224e-06,0.000127275118043129,6.93821575993969e-06
"STUART","B3 SH",2929.5,69.149,0.646,3,10.4,3.034,0,0.3,0.05,"2",0.0139832053556704,0.676074451328107,0.30935258184072,5.48332833416347e-05,0.000299010471838458,3.00817937250749e-05,6.28223704458811e-06,0.000192718817878871,6.83487167387606e-06
"STUART","B3 SH",2930,72.201,0.588,3.2,13.2,3.052,0,0.25,0.05,"3",0.00743393608030471,0.467102157180002,0.524477918062634,0.000132987038398283,0.000441192330151042,4.46559419116433e-05,1.28067834890073e-05,0.00034059408204566,1.37525010638771e-05
"STUART","B3 SH",2930.5,73.776,0.542,4.4,16,3.132,0,0.2,0.05,"3",0.00195894924433461,0.24841275720014,0.748307501123043,0.000216939836915245,0.000478979645708476,4.69355796167983e-05,2.56054764007314e-05,0.000529508833767213,2.28230600738584e-05
"STUART","B3 SH",2931,72.609,0.525,5.5,17.55,3.31,0,0.15,0.05,"3",0.000765692936595838,0.193849772110639,0.803561235975039,0.000222366158625117,0.000552552251015276,5.40376536735858e-05,3.67647851545273e-05,0.000925340961643412,3.22371676137392e-05
"STUART","B3 SH",2931.5,66.864,0.55,5.3,16.55,3.625,0,0.1,0.05,"3",0.000458260410976691,0.178877635139578,0.817435396404866,0.000210508374145218,0.000859088827236265,7.222902599064e-05,2.63633922727786e-05,0.00198929766088431,7.12207640503852e-05
"STUART","B3 SH",2932,53.702,0.62,5.7,13.75,4.003,0,0.05,0.05,"3",0.00043682115548049,0.157483369910568,0.836238765711227,0.000279496657954757,0.00143032246126201,0.000139646466050247,1.69503956595702e-05,0.00387589371040122,9.87335313964573e-05
"STUART","B3 LM",2932.5,40.474,0.713,4.7,11.15,4.278,1,1,-0.95,"8",5.75989882450247e-08,0.00013045748753239,0.0494342410166981,0.00041348523148025,0.0403486268012735,0.0940651587469955,0.00109672780416344,0.813665749457901,0.000845495854967929
"STUART","B3 LM",2933,28.12,0.774,2.2,10.5,4.537,1,0.9,0.1,"8",1.89296864433019e-08,1.65854017058882e-05,0.0195583852674082,2.32870323849143e-05,0.0410740178829398,0.0507819122773896,0.00373239672590292,0.882253053111209,0.00256034337137362
"STUART","B3 LM",2933.5,20.213,0.769,-1.1,10.95,4.682,1,0.8,0.1,"8",3.50084593423277e-08,4.1552319878444e-06,0.00361300211710457,8.71138143224246e-06,0.0138990720293499,0.0614711797509988,0.00257672188331343,0.902535476768325,0.0158916458290293
"STUART","B3 LM",2934,19.193,0.732,-1,11.1,4.546,1,0.7,0.1,"8",2.82680261217025e-07,9.79823888766814e-06,0.00251723702866372,4.13789991114077e-05,0.0142265434816611,0.105780380627681,0.00902893364374519,0.843770886694208,0.0246245586057802
"STUART","B3 LM",2934.5,20.449,0.699,-0.7,10.65,4.386,1,0.6,0.1,"8",3.64352505066525e-06,3.97238015657023e-05,0.00228783781969991,0.000257539423526592,0.0196909190633913,0.154272415695502,0.0306971365305014,0.762056873079359,0.0306939110614034
"STUART","B3 LM",2935,21.355,0.679,-0.1,9.95,4.28,1,0.5,0.1,"8",2.94470887753371e-05,0.000114222706367789,0.00169900890738465,0.000877189079621475,0.0245109437020415,0.211728074967682,0.0627019354476263,0.666367725343502,0.0319714527569996
"STUART","B3 LM",2935.5,21.641,0.668,1.3,8.95,4.221,1,0.4,0.1,"8",0.000116606259760734,0.00027638458344141,0.00137956639554868,0.00245292664312402,0.0324097845915625,0.273365053541231,0.0799238091652868,0.586567616236023,0.0235082525840222
"STUART","B3 LM",2936,24.203,0.653,2.6,8.3,4.099,1,0.3,0.1,"8",0.000351775214812477,0.000675873498798044,0.00154941717991205,0.00754923948110238,0.0521267757893836,0.311642153066507,0.0952471299523905,0.518781726936949,0.0120759088801441
"STUART","B3 LM",2936.5,34.574,0.613,2.4,9,3.66,1,0.2,0.1,"8",0.00293279168459644,0.00464834714234553,0.0044793179846782,0.0385719896967261,0.0869174466128064,0.356325066238917,0.0745787952579483,0.426094925157492,0.00545132022448972
"STUART","B3 LM",2937,45.231,0.548,2.3,10.45,3.496,1,0.1,0.1,"8",0.00525589159761987,0.00946104903419488,0.0140670225740961,0.09906550099649,0.125995606663174,0.306000945704111,0.0969600709904393,0.337855988964502,0.00533792347537234
"STUART","B4 SH",2937.5,56.427,0.498,2.9,11.35,3.338,0,1,-0.9,"3",8.74727069191716e-05,0.116291068240309,0.875505381865103,1.53351069770256e-05,0.000857114694988641,0.000153069406003613,1.41914774977771e-05,0.00707484534881204,1.52115338957937e-06
"STUART","B4 SH",2938,67.06,0.504,1.7,11.65,3.135,0,0.944,0.056,"3",0.000646150454114712,0.383129758742598,0.616109866839059,1.8342197042526e-06,7.35082477575402e-05,1.68067899012264e-06,2.8420712916816e-06,3.43550499947946e-05,3.69648983233146e-09
"STUART","B4 SH",2938.5,70.838,0.558,2,10.8,3.012,0,0.889,0.0549999999999999,"2",0.00151935959439008,0.667576487447678,0.330788380579857,4.65295377882067e-06,7.52534991235864e-05,2.8921591738517e-06,3.11671709756539e-06,2.98506736622652e-05,6.37523886904551e-09
"STUART","B4 SH",2939,69.932,0.612,3.3,10.05,3.066,0,0.833,0.056,"2",0.00106732548077758,0.717005300222987,0.281817422191849,6.32277254667539e-06,5.78836562754004e-05,4.20265959296322e-06,3.02335590031544e-06,3.84980880453328e-05,2.15720258982451e-08
"STUART","B4 SH",2939.5,74.526,0.633,4.1,10.25,3.109,0,0.778,0.0549999999999999,"2",0.000736687290710864,0.674045911811647,0.325087435542802,1.0568178919985e-05,5.36140260099605e-05,5.30642645303744e-06,4.02433623241005e-06,5.63809668936016e-05,7.1420330844975e-08
"STUART","B4 SH",2940,77.611,0.626,5,11,3.063,0,0.722,0.056,"2",0.000787246640687213,0.631146292724788,0.367896356783138,1.72291318060004e-05,6.10711089125222e-05,6.45979531665327e-06,7.40585310393351e-06,7.77898828495807e-05,1.48079397895765e-07
"STUART","B4 SH",2940.5,78.59,0.605,5.9,11.55,3.092,0,0.667,0.0549999999999999,"2",0.000790349407776958,0.575958511102449,0.422999398830365,3.06805371623616e-05,8.18869020364534e-05,8.54312964994227e-06,1.12496125556823e-05,0.000119084313281644,2.96164722677152e-07
"STUART","B4 SH",2941,76.729,0.591,5.7,11.95,3.051,0,0.611,0.056,"2",0.00199113280497198,0.626094723639362,0.371565471407275,4.56101024494755e-05,0.000123676894532565,1.32276175380409e-05,1.7271005292996e-05,0.000148297615978118,5.88912600358097e-07
"STUART","B4 SH",2941.5,74.11,0.608,3.7,10.95,3.07,0,0.556,0.0549999999999999,"2",0.0109122259192138,0.769559148035775,0.219103460527555,4.95420278879959e-05,0.000192081719620867,2.11650266189172e-05,1.57801751426491e-05,0.000145073646798769,1.52292138705762e-06
"STUART","B4 SH",2942,66.407,0.653,2.2,9.6,2.997,0,0.5,0.056,"2",0.0469000320188245,0.841692942681612,0.110892490289118,4.8465239545457e-05,0.000271823851857615,3.91403835448139e-05,1.09783665896259e-05,0.00014162847993935,2.49868896880456e-06
"STUART","B4 SH",2942.5,64.081,0.693,1.4,8.6,3.093,0,0.444,0.056,"2",0.0559213876075925,0.824903535133736,0.118311102222408,7.158407933026e-05,0.000437087442318806,8.74280026816426e-05,8.84349252371514e-06,0.000252016410072309,7.01560933707391e-06
"STUART","B4 SH",2943,65.885,0.705,0.9,8.55,3.106,0,0.389,0.055,"2",0.0495073915001342,0.803884780113336,0.14526492334856,0.000105437211067666,0.000627695423526343,0.000161588546830762,9.88647966987205e-06,0.000425612436693391,1.26849401817999e-05
"STUART","B4 SH",2943.5,70.299,0.696,1.4,9,3.085,0,0.333,0.056,"2",0.0378426299758042,0.760600725118794,0.199481221576383,0.000177675788111255,0.000916008115825168,0.000239982299345845,1.54439633481395e-05,0.000704216267838591,2.20968945496579e-05
"STUART","B4 SH",2944,70.299,0.696,1.4,9,3.085,0,0.333,0,"2",0.0415430134438689,0.75701897568795,0.199061096436413,0.000197161984799423,0.00102771466042322,0.000280459522030844,1.80637476012173e-05,0.000828019022012088,2.54954949010329e-05
"STUART","B4 SH",2944.5,74.551,0.677,3.1,9.65,3.066,0,0.278,0.055,"2",0.022140824777961,0.695147975849274,0.279814007667831,0.000301733928751792,0.00121397361212301,0.000284704703758973,2.86511945698113e-05,0.00102840438891076,3.97238768195457e-05
"STUART","B4 SH",2945,79.659,0.643,3.4,12.5,2.902,0,0.222,0.056,"2",0.0154050305232255,0.535338865358161,0.445052483573415,0.000612520106545984,0.00168020750573885,0.000400555862228187,6.33963364558618e-05,0.00136212697762192,8.4813756607505e-05
"STUART","B4 SH",2945.5,80.402,0.573,-2.8,19.3,2.982,0,0.167,0.055,"3",0.00125331255036528,0.214178244328246,0.780479773064351,0.000242888441047624,0.00201213155058734,0.000219935096460843,9.02170700677318e-05,0.00145342807609016,7.00698227841931e-05
"STUART","B4 SH",2946,74.649,0.483,-0.5,23.95,3.14,0,0.111,0.056,"3",0.000506586928020161,0.149925488852936,0.83975257239619,0.000188037683323279,0.00512930394958335,0.000166387127982764,0.000345967316224134,0.00370374171394051,0.000281914031798945
"STUART","B4 SH",2946.5,63.429,0.461,0.2,24.2,3.394,0,0.056,0.055,"3",0.000358518235717439,0.133808008401257,0.843024867149044,0.000192135568648653,0.00969467074542717,0.000269415451220524,0.000398678104737133,0.0110631761116839,0.00119053023226373
"STUART","B4 LM",2947,47.916,0.598,-7.6,18.9,3.762,1,1,-0.944,"8",1.07760840129157e-07,0.000111748161048243,0.0518956313199622,0.000321143559704802,0.137893195096397,0.0550911542440071,0.00137227327367938,0.752039665801788,0.00127508078257277
"STUART","B4 LM",2947.5,32.469,0.912,-1.4,9.8,4.314,1,0.929,0.071,"8",1.1862127214122e-08,1.7209340672182e-06,0.00447202102592916,0.000109829058668275,0.232855908917425,0.13886844749915,0.000109764561119251,0.612413303928247,0.0111689922132668
"STUART","B4 LM",2948,20.718,1.222,-2.9,7.85,4.863,1,0.857,0.0720000000000001,"9",2.22426053376757e-09,2.56396169638871e-07,0.000568517451447678,2.70763681206956e-05,0.0301159237090124,0.0528027219082023,2.2933885673683e-06,0.29183064074044,0.624652567813779
"STUART","B4 LM",2948.5,15.015,1.233,-1.6,6.4,4.813,1,0.786,0.071,"9",9.54861415984813e-09,3.62129954051791e-07,0.000313182905871038,5.18923923524728e-05,0.0360538445638864,0.0872638798566631,4.6685308629253e-06,0.25395672080368,0.622355439268116
"STUART","B4 LM",2949,14.084,1.084,-1.1,6.55,4.644,1,0.714,0.0720000000000001,"8",1.06211611725231e-07,1.03299585124352e-06,0.000372105547420899,0.000128018095972272,0.0764361090079521,0.215275789904585,6.02309305079822e-05,0.446508818648772,0.261217788657327
"STUART","B4 LM",2949.5,15.937,0.962,-0.4,7.4,4.634,1,0.643,0.071,"8",3.76989012714533e-07,2.99272517618925e-06,0.000471140786676765,0.000274485884593411,0.0763852760843712,0.34918009116574,0.000405964697400664,0.475858200110282,0.0974214715567472
"STUART","B4 LM",2950,19.348,0.901,-1,7.9,4.545,1,0.571,0.0720000000000001,"6",1.66610748284773e-06,9.90387317395098e-06,0.000606313380248979,0.000681722863484658,0.0691667036124638,0.435079212155416,0.00139201244282708,0.432967916236131,0.060094549328771
"STUART","B4 LM",2950.5,21.469,0.906,-1.1,6.75,4.576,1,0.5,0.071,"6",5.34357176550992e-06,2.2795697880568e-05,0.000490595078375343,0.00152458632808924,0.0617026443955643,0.545310486917221,0.00173840728926075,0.33860388828254,0.050601252439304
"STUART","B4 LM",2951,22.587,0.969,-1.4,5.5,4.527,1,0.429,0.071,"6",1.10758358773054e-05,4.43629608772738e-05,0.000498217626525961,0.00260987922437271,0.0526353053854988,0.612424354136569,0.00089639898549523,0.293352942649281,0.037527463195502
"STUART","B4 LM",2951.5,25.721,1.079,-0.9,4.45,4.512,1,0.357,0.072,"6",1.23006928673626e-05,5.51510901041717e-05,0.000520759717302624,0.00602800817441289,0.0406049850085342,0.637298308950611,0.000371747736104254,0.274082422296303,0.0410263163337609
"STUART","B4 LM",2952,29.45,1.2,0,4,4.437,1,0.286,0.071,"6",1.1294404874391e-05,5.92199520033095e-05,0.000369394324909183,0.0166867172133581,0.0352803824305747,0.685703317775068,0.000136005825729979,0.227982559900546,0.0337711081729365
"STUART","B4 LM",2952.5,36.313,1.169,-3.3,6.95,3.97,1,0.214,0.072,"6",6.85626291222728e-05,0.000375005287070518,0.0025197763022667,0.0212713186377144,0.0318626880921764,0.669822153601613,0.0001601670286924,0.252320606062499,0.021599722358845
"STUART","B4 LM",2953,49.491,0.909,-8.9,13.85,3.695,1,0.143,0.071,"8",9.9053143593322e-05,0.0125187255912307,0.267268212068693,0.00758784041853543,0.0823982060874167,0.191354162685948,0.00115092114956725,0.431491442821462,0.00613143603355269
"STUART","B5 SH",2953.5,69.222,0.469,-6,27.9,3.351,0,1,-0.857,"3",2.03744767286377e-08,0.00157245649231048,0.969289809545743,2.19149616272224e-06,0.00193570476865466,0.000215659897620609,7.05515416223252e-05,0.0268999941268118,1.3611756597402e-05
"STUART","B5 SH",2954,70.968,0.444,-2.5,28.85,3.49,0,0.75,0.25,"3",1.23218020621214e-09,7.25001870318933e-05,0.999820211602892,7.31153337278404e-09,1.15236236322063e-05,1.37392988060407e-07,2.01278322993281e-06,9.27791952330842e-05,8.26671279075155e-07
"STUART","B5 SH",2954.5,65.379,0.501,-0.3,22.75,3.9,0,0.5,0.25,"3",5.11100463896611e-08,0.00123980792528891,0.997608001806678,2.06564817539934e-07,7.67158850489534e-05,3.13836814031739e-06,1.2273204049566e-05,0.000967030413926458,9.27747220035218e-05
"STUART","B5 SH",2955,54.093,0.56,-0.5,16.75,4.126,0,0.25,0.25,"3",1.12109592569895e-05,0.0148209087050303,0.936945684655905,3.96686191864772e-05,0.0027051807987394,0.000628743798585484,0.000126255281729423,0.029116463648495,0.0156058835330722
"STUART","B5 LM",2955.5,41.633,0.541,3.9,11.55,4.482,1,1,-0.75,"8",1.13889046237735e-09,6.02225453780903e-06,0.00321583999832194,3.91278224365589e-05,0.0478474930437138,0.0604187273715045,0.00209464879686901,0.885367491665977,0.00101064790774946
"STUART","B5 LM",2956,33.644,0.439,3.8,11.7,4.707,1,0.976,0.024,"8",8.23786845158621e-11,8.49429089247372e-08,0.000406739260506649,2.30689774217365e-07,0.00645835558616204,0.00307021153788049,0.00390848249142213,0.985967659741793,0.000188235667173311
"STUART","B5 LM",2956.5,28.977,0.321,1.3,14.45,4.447,1,0.951,0.025,"8",6.55356184783931e-10,3.86399667896254e-08,0.000200777780948134,9.60295330781692e-08,0.00634904083743599,0.00186316967584325,0.0117134768139541,0.979465097576565,0.00040830199039794
"STUART","B5 LM",2957,24.611,0.232,-1.1,17.25,4.481,1,0.927,0.0239999999999999,"8",1.01614694143916e-09,1.27346562131235e-08,0.00013422086041215,3.13688945679153e-08,0.0035005677742126,0.00101200140922972,0.0105076426047615,0.982786655941268,0.00205886629041818
"STUART","B5 LM",2957.5,24.154,0.184,-2.9,19.65,4.327,1,0.902,0.025,"8",5.89435191811907e-09,1.56903297905309e-08,0.000163603851306945,4.54922370689961e-08,0.00475041554368004,0.00117010789014465,0.0223686699804565,0.964926792549317,0.00662034310817612
"STUART","B5 LM",2958,25.639,0.173,-2.4,20.5,4.302,1,0.878,0.024,"8",6.05329534059718e-09,1.71716311281676e-08,0.000179203370375023,6.73864278502043e-08,0.0051400548587593,0.00103150708315125,0.0276130181408744,0.955332419388198,0.0107037065472882
"STUART","B5 LM",2958.5,25.957,0.191,-2.4,19.9,4.294,1,0.854,0.024,"8",9.54017069075466e-09,2.17856719161457e-08,0.000152288803223301,1.05679527439822e-07,0.00604172177889087,0.00145560625798094,0.0320993264565263,0.946782478039915,0.0134684416580931
"STUART","B5 LM",2959,38.965,0.266,-2.1,17.05,4.228,1,0.805,0.0489999999999999,"8",4.19889851078409e-08,1.43698227384064e-07,0.000343139127314687,2.78586975267813e-06,0.0230260697938099,0.00735841867467767,0.0811876065241329,0.875065005563217,0.0130167887598823
"STUART","B5 LM",2959.5,45.354,0.301,0.2,14.8,4.127,1,0.78,0.025,"8",1.08533043969644e-07,5.97770956296209e-07,0.000367242574629294,2.37418787644702e-05,0.0489230765575334,0.0138005806308785,0.25620399325163,0.676965705400942,0.00371495340162238
"STUART","B5 LM",2960,53.645,0.327,2.6,12.6,3.908,1,0.756,0.024,"7",3.81703573135173e-07,3.14163421537535e-06,0.000306916509838519,0.000219420012867859,0.0666159417886764,0.0145500049796827,0.683959511694723,0.233919948021721,0.000424733654701921
